TIME, UY_5, FX_2, FY_3, FY_4,Load,Reaction,Deflection,,,,
4.44E-02,1.18E-02,110.890557,-97.955538,-94.1124597,192.07,-110.89,11.79,,,,
4.64E-02,1.23E-02,115.890582,-102.372402,-98.3558712,200.73,-115.89,12.34,,,,
4.84E-02,1.29E-02,120.890607,-106.789277,-102.599271,209.39,-120.89,12.89,,,,
5.04E-02,1.34E-02,125.890633,-111.206164,-106.842659,218.05,-125.89,13.45,,,,
5.24E-02,1.40E-02,130.890659,-115.623065,-111.086035,226.71,-130.89,14.00,,,,
5.44E-02,1.46E-02,135.890686,-120.039978,-115.329397,235.37,-135.89,14.56,,,,
5.64E-02,1.51E-02,140.890712,-124.456906,-119.572745,244.03,-140.89,15.11,,,,
5.84E-02,1.57E-02,145.890739,-128.873848,-123.816079,252.69,-145.89,15.67,,,,
6.04E-02,1.62E-02,150.890767,-133.290805,-128.059399,261.35,-150.89,16.23,,,,
6.24E-02,1.68E-02,155.890794,-137.707778,-132.302702,270.01,-155.89,16.79,,,,
6.44E-02,1.74E-02,160.890822,-142.124767,-136.54599,278.67,-160.89,17.36,,,,
6.64E-02,1.79E-02,165.89085,-146.541774,-140.78926,287.33,-165.89,17.92,,,,
6.84E-02,1.85E-02,170.890878,-150.958798,-145.032514,295.99,-170.89,18.49,,,,
7.04E-02,1.91E-02,175.890907,-155.37584,-149.275749,304.65,-175.89,19.06,,,,
7.24E-02,1.96E-02,180.890935,-159.792901,-153.518966,313.31,-180.89,19.62,,,,
7.44E-02,2.02E-02,185.890965,-164.209981,-157.762164,321.97,-185.89,20.20,,,,
7.64E-02,2.08E-02,190.890994,-168.627081,-162.005341,330.63,-190.89,20.77,,,,
7.84E-02,2.13E-02,195.891024,-173.044203,-166.248498,339.29,-195.89,21.34,,,,
8.04E-02,2.19E-02,200.891054,-177.461345,-170.491634,347.95,-200.89,21.92,,,,
8.24E-02,2.25E-02,205.891084,-181.87851,-174.734748,356.61,-205.89,22.50,,,,
8.44E-02,2.31E-02,210.891114,-186.295697,-178.97784,365.27,-210.89,23.07,,,,
8.64E-02,2.37E-02,215.891145,-190.712908,-183.220909,373.93,-215.89,23.65,,,,
8.84E-02,2.42E-02,220.891176,-195.130143,-187.463953,382.59,-220.89,24.24,,,,
9.04E-02,2.48E-02,225.891208,-199.547402,-191.706973,391.25,-225.89,24.82,,,,
9.24E-02,2.54E-02,230.891206,-203.96469,-195.94997,399.91,-230.89,25.40,,,,
9.44E-02,2.60E-02,235.8912,-208.382004,-200.192942,408.57,-235.89,25.99,,,,
9.64E-02,2.66E-02,240.891193,-212.799345,-204.435888,417.24,-240.89,26.58,,,,
9.84E-02,2.72E-02,245.891186,-217.216714,-208.678806,425.90,-245.89,27.17,,,,
0.10035625,2.78E-02,250.89118,-221.634112,-212.921696,434.56,-250.89,27.76,,,,
0.10235625,2.84E-02,255.891173,-226.051538,-217.164558,443.22,-255.89,28.35,,,,
0.10435625,2.89E-02,260.891166,-230.468995,-221.40739,451.88,-260.89,28.95,,,,
0.10635625,2.95E-02,265.89116,-234.886482,-225.650192,460.54,-265.89,29.54,,,,
0.10835625,3.01E-02,270.891153,-239.304,-229.892964,469.20,-270.89,30.14,,,,
0.11035625,3.07E-02,275.891146,-243.721551,-234.135704,477.86,-275.89,30.74,,,,
0.11235625,3.13E-02,280.891139,-248.139135,-238.378411,486.52,-280.89,31.34,,,,
0.11435625,3.19E-02,285.891132,-252.556752,-242.621086,495.18,-285.89,31.94,,,,
0.11635625,3.25E-02,290.891126,-256.974404,-246.863726,503.84,-290.89,32.55,,,,
0.11835625,3.32E-02,295.891119,-261.392091,-251.106332,512.50,-295.89,33.15,,,,
0.12035625,3.38E-02,300.891112,-265.809814,-255.348903,521.16,-300.89,33.76,,,,
0.12235625,3.44E-02,305.891105,-270.227574,-259.591437,529.82,-305.89,34.37,,,,
0.12435625,3.50E-02,310.891098,-274.645372,-263.833934,538.48,-310.89,34.98,,,,
0.12635625,3.56E-02,315.891091,-279.063208,-268.076394,547.14,-315.89,35.59,,,,
0.12835625,3.62E-02,320.891084,-283.481083,-272.318814,555.80,-320.89,36.20,,,,
0.13035625,3.68E-02,325.891077,-287.898999,-276.561196,564.46,-325.89,36.82,,,,
0.13235625,3.74E-02,330.89107,-292.316955,-280.803537,573.12,-330.89,37.44,,,,
0.13435625,3.81E-02,335.891063,-296.734953,-285.045837,581.78,-335.89,38.05,,,,
0.13635625,3.87E-02,340.891056,-301.152994,-289.288095,590.44,-340.89,38.67,,,,
0.13835625,3.93E-02,345.891049,-305.571078,-293.53031,599.10,-345.89,39.30,,,,
0.14035625,3.99E-02,350.891042,-309.989207,-297.772482,607.76,-350.89,39.92,,,,
0.14235625,4.05E-02,355.891035,-314.407381,-302.014609,616.42,-355.89,40.54,,,,
0.14435625,4.12E-02,360.891028,-318.825601,-306.25669,625.08,-360.89,41.17,,,,
0.14635625,4.18E-02,365.891021,-323.243868,-310.498726,633.74,-365.89,41.80,,,,
0.14835625,4.24E-02,370.891014,-327.662183,-314.740714,642.40,-370.89,42.43,,,,
0.15035625,4.31E-02,375.891007,-332.080546,-318.982654,651.06,-375.89,43.06,,,,
0.15235625,4.37E-02,380.891,-336.49896,-323.224545,659.72,-380.89,43.69,,,,
0.15435625,4.43E-02,385.890993,-340.917424,-327.466386,668.38,-385.89,44.32,,,,
0.15635625,4.50E-02,390.890986,-345.335939,-331.708176,677.04,-390.89,44.96,,,,
0.15835625,4.56E-02,395.890979,-349.754507,-335.949915,685.70,-395.89,45.59,,,,
0.16035625,4.62E-02,400.890972,-354.173129,-340.1916,694.36,-400.89,46.23,,,,
0.16235625,4.69E-02,405.890965,-358.591805,-344.433233,703.03,-405.89,46.87,,,,
0.16435625,4.75E-02,410.890959,-363.010536,-348.674811,711.69,-410.89,47.52,,,,
0.16635625,4.82E-02,415.890952,-367.429323,-352.916333,720.35,-415.89,48.16,,,,
0.16835625,4.88E-02,420.890945,-371.848168,-357.157798,729.01,-420.89,48.80,,,,
0.17035625,4.94E-02,425.890938,-376.267071,-361.399207,737.67,-425.89,49.45,,,,
0.17235625,5.01E-02,430.890932,-380.686033,-365.640556,746.33,-430.89,50.10,,,,
0.17435625,5.07E-02,435.890925,-385.105056,-369.881846,754.99,-435.89,50.75,,,,
0.17635625,5.14E-02,440.890919,-389.524139,-374.123076,763.65,-440.89,51.40,,,,
0.17835625,5.21E-02,445.890912,-393.943285,-378.364244,772.31,-445.89,52.05,,,,
0.18035625,5.27E-02,450.890906,-398.362495,-382.60535,780.97,-450.89,52.70,,,,
0.18235625,5.34E-02,455.890899,-402.781768,-386.846392,789.63,-455.89,53.36,,,,
0.18435625,5.40E-02,460.890893,-407.201107,-391.08737,798.29,-460.89,54.02,,,,
0.18635625,5.47E-02,465.890887,-411.620513,-395.328282,806.95,-465.89,54.68,,,,
0.18835625,5.53E-02,470.890881,-416.039986,-399.569127,815.61,-470.89,55.34,,,,
0.19035625,5.60E-02,475.890874,-420.459527,-403.809905,824.27,-475.89,56.00,,,,
0.19235625,5.67E-02,480.890868,-424.879138,-408.050614,832.93,-480.89,56.66,,,,
0.19435625,5.73E-02,485.890862,-429.29882,-412.291253,841.59,-485.89,57.33,,,,
0.19635625,5.80E-02,490.890857,-433.718573,-416.53182,850.25,-490.89,57.99,,,,
0.19835625,5.87E-02,495.890851,-438.1384,-420.772317,858.91,-495.89,58.66,,,,
0.20035625,5.93E-02,500.890845,-442.5583,-425.012739,867.57,-500.89,59.33,,,,
0.20235625,6.00E-02,505.89084,-446.978276,-429.253088,876.23,-505.89,60.00,,,,
0.20435625,6.07E-02,510.890834,-451.398328,-433.493361,884.89,-510.89,60.67,,,,
0.20635625,6.13E-02,515.890829,-455.818457,-437.733557,893.55,-515.89,61.35,,,,
0.20835625,6.20E-02,520.890824,-460.238665,-441.973676,902.21,-520.89,62.02,,,,
0.21035625,6.27E-02,525.890818,-464.658952,-446.213716,910.87,-525.89,62.70,,,,
0.21235625,6.34E-02,530.890813,-469.079321,-450.453676,919.53,-530.89,63.38,,,,
0.21435625,6.41E-02,535.890809,-473.499771,-454.693555,928.19,-535.89,64.06,,,,
0.21635625,6.47E-02,540.890804,-477.920304,-458.933352,936.85,-540.89,64.74,,,,
0.21835625,6.54E-02,545.890799,-482.340922,-463.173065,945.51,-545.89,65.42,,,,
0.22035625,6.61E-02,550.890795,-486.761626,-467.412694,954.17,-550.89,66.10,,,,
0.22235625,6.68E-02,555.890791,-491.182416,-471.652236,962.83,-555.89,66.79,,,,
0.22435625,6.75E-02,560.890786,-495.603294,-475.891692,971.49,-560.89,67.48,,,,
0.22635625,6.82E-02,565.890782,-500.024261,-480.131059,980.16,-565.89,68.17,,,,
0.22835625,6.89E-02,570.890779,-504.445319,-484.370336,988.82,-570.89,68.86,,,,
0.23035625,6.95E-02,575.890775,-508.866469,-488.609523,997.48,-575.89,69.55,,,,
0.23235625,7.02E-02,580.890772,-513.287711,-492.848617,1006.14,-580.89,70.24,,,,
0.23435625,7.09E-02,585.890768,-517.709048,-497.087618,1014.80,-585.89,70.93,,,,
0.23635625,7.16E-02,590.890765,-522.13048,-501.326525,1023.46,-590.89,71.63,,,,
0.23835625,7.23E-02,595.890762,-526.552009,-505.565336,1032.12,-595.89,72.33,,,,
0.24035625,7.30E-02,600.89076,-530.973636,-509.80405,1040.78,-600.89,73.03,,,,
0.24235625,7.37E-02,605.890757,-535.395363,-514.042665,1049.44,-605.89,73.73,,,,
0.24435625,7.44E-02,610.890755,-539.81719,-518.281181,1058.10,-610.89,74.43,,,,
0.24635625,7.51E-02,615.890753,-544.239119,-522.519595,1066.76,-615.89,75.13,,,,
0.24835625,7.58E-02,620.890751,-548.661151,-526.757908,1075.42,-620.89,75.84,,,,
0.25035625,7.65E-02,625.890749,-553.083287,-530.996116,1084.08,-625.89,76.54,,,,
0.25235625,7.72E-02,630.890748,-557.50553,-535.234219,1092.74,-630.89,77.25,,,,
0.25435625,7.80E-02,635.890747,-561.92788,-539.472216,1101.40,-635.89,77.96,,,,
0.25635625,7.87E-02,640.890746,-566.350339,-543.710106,1110.06,-640.89,78.67,,,,
0.25835625,7.94E-02,645.890745,-570.772907,-547.947885,1118.72,-645.89,79.38,,,,
0.26035625,8.01E-02,650.890745,-575.195587,-552.185555,1127.38,-650.89,80.09,,,,
0.26235625,8.08E-02,655.890745,-579.61838,-556.423113,1136.04,-655.89,80.80,,,,
0.26435625,8.15E-02,660.890745,-584.041287,-560.660558,1144.70,-660.89,81.52,,,,
0.26635625,8.22E-02,665.890745,-588.46431,-564.897887,1153.36,-665.89,82.23,,,,
0.26835625,8.30E-02,670.890746,-592.887449,-569.1351,1162.02,-670.89,82.95,,,,
0.27035625,8.37E-02,675.890747,-597.310707,-573.372197,1170.68,-675.89,83.67,,,,
0.27235625,8.44E-02,680.890748,-601.734085,-577.609174,1179.34,-680.89,84.39,,,,
0.27435625,8.51E-02,685.89075,-606.157584,-581.846031,1188.00,-685.89,85.11,,,,
0.27635625,8.58E-02,690.890752,-610.581206,-586.082766,1196.66,-690.89,85.84,,,,
0.27835625,8.66E-02,695.890754,-615.004952,-590.319377,1205.32,-695.89,86.56,,,,
0.28035625,8.73E-02,700.890757,-619.428824,-594.555864,1213.98,-700.89,87.29,,,,
0.28235625,8.80E-02,705.890759,-623.852823,-598.792224,1222.65,-705.89,88.01,,,,
0.28435625,8.87E-02,710.890763,-628.27695,-603.028457,1231.31,-710.89,88.74,,,,
0.28635625,8.95E-02,715.890766,-632.701207,-607.264561,1239.97,-715.89,89.47,,,,
0.28835625,9.02E-02,720.89077,-637.125597,-611.500533,1248.63,-720.89,90.20,,,,
0.29035625,9.09E-02,725.890774,-641.550119,-615.736374,1257.29,-725.89,90.93,,,,
0.29235625,9.17E-02,730.890779,-645.974776,-619.97208,1265.95,-730.89,91.66,,,,
0.29435625,9.24E-02,735.890784,-650.399569,-624.207651,1274.61,-735.89,92.40,,,,
0.29635625,9.31E-02,740.89079,-654.8245,-628.443086,1283.27,-740.89,93.13,,,,
0.29835625,9.39E-02,745.890796,-659.249569,-632.678381,1291.93,-745.89,93.87,,,,
0.30035625,9.46E-02,750.890802,-663.67478,-636.913537,1300.59,-750.89,94.61,,,,
0.30235625,9.53E-02,755.890809,-668.100134,-641.148551,1309.25,-755.89,95.35,,,,
0.30435625,9.61E-02,760.890816,-672.525631,-645.383422,1317.91,-760.89,96.09,,,,
0.30635625,9.68E-02,765.890823,-676.951273,-649.618149,1326.57,-765.89,96.83,,,,
0.30835625,9.76E-02,770.890831,-681.377063,-653.852729,1335.23,-770.89,97.57,,,,
0.31035625,9.83E-02,775.89084,-685.803002,-658.087161,1343.89,-775.89,98.31,,,,
0.31235625,9.91E-02,780.890848,-690.229091,-662.321443,1352.55,-780.89,99.06,,,,
0.31435625,9.98E-02,785.890858,-694.655332,-666.555574,1361.21,-785.89,99.80,,,,
0.31635625,0.100550825,790.890867,-699.081726,-670.789553,1369.87,-790.89,100.55,,,,
0.31835625,0.1012986,795.890878,-703.508276,-675.023377,1378.53,-795.89,101.30,,,,
0.32035625,0.102047443,800.890888,-707.934982,-679.257044,1387.19,-800.89,102.05,,,,
0.32235625,0.102797344,805.890899,-712.361847,-683.490554,1395.85,-805.89,102.80,,,,
0.32435625,0.103548291,810.890911,-716.788872,-687.723905,1404.51,-810.89,103.55,,,,
0.32635625,0.104300273,815.890923,-721.216059,-691.957094,1413.17,-815.89,104.30,,,,
0.32835625,0.105053277,820.890936,-725.64341,-696.19012,1421.83,-820.89,105.05,,,,
0.33035625,0.105807292,825.890949,-730.070925,-700.422982,1430.49,-825.89,105.81,,,,
0.33235625,0.106562306,830.890963,-734.498608,-704.655678,1439.15,-830.89,106.56,,,,
0.33435625,0.107318307,835.890977,-738.926459,-708.888205,1447.81,-835.89,107.32,,,,
0.33635625,0.108075282,840.890992,-743.35448,-713.120563,1456.48,-840.89,108.08,,,,
0.33835625,0.108833219,845.891007,-747.782674,-717.35275,1465.14,-845.89,108.83,,,,
0.34035625,0.109592105,850.891023,-752.211041,-721.584763,1473.80,-850.89,109.59,,,,
0.34235625,0.110351928,855.891039,-756.639584,-725.816601,1482.46,-855.89,110.35,,,,
0.34435625,0.111112675,860.891056,-761.068304,-730.048264,1491.12,-860.89,111.11,,,,
0.34635625,0.111874333,865.891074,-765.497203,-734.279746,1499.78,-865.89,111.87,,,,
0.34835625,0.112636889,870.891092,-769.926282,-738.51105,1508.44,-870.89,112.64,,,,
0.35035625,0.11340033,875.89111,-774.355544,-742.74217,1517.10,-875.89,113.40,,,,
0.35235625,0.114164643,880.89113,-778.784991,-746.973107,1525.76,-880.89,114.16,,,,
0.35435625,0.114929813,885.891149,-783.214623,-751.203859,1534.42,-885.89,114.93,,,,
0.35635625,0.115695829,890.89117,-787.644443,-755.434423,1543.08,-890.89,115.70,,,,
0.35835625,0.116462675,895.891191,-792.074453,-759.664799,1551.74,-895.89,116.46,,,,
0.36035625,0.117230338,900.891213,-796.504654,-763.894983,1560.40,-900.89,117.23,,,,
0.36235625,0.117998805,905.891235,-800.935049,-768.124974,1569.06,-905.89,118.00,,,,
0.36435625,0.118768061,910.891258,-805.365639,-772.354771,1577.72,-910.89,118.77,,,,
0.36635625,0.119538093,915.891281,-809.796425,-776.58437,1586.38,-915.89,119.54,,,,
0.36835625,0.120308885,920.891306,-814.22741,-780.813772,1595.04,-920.89,120.31,,,,
0.37035625,0.121080425,925.89133,-818.658596,-785.042973,1603.70,-925.89,121.08,,,,
0.37235625,0.121852696,930.891356,-823.089984,-789.271972,1612.36,-930.89,121.85,,,,
0.37435625,0.122625685,935.891382,-827.521577,-793.500767,1621.02,-935.89,122.63,,,,
0.37635625,0.123399378,940.891409,-831.953376,-797.729357,1629.68,-940.89,123.40,,,,
0.37835625,0.124173759,945.891436,-836.385382,-801.957737,1638.34,-945.89,124.17,,,,
0.38035625,0.124948813,950.891464,-840.817599,-806.18591,1647.00,-950.89,124.95,,,,
0.38235625,0.125724525,955.891493,-845.250027,-810.41387,1655.66,-955.89,125.72,,,,
0.38435625,0.126500882,960.891523,-849.682669,-814.641616,1664.32,-960.89,126.50,,,,
0.38635625,0.127277866,965.891553,-854.115527,-818.869147,1672.98,-965.89,127.28,,,,
0.38835625,0.128055463,970.891584,-858.548602,-823.096461,1681.65,-970.89,128.06,,,,
0.39035625,0.128833658,975.891615,-862.981896,-827.323556,1690.31,-975.89,128.83,,,,
0.39235625,0.129612436,980.891648,-867.415412,-831.550429,1698.97,-980.89,129.61,,,,
0.39435625,0.130391779,985.89168,-871.84915,-835.777079,1707.63,-985.89,130.39,,,,
0.39635625,0.131171674,990.891714,-876.283114,-840.003504,1716.29,-990.89,131.17,,,,
0.39835625,0.131952104,995.891749,-880.717305,-844.229702,1724.95,-995.89,131.95,,,,
0.40035625,0.132733053,1000.89178,-885.151726,-848.455671,1733.61,-1000.89,132.73,,,,
0.40235625,0.133514506,1005.89182,-889.586377,-852.681409,1742.27,-1005.89,133.51,,,,
0.40435625,0.134296446,1010.89186,-894.021261,-856.906914,1750.93,-1010.89,134.30,,,,
0.40635625,0.135078858,1015.89189,-898.45638,-861.132183,1759.59,-1015.89,135.08,,,,
0.40835625,0.135861725,1020.89193,-902.891735,-865.357217,1768.25,-1020.89,135.86,,,,
0.41035625,0.136645031,1025.89197,-907.32733,-869.58201,1776.91,-1025.89,136.65,,,,
0.41235625,0.137428759,1030.89201,-911.763165,-873.806563,1785.57,-1030.89,137.43,,,,
0.41435625,0.138212894,1035.89205,-916.199243,-878.030873,1794.23,-1035.89,138.21,,,,
0.41635625,0.138997418,1040.89209,-920.635566,-882.254938,1802.89,-1040.89,139.00,,,,
0.41835625,0.139782316,1045.89213,-925.072136,-886.478756,1811.55,-1045.89,139.78,,,,
0.42035625,0.14056757,1050.89217,-929.508954,-890.702324,1820.21,-1050.89,140.57,,,,
0.42235625,0.141353164,1055.89222,-933.946023,-894.925642,1828.87,-1055.89,141.35,,,,
0.42435625,0.142139081,1060.89226,-938.383345,-899.148706,1837.53,-1060.89,142.14,,,,
0.42635625,0.142925305,1065.89231,-942.820922,-903.371516,1846.19,-1065.89,142.93,,,,
0.42835625,0.143711817,1070.89235,-947.258756,-907.594068,1854.85,-1070.89,143.71,,,,
0.43035625,0.144498603,1075.8924,-951.696848,-911.816361,1863.51,-1075.89,144.50,,,,
0.43235625,0.145285643,1080.89244,-956.135201,-916.038393,1872.17,-1080.89,145.29,,,,
0.43435625,0.146072922,1085.89249,-960.573817,-920.26016,1880.83,-1085.89,146.07,,,,
0.43635625,0.146860423,1090.89254,-965.012699,-924.481662,1889.49,-1090.89,146.86,,,,
0.43835625,0.147648127,1095.89259,-969.451847,-928.702899,1898.15,-1095.89,147.65,,,,
0.44035625,0.148436018,1100.89264,-973.891264,-932.923863,1906.82,-1100.89,148.44,,,,
0.44235625,0.149224079,1105.89269,-978.330952,-937.144558,1915.48,-1105.89,149.22,,,,
0.44435625,0.150012293,1110.89274,-982.770913,-941.364978,1924.14,-1110.89,150.01,,,,
0.44635625,0.150800641,1115.89279,-987.21115,-945.585122,1932.80,-1115.89,150.80,,,,
0.44835625,0.151589106,1120.89284,-991.651664,-949.804988,1941.46,-1120.89,151.59,,,,
0.45035625,0.152377672,1125.8929,-996.092457,-954.024574,1950.12,-1125.89,152.38,,,,
0.45235625,0.153166321,1130.89295,-1000.53353,-958.243878,1958.78,-1130.89,153.17,,,,
0.45435625,0.153955034,1135.89301,-1004.97489,-962.462898,1967.44,-1135.89,153.96,,,,
0.45635625,0.154743795,1140.89306,-1009.41653,-966.681631,1976.10,-1140.89,154.74,,,,
0.45835625,0.155532586,1145.89312,-1013.85846,-970.900076,1984.76,-1145.89,155.53,,,,
0.46035625,0.15632139,1150.89317,-1018.30069,-975.118231,1993.42,-1150.89,156.32,,,,
0.46235625,0.157110188,1155.89323,-1022.7432,-979.336092,2002.08,-1155.89,157.11,,,,
0.46435625,0.157898964,1160.89329,-1027.18601,-983.553658,2010.74,-1160.89,157.90,,,,
0.46635625,0.158687699,1165.89335,-1031.62911,-987.770928,2019.40,-1165.89,158.69,,,,
0.46835625,0.159476376,1170.89341,-1036.07251,-991.987898,2028.06,-1170.89,159.48,,,,
0.47035625,0.160264977,1175.89347,-1040.51621,-996.204568,2036.72,-1175.89,160.26,,,,
0.47235625,0.161053484,1180.89353,-1044.96021,-1000.42093,2045.38,-1180.89,161.05,,,,
0.47435625,0.161841881,1185.89359,-1049.40452,-1004.63699,2054.04,-1185.89,161.84,,,,
0.47635625,0.162630148,1190.89365,-1053.84914,-1008.85275,2062.70,-1190.89,162.63,,,,
0.47835625,0.163418268,1195.89372,-1058.29406,-1013.06819,2071.36,-1195.89,163.42,,,,
0.48035625,0.164206224,1200.89378,-1062.73929,-1017.28332,2080.02,-1200.89,164.21,,,,
0.48235625,0.164993998,1205.89384,-1067.18484,-1021.49814,2088.68,-1205.89,164.99,,,,
0.48435625,0.165781572,1210.89391,-1071.6307,-1025.71264,2097.34,-1210.89,165.78,,,,
0.48635625,0.166568928,1215.89397,-1076.07688,-1029.92682,2106.00,-1215.89,166.57,,,,
0.48835625,0.167356048,1220.89404,-1080.52338,-1034.14068,2114.66,-1220.89,167.36,,,,
0.49035625,0.168142916,1225.89411,-1084.9702,-1038.35422,2123.32,-1225.89,168.14,,,,
0.49235625,0.168929513,1230.89418,-1089.41735,-1042.56744,2131.98,-1230.89,168.93,,,,
0.49435625,0.169715821,1235.89424,-1093.86481,-1046.78033,2140.65,-1235.89,169.72,,,,
0.49635625,0.170501823,1240.89431,-1098.31261,-1050.99288,2149.31,-1240.89,170.50,,,,
0.49835625,0.171287501,1245.89438,-1102.76074,-1055.20511,2157.97,-1245.89,171.29,,,,
0.50035625,0.172072838,1250.89445,-1107.2092,-1059.417,2166.63,-1250.89,172.07,,,,
0.50235625,0.172857815,1255.89452,-1111.65799,-1063.62856,2175.29,-1255.89,172.86,,,,
0.50435625,0.173642416,1260.89459,-1116.10712,-1067.83978,2183.95,-1260.89,173.64,,,,
0.50635625,0.174426623,1265.89466,-1120.55659,-1072.05066,2192.61,-1265.89,174.43,,,,
0.50835625,0.175210417,1270.89473,-1125.0064,-1076.2612,2201.27,-1270.89,175.21,,,,
0.51035625,0.175993783,1275.89481,-1129.45655,-1080.47139,2209.93,-1275.89,175.99,,,,
0.51235625,0.176776702,1280.89488,-1133.90705,-1084.68124,2218.59,-1280.89,176.78,,,,
0.51435625,0.177559157,1285.89495,-1138.35789,-1088.89074,2227.25,-1285.89,177.56,,,,
0.51635625,0.17834113,1290.89503,-1142.80908,-1093.09989,2235.91,-1290.90,178.34,,,,
0.51835625,0.179122604,1295.8951,-1147.26063,-1097.30868,2244.57,-1295.90,179.12,,,,
0.52035625,0.179903562,1300.89518,-1151.71253,-1101.51712,2253.23,-1300.90,179.90,,,,
0.52235625,0.180683987,1305.89525,-1156.16478,-1105.7252,2261.89,-1305.90,180.68,,,,
0.52435625,0.181463861,1310.89533,-1160.61739,-1109.93293,2270.55,-1310.90,181.46,,,,
0.52635625,0.182243167,1315.8954,-1165.07037,-1114.14029,2279.21,-1315.90,182.24,,,,
0.52835625,0.183021888,1320.89548,-1169.5237,-1118.34728,2287.87,-1320.90,183.02,,,,
0.53035625,0.183800008,1325.89556,-1173.9774,-1122.55392,2296.53,-1325.90,183.80,,,,
0.53235625,0.184577508,1330.89563,-1178.43146,-1126.76018,2305.19,-1330.90,184.58,,,,
0.53435625,0.185354373,1335.89571,-1182.8859,-1130.96607,2313.85,-1335.90,185.35,,,,
0.53635625,0.186130584,1340.89579,-1187.3407,-1135.17159,2322.51,-1340.90,186.13,,,,
0.53835625,0.186906127,1345.89587,-1191.79588,-1139.37674,2331.17,-1345.90,186.91,,,,
0.54035625,0.187680983,1350.89595,-1196.25143,-1143.58151,2339.83,-1350.90,187.68,,,,
0.54235625,0.188455136,1355.89603,-1200.70736,-1147.7859,2348.49,-1355.90,188.46,,,,
0.54435625,0.18922857,1360.89611,-1205.16367,-1151.9899,2357.15,-1360.90,189.23,,,,
0.54635625,0.190001267,1365.89619,-1209.62036,-1156.19353,2365.81,-1365.90,190.00,,,,
0.54835625,0.190773212,1370.89627,-1214.07743,-1160.39677,2374.47,-1370.90,190.77,,,,
0.55035625,0.191544389,1375.89635,-1218.53489,-1164.59962,2383.13,-1375.90,191.54,,,,
0.55235625,0.19231478,1380.89643,-1222.99274,-1168.80208,2391.79,-1380.90,192.31,,,,
0.55435625,0.19308437,1385.89651,-1227.45098,-1173.00415,2400.46,-1385.90,193.08,,,,
0.55635625,0.193853142,1390.89659,-1231.90961,-1177.20583,2409.12,-1390.90,193.85,,,,
0.55835625,0.194621081,1395.89667,-1236.36863,-1181.40711,2417.78,-1395.90,194.62,,,,
0.56035625,0.19538817,1400.89675,-1240.82806,-1185.60799,2426.44,-1400.90,195.39,,,,
0.56235625,0.196154394,1405.89683,-1245.28788,-1189.80847,2435.10,-1405.90,196.15,,,,
