TIME, UX_2, FY_5, FY_6, FX_4,,,,
2.00E-04,2.37E-06,-1.70742088,-1.6080969,-99.9450186,0.00,-3.31551778,,
4.00E-04,4.74E-06,-3.41472462,-3.21631106,-199.890043,0.00,-6.63103568,,
7.00E-04,8.26E-06,-5.97546331,-5.62884913,-349.807576,0.01,-11.60431244,,
1.15E-03,1.35E-05,-9.81609177,-9.2481358,-574.683874,0.01,-19.06422757,,
1.83E-03,2.13E-05,-15.5759832,-14.6781171,-911.998322,0.02,-30.2541003,,
2.83E-03,3.27E-05,-24.1069274,-22.7247621,-1411.72343,0.03,-46.8316895,,
3.83E-03,4.39E-05,-32.6353333,-30.7739454,-1911.44854,0.04,-63.4092787,,
4.83E-03,5.49E-05,-41.1613333,-38.8255346,-2411.17365,0.05,-79.9868679,,
5.83E-03,6.59E-05,-49.6850474,-46.8794096,-2910.89875,0.07,-96.564457,,
6.83E-03,7.68E-05,-58.2065972,-54.935449,-3410.62386,0.08,-113.1420462,,
7.83E-03,8.77E-05,-66.7260867,-62.9935487,-3910.34897,0.09,-129.7196354,,
8.83E-03,9.85E-05,-75.2436167,-71.0536079,-4410.07407,0.10,-146.2972246,,
9.83E-03,1.09E-04,-83.7592818,-79.115532,-4909.79918,0.11,-162.8748138,,
1.08E-02,1.20E-04,-92.2731707,-87.1792323,-5409.52429,0.12,-179.452403,,
1.18E-02,1.31E-04,-100.785367,-95.2446255,-5909.2494,0.13,-196.0299925,,
1.28E-02,1.41E-04,-109.295948,-103.311633,-6408.9745,0.14,-212.607581,,
1.38E-02,1.52E-04,-117.804989,-111.380181,-6908.69961,0.15,-229.18517,,
1.48E-02,1.63E-04,-126.312559,-119.450201,-7408.42472,0.16,-245.76276,,
1.58E-02,1.74E-04,-134.818723,-127.521626,-7908.14983,0.17,-262.340349,,
1.68E-02,1.84E-04,-143.323542,-135.594396,-8407.87494,0.18,-278.917938,,
1.78E-02,1.95E-04,-151.827077,-143.668451,-8907.60004,0.19,-295.495528,,
1.88E-02,2.06E-04,-160.32938,-151.743736,-9407.32515,0.21,-312.073116,,
1.98E-02,2.16E-04,-168.830505,-159.8202,-9907.05026,0.22,-328.650705,,
2.08E-02,2.27E-04,-177.330501,-167.897794,-10406.7754,0.23,-345.228295,,
2.18E-02,2.38E-04,-185.829414,-175.97647,-10906.5005,0.24,-361.805884,,
2.28E-02,2.49E-04,-194.327289,-184.056184,-11406.2256,0.25,-378.383473,,
2.38E-02,2.60E-04,-202.824167,-192.136895,-11905.9507,0.26,-394.961062,,
2.48E-02,2.70E-04,-211.320089,-200.218563,-12405.6758,0.27,-411.538652,,
2.58E-02,2.81E-04,-219.815091,-208.30115,-12905.4009,0.28,-428.116241,,
2.68E-02,2.92E-04,-228.30921,-216.38462,-13405.126,0.29,-444.69383,,
2.78E-02,3.03E-04,-236.80248,-224.468939,-13904.8511,0.30,-461.271419,,
2.88E-02,3.14E-04,-245.294933,-232.554076,-14404.5762,0.31,-477.849009,,
2.98E-02,3.25E-04,-253.786599,-240.639998,-14904.3013,0.32,-494.426597,,
3.08E-02,3.36E-04,-262.277509,-248.726678,-15404.0264,0.34,-511.004187,,
3.18E-02,3.47E-04,-270.76769,-256.814086,-15903.7515,0.35,-527.581776,,
3.28E-02,3.58E-04,-279.257168,-264.902197,-16403.4767,0.36,-544.159365,,
3.38E-02,3.69E-04,-287.745969,-272.990985,-16903.2018,0.37,-560.736954,,
3.48E-02,3.80E-04,-296.234117,-281.080426,-17402.9269,0.38,-577.314543,,
3.58E-02,3.91E-04,-304.721636,-289.170497,-17902.652,0.39,-593.892133,,
3.68E-02,4.02E-04,-313.208546,-297.261176,-18402.3771,0.40,-610.469722,,
3.78E-02,4.13E-04,-321.69487,-305.352442,-18902.1022,0.41,-627.047312,,
3.88E-02,4.24E-04,-330.180626,-313.444274,-19401.8273,0.42,-643.6249,,
3.98E-02,4.35E-04,-338.665835,-321.536654,-19901.5524,0.44,-660.202489,,
4.08E-02,4.46E-04,-347.150515,-329.629564,-20401.2775,0.45,-676.780079,,
4.18E-02,4.57E-04,-355.634683,-337.722985,-20901.0026,0.46,-693.357668,,
4.28E-02,4.68E-04,-364.118357,-345.816901,-21400.7277,0.47,-709.935258,,
4.38E-02,4.80E-04,-372.601551,-353.911295,-21900.4528,0.48,-726.512846,,
4.48E-02,4.91E-04,-381.084282,-362.006153,-22400.1779,0.49,-743.090435,,
4.58E-02,5.02E-04,-389.566565,-370.10146,-22899.9031,0.50,-759.668025,,
4.68E-02,5.13E-04,-398.048413,-378.197201,-23399.6282,0.51,-776.245614,,
4.78E-02,5.24E-04,-406.52984,-386.293363,-23899.3533,0.52,-792.823203,,
4.88E-02,5.36E-04,-415.010859,-394.389933,-24399.0784,0.54,-809.400792,,
4.98E-02,5.47E-04,-423.491483,-402.486898,-24898.8035,0.55,-825.978381,,
5.08E-02,5.58E-04,-431.971724,-410.584246,-25398.5286,0.56,-842.55597,,
5.18E-02,5.69E-04,-440.451593,-418.681967,-25898.2537,0.57,-859.13356,,
5.28E-02,5.81E-04,-448.931102,-426.780048,-26397.9788,0.58,-875.71115,,
5.38E-02,5.92E-04,-457.41026,-434.878478,-26897.7039,0.59,-892.288738,,
5.48E-02,6.03E-04,-465.889078,-442.977249,-27397.429,0.60,-908.866327,,
5.58E-02,6.15E-04,-474.367567,-451.07635,-27897.1541,0.61,-925.443917,,
5.68E-02,6.26E-04,-482.845735,-459.175771,-28396.8792,0.63,-942.021506,,
5.78E-02,6.37E-04,-491.323592,-467.275503,-28896.6043,0.64,-958.599095,,
5.88E-02,6.49E-04,-499.801146,-475.375538,-29396.3295,0.65,-975.176684,,
5.98E-02,6.60E-04,-508.278406,-483.475868,-29896.0546,0.66,-991.754274,,
6.08E-02,6.71E-04,-516.75538,-491.576483,-30395.7797,0.67,-1008.331863,,
6.18E-02,6.83E-04,-525.232076,-499.677376,-30895.5048,0.68,-1024.909452,,
6.28E-02,6.94E-04,-533.708501,-507.77854,-31395.2299,0.69,-1041.487041,,
6.38E-02,7.05E-04,-542.184663,-515.879967,-31894.955,0.71,-1058.06463,,
6.48E-02,7.17E-04,-550.660568,-523.981651,-32394.6801,0.72,-1074.642219,,
6.58E-02,7.28E-04,-559.136225,-532.083584,-32894.4052,0.73,-1091.219809,,
6.68E-02,7.40E-04,-567.611638,-540.18576,-33394.1303,0.74,-1107.797398,,
6.78E-02,7.51E-04,-576.086814,-548.288173,-33893.8554,0.75,-1124.374987,,
6.88E-02,7.63E-04,-584.56176,-556.390816,-34393.5805,0.76,-1140.952576,,
6.98E-02,7.74E-04,-593.036481,-564.493684,-34893.3056,0.77,-1157.530165,,
7.08E-02,7.85E-04,-601.510984,-572.596771,-35393.0307,0.79,-1174.107755,,
7.18E-02,7.97E-04,-609.985272,-580.700071,-35892.7559,0.80,-1190.685343,,
7.28E-02,8.08E-04,-618.459353,-588.80358,-36392.481,0.81,-1207.262933,,
7.38E-02,8.20E-04,-626.93323,-596.907292,-36892.2061,0.82,-1223.840522,,
7.48E-02,8.31E-04,-635.40691,-605.011202,-37391.9312,0.83,-1240.418112,,
7.58E-02,8.43E-04,-643.880396,-613.115305,-37891.6563,0.84,-1256.995701,,
7.68E-02,8.54E-04,-652.353693,-621.219597,-38391.3814,0.85,-1273.57329,,
7.78E-02,8.66E-04,-660.826806,-629.324073,-38891.1065,0.87,-1290.150879,,
7.88E-02,8.77E-04,-669.29974,-637.428728,-39390.8316,0.88,-1306.728468,,
7.98E-02,8.89E-04,-677.772498,-645.53356,-39890.5567,0.89,-1323.306058,,
8.08E-02,9.00E-04,-686.245084,-653.638563,-40390.2818,0.90,-1339.883647,,
8.18E-02,9.12E-04,-694.717502,-661.743733,-40890.0069,0.91,-1356.461235,,
8.28E-02,9.23E-04,-703.189757,-669.849068,-41389.732,0.92,-1373.038825,,
8.38E-02,9.35E-04,-711.661852,-677.954562,-41889.4571,0.93,-1389.616414,,
8.48E-02,9.47E-04,-720.13379,-686.060213,-42389.1823,0.95,-1406.194003,,
8.58E-02,9.58E-04,-728.605576,-694.166017,-42888.9074,0.96,-1422.771593,,
8.68E-02,9.70E-04,-737.077211,-702.27197,-43388.6325,0.97,-1439.349181,,
8.78E-02,9.81E-04,-745.5487,-710.37807,-43888.3576,0.98,-1455.92677,,
8.88E-02,9.93E-04,-754.020046,-718.484314,-44388.0827,0.99,-1472.50436,,
8.98E-02,1.00E-03,-762.491252,-726.590697,-44887.8078,1.00,-1489.081949,,
9.08E-02,1.02E-03,-770.962321,-734.697217,-45387.5329,1.02,-1505.659538,,
9.18E-02,1.03E-03,-779.433256,-742.803872,-45887.258,1.03,-1522.237128,,
9.28E-02,1.04E-03,-787.904059,-750.910658,-46386.9831,1.04,-1538.814717,,
9.38E-02,1.05E-03,-796.374733,-759.017573,-46886.7082,1.05,-1555.392306,,
9.48E-02,1.06E-03,-804.845282,-767.124614,-47386.4333,1.06,-1571.969896,,
9.58E-02,1.07E-03,-813.315707,-775.231778,-47886.1584,1.07,-1588.547485,,
9.68E-02,1.09E-03,-821.786011,-783.339063,-48385.8835,1.09,-1605.125074,,
9.78E-02,1.10E-03,-830.256196,-791.446467,-48885.6086,1.10,-1621.702663,,
9.88E-02,1.11E-03,-838.726265,-799.553987,-49385.3338,1.11,-1638.280252,,
9.98E-02,1.12E-03,-847.196221,-807.66162,-49885.0589,1.12,-1654.857841,,
0.100825,1.13E-03,-855.666064,-815.769366,-50384.784,1.13,-1671.43543,,
0.101825,1.14E-03,-864.135799,-823.877221,-50884.5091,1.14,-1688.01302,,
0.102825,1.16E-03,-872.605426,-831.985183,-51384.2342,1.16,-1704.590609,,
0.103825,1.17E-03,-881.074947,-840.093251,-51883.9593,1.17,-1721.168198,,
0.104825,1.18E-03,-889.544366,-848.201421,-52383.6844,1.18,-1737.745787,,
0.105825,1.19E-03,-898.013683,-856.309694,-52883.4095,1.19,-1754.323377,,
0.106825,1.20E-03,-906.4829,-864.418065,-53383.1346,1.20,-1770.900965,,
0.107825,1.21E-03,-914.95202,-872.526535,-53882.8597,1.21,-1787.478555,,
0.108825,1.23E-03,-923.421044,-880.6351,-54382.5848,1.23,-1804.056144,,
0.109825,1.24E-03,-931.889974,-888.743759,-54882.3099,1.24,-1820.633733,,
0.110825,1.25E-03,-940.358812,-896.85251,-55382.035,1.25,-1837.211322,,
0.111825,1.26E-03,-948.827559,-904.961353,-55881.7602,1.26,-1853.788912,,
0.112825,1.27E-03,-957.296217,-913.070284,-56381.4853,1.27,-1870.366501,,
0.113825,1.28E-03,-965.764787,-921.179303,-56881.2104,1.28,-1886.94409,,
0.114825,1.30E-03,-974.233271,-929.288408,-57380.9355,1.30,-1903.521679,,
0.115825,1.31E-03,-982.701671,-937.397597,-57880.6606,1.31,-1920.099268,,
0.116825,1.32E-03,-991.169988,-945.50687,-58380.3857,1.32,-1936.676858,,
0.117825,1.33E-03,-999.638223,-953.616224,-58880.1108,1.33,-1953.254447,,
0.118825,1.34E-03,-1008.10638,-961.725658,-59379.8359,1.34,-1969.832038,,
0.119825,1.35E-03,-1016.57445,-969.835172,-59879.561,1.35,-1986.409622,,
0.120825,1.37E-03,-1025.04245,-977.944762,-60379.2861,1.37,-2002.987212,,
0.121825,1.38E-03,-1033.51037,-986.05443,-60879.0112,1.38,-2019.5648,,
0.122825,1.39E-03,-1041.97822,-994.164172,-61378.7363,1.39,-2036.142392,,
0.123825,1.40E-03,-1050.44599,-1002.27399,-61878.4614,1.40,-2052.71998,,
0.124825,1.41E-03,-1058.91369,-1010.38388,-62378.1866,1.41,-2069.29757,,
0.125825,1.42E-03,-1067.38132,-1018.49384,-62877.9117,1.42,-2085.87516,,
0.126825,1.44E-03,-1075.84888,-1026.60387,-63377.6368,1.44,-2102.45275,,
0.127825,1.45E-03,-1084.31637,-1034.71397,-63877.3619,1.45,-2119.03034,,
0.128825,1.46E-03,-1092.78379,-1042.82413,-64377.087,1.46,-2135.60792,,
0.129825,1.47E-03,-1101.25115,-1050.93437,-64876.8121,1.47,-2152.18552,,
0.130825,1.48E-03,-1109.71844,-1059.04467,-65376.5372,1.48,-2168.76311,,
0.131825,1.49E-03,-1118.18566,-1067.15504,-65876.2623,1.49,-2185.3407,,
0.132825,1.51E-03,-1126.65282,-1075.26547,-66375.9874,1.51,-2201.91829,,
0.133825,1.52E-03,-1135.11991,-1083.37596,-66875.7125,1.52,-2218.49587,,
0.134825,1.53E-03,-1143.58695,-1091.48651,-67375.4376,1.53,-2235.07346,,
0.135825,1.54E-03,-1152.05392,-1099.59713,-67875.1627,1.54,-2251.65105,,
0.136825,1.55E-03,-1160.52083,-1107.70781,-68374.8878,1.55,-2268.22864,,
0.137825,1.56E-03,-1168.98769,-1115.81854,-68874.613,1.56,-2284.80623,,
0.138825,1.58E-03,-1177.45448,-1123.92934,-69374.3381,1.58,-2301.38382,,
0.139825,1.59E-03,-1185.92122,-1132.04019,-69874.0632,1.59,-2317.96141,,
0.140825,1.60E-03,-1194.3879,-1140.1511,-70373.7883,1.60,-2334.539,,
0.141825,1.61E-03,-1202.85452,-1148.26207,-70873.5134,1.61,-2351.11659,,
0.142825,1.62E-03,-1211.32109,-1156.37309,-71373.2385,1.62,-2367.69418,,
0.143825,1.64E-03,-1219.7876,-1164.48416,-71872.9636,1.64,-2384.27176,,
0.144825,1.65E-03,-1228.25406,-1172.59529,-72372.6887,1.65,-2400.84935,,
0.145825,1.66E-03,-1236.72047,-1180.70647,-72872.4138,1.66,-2417.42694,,
0.146825,1.67E-03,-1245.18683,-1188.81771,-73372.1389,1.67,-2434.00454,,
0.147825,1.68E-03,-1253.65313,-1196.92899,-73871.864,1.68,-2450.58212,,
0.148825,1.69E-03,-1262.11938,-1205.04033,-74371.5891,1.69,-2467.15971,,
0.149825,1.71E-03,-1270.58558,-1213.15172,-74871.3142,1.71,-2483.7373,,
0.150825,1.72E-03,-1279.05174,-1221.26315,-75371.0393,1.72,-2500.31489,,
0.151825,1.73E-03,-1287.51784,-1229.37464,-75870.7645,1.73,-2516.89248,,
0.152825,1.74E-03,-1295.98389,-1237.48617,-76370.4896,1.74,-2533.47006,,
0.153825,1.75E-03,-1304.4499,-1245.59776,-76870.2147,1.75,-2550.04766,,
0.154825,1.76E-03,-1312.91586,-1253.70938,-77369.9398,1.76,-2566.62524,,
0.155825,1.78E-03,-1321.38178,-1261.82106,-77869.6649,1.78,-2583.20284,,
0.156825,1.79E-03,-1329.84764,-1269.93278,-78369.39,1.79,-2599.78042,,
0.157825,1.80E-03,-1338.31347,-1278.04455,-78869.1151,1.80,-2616.35802,,
0.158825,1.81E-03,-1346.77925,-1286.15636,-79368.8402,1.81,-2632.93561,,
0.159825,1.82E-03,-1355.24498,-1294.26821,-79868.5653,1.82,-2649.51319,,
0.160825,1.84E-03,-1363.71067,-1302.38011,-80368.2904,1.84,-2666.09078,,
0.161825,1.85E-03,-1372.17632,-1310.49205,-80868.0155,1.85,-2682.66837,,
0.162825,1.86E-03,-1380.64192,-1318.60404,-81367.7406,1.86,-2699.24596,,
0.163825,1.87E-03,-1389.10749,-1326.71606,-81867.4657,1.87,-2715.82355,,
0.164825,1.88E-03,-1397.57301,-1334.82813,-82367.1909,1.88,-2732.40114,,
0.165825,1.89E-03,-1406.03849,-1342.94024,-82866.916,1.89,-2748.97873,,
0.166825,1.91E-03,-1414.50393,-1351.05239,-83366.6411,1.91,-2765.55632,,
0.167825,1.92E-03,-1422.96933,-1359.16458,-83866.3662,1.92,-2782.13391,,
0.168825,1.93E-03,-1431.43469,-1367.27681,-84366.0913,1.93,-2798.7115,,
0.169825,1.94E-03,-1439.90001,-1375.38908,-84865.8164,1.94,-2815.28909,,
0.170825,1.95E-03,-1448.36529,-1383.50139,-85365.5415,1.95,-2831.86668,,
0.171825,1.97E-03,-1456.83053,-1391.61373,-85865.2666,1.97,-2848.44426,,
0.172825,1.98E-03,-1465.29574,-1399.72612,-86364.9917,1.98,-2865.02186,,
0.173825,1.99E-03,-1473.76091,-1407.83854,-86864.7168,1.99,-2881.59945,,
0.174825,2.00E-03,-1482.22604,-1415.95099,-87364.4419,2.00,-2898.17703,,
0.175825,2.01E-03,-1490.69113,-1424.06349,-87864.167,2.01,-2914.75462,,
0.176825,2.02E-03,-1499.15619,-1432.17602,-88363.8921,2.02,-2931.33221,,
0.177825,2.04E-03,-1507.62121,-1440.28859,-88863.6173,2.04,-2947.9098,,
0.178825,2.05E-03,-1516.0862,-1448.40119,-89363.3424,2.05,-2964.48739,,
0.179825,2.06E-03,-1524.55115,-1456.51382,-89863.0675,2.06,-2981.06497,,
0.180825,2.07E-03,-1533.01607,-1464.6265,-90362.7926,2.07,-2997.64257,,
0.181825,2.08E-03,-1541.48095,-1472.7392,-90862.5177,2.08,-3014.22015,,
0.182825,2.10E-03,-1549.9458,-1480.85194,-91362.2428,2.10,-3030.79774,,
0.183825,2.11E-03,-1558.41062,-1488.96472,-91861.9679,2.11,-3047.37534,,
0.184825,2.12E-03,-1566.8754,-1497.07752,-92361.693,2.12,-3063.95292,,
0.185825,2.13E-03,-1575.34015,-1505.19036,-92861.4181,2.13,-3080.53051,,
0.186825,2.14E-03,-1583.80487,-1513.30323,-93361.1432,2.14,-3097.1081,,
0.187825,2.16E-03,-1592.26955,-1521.41614,-93860.8683,2.16,-3113.68569,,
0.188825,2.17E-03,-1600.7342,-1529.52908,-94360.5934,2.17,-3130.26328,,
0.189825,2.18E-03,-1609.19882,-1537.64204,-94860.3185,2.18,-3146.84086,,
0.190825,2.19E-03,-1617.66341,-1545.75504,-95360.0437,2.19,-3163.41845,,
0.191825,2.20E-03,-1626.12797,-1553.86807,-95859.7688,2.20,-3179.99604,,
0.192825,2.21E-03,-1634.5925,-1561.98113,-96359.4939,2.21,-3196.57363,,
0.193825,2.23E-03,-1643.057,-1570.09423,-96859.219,2.23,-3213.15123,,
0.194825,2.24E-03,-1651.52147,-1578.20735,-97358.9441,2.24,-3229.72882,,
0.195825,2.25E-03,-1659.98591,-1586.3205,-97858.6692,2.25,-3246.30641,,
0.196825,2.26E-03,-1668.45031,-1594.43368,-98358.3943,2.26,-3262.88399,,
0.197825,2.27E-03,-1676.91469,-1602.54689,-98858.1194,2.27,-3279.46158,,
0.198825,2.29E-03,-1685.37904,-1610.66013,-99357.8445,2.29,-3296.03917,,
0.199825,2.30E-03,-1693.84337,-1618.77339,-99857.5696,2.30,-3312.61676,,
0.200825,2.31E-03,-1702.30766,-1626.88669,-100357.295,2.31,-3329.19435,,
0.201825,2.32E-03,-1710.77192,-1635.00001,-100857.02,2.32,-3345.77193,,
0.202825,2.33E-03,-1719.23616,-1643.11337,-101356.745,2.33,-3362.34953,,
0.203825,2.34E-03,-1727.70037,-1651.22675,-101856.47,2.34,-3378.92712,,
0.204825,2.36E-03,-1736.16455,-1659.34015,-102356.195,2.36,-3395.5047,,
0.205825,2.37E-03,-1744.62871,-1667.45359,-102855.92,2.37,-3412.0823,,
0.206825,2.38E-03,-1753.09284,-1675.56705,-103355.645,2.38,-3428.65989,,
0.207825,2.39E-03,-1761.55694,-1683.68053,-103855.37,2.39,-3445.23747,,
0.208825,2.40E-03,-1770.02101,-1691.79405,-104355.096,2.40,-3461.81506,,
0.209825,2.42E-03,-1778.48506,-1699.90759,-104854.821,2.42,-3478.39265,,
0.210825,2.43E-03,-1786.94909,-1708.02115,-105354.546,2.43,-3494.97024,,
0.211825,2.44E-03,-1795.41308,-1716.13475,-105854.271,2.44,-3511.54783,,
0.212825,2.45E-03,-1803.87706,-1724.24836,-106353.996,2.45,-3528.12542,,
0.213825,2.46E-03,-1812.341,-1732.36201,-106853.721,2.46,-3544.70301,,
0.214825,2.48E-03,-1820.80492,-1740.47567,-107353.446,2.48,-3561.28059,,
0.215825,2.49E-03,-1829.26882,-1748.58937,-107853.171,2.49,-3577.85819,,
0.216825,2.50E-03,-1837.73269,-1756.70308,-108352.896,2.50,-3594.43577,,
0.217825,2.51E-03,-1846.19654,-1764.81682,-108852.622,2.51,-3611.01336,,
0.218825,2.52E-03,-1854.66036,-1772.93059,-109352.347,2.52,-3627.59095,,
0.219825,2.53E-03,-1863.12416,-1781.04438,-109852.072,2.53,-3644.16854,,
0.220825,2.55E-03,-1871.58794,-1789.15819,-110351.797,2.55,-3660.74613,,
0.221825,2.56E-03,-1880.05169,-1797.27203,-110851.522,2.56,-3677.32372,,
0.222825,2.57E-03,-1888.51542,-1805.38589,-111351.247,2.57,-3693.90131,,
0.223825,2.58E-03,-1896.97913,-1813.49978,-111850.972,2.58,-3710.47891,,
0.224825,2.59E-03,-1905.44281,-1821.61368,-112350.697,2.59,-3727.05649,,
0.225825,2.61E-03,-1913.90647,-1829.72761,-112850.422,2.61,-3743.63408,,
0.226825,2.62E-03,-1922.3701,-1837.84157,-113350.148,2.62,-3760.21167,,
0.227825,2.63E-03,-1930.83372,-1845.95554,-113849.873,2.63,-3776.78926,,
0.228825,2.64E-03,-1939.29731,-1854.06954,-114349.598,2.64,-3793.36685,,
0.229825,2.65E-03,-1947.76088,-1862.18356,-114849.323,2.65,-3809.94444,,
0.230825,2.67E-03,-1956.22443,-1870.2976,-115349.048,2.67,-3826.52203,,
0.231825,2.68E-03,-1964.68795,-1878.41166,-115848.773,2.68,-3843.09961,,
0.232825,2.69E-03,-1973.15146,-1886.52575,-116348.498,2.69,-3859.67721,,
0.233825,2.70E-03,-1981.61494,-1894.63985,-116848.223,2.70,-3876.25479,,
0.234825,2.71E-03,-1990.0784,-1902.75398,-117347.948,2.71,-3892.83238,,
0.235825,2.73E-03,-1998.54184,-1910.86813,-117847.673,2.73,-3909.40997,,
0.236825,2.74E-03,-2007.00526,-1918.9823,-118347.399,2.74,-3925.98756,,
0.237825,2.75E-03,-2015.46866,-1927.09649,-118847.124,2.75,-3942.56515,,
0.238825,2.76E-03,-2023.93203,-1935.2107,-119346.849,2.76,-3959.14273,,
0.239825,2.77E-03,-2032.39539,-1943.32494,-119846.574,2.77,-3975.72033,,
0.240825,2.78E-03,-2040.85873,-1951.43919,-120346.299,2.78,-3992.29792,,
0.241825,2.80E-03,-2049.32204,-1959.55346,-120846.024,2.80,-4008.8755,,
0.242825,2.81E-03,-2057.78534,-1967.66776,-121345.749,2.81,-4025.4531,,
0.243825,2.82E-03,-2066.24862,-1975.78207,-121845.474,2.82,-4042.03069,,
0.244825,2.83E-03,-2074.71187,-1983.8964,-122345.199,2.83,-4058.60827,,
0.245825,2.84E-03,-2083.17511,-1992.01075,-122844.925,2.84,-4075.18586,,
0.246825,2.86E-03,-2091.63833,-2000.12513,-123344.65,2.86,-4091.76346,,
0.247825,2.87E-03,-2100.10152,-2008.23952,-123844.375,2.87,-4108.34104,,
0.248825,2.88E-03,-2108.5647,-2016.35393,-124344.1,2.88,-4124.91863,,
0.249825,2.89E-03,-2117.02786,-2024.46836,-124843.825,2.89,-4141.49622,,
0.250825,2.90E-03,-2125.491,-2032.58281,-125343.55,2.90,-4158.07381,,
0.251825,2.92E-03,-2133.95412,-2040.69728,-125843.275,2.92,-4174.6514,,
0.252825,2.93E-03,-2142.41723,-2048.81176,-126343,2.93,-4191.22899,,
0.253825,2.94E-03,-2150.88031,-2056.92627,-126842.725,2.94,-4207.80658,,
0.254825,2.95E-03,-2159.34338,-2065.04079,-127342.451,2.95,-4224.38417,,
0.255825,2.96E-03,-2167.80642,-2073.15533,-127842.176,2.96,-4240.96175,,
0.256825,2.98E-03,-2176.26945,-2081.26989,-128341.901,2.98,-4257.53934,,
0.257825,2.99E-03,-2184.73246,-2089.38447,-128841.626,2.99,-4274.11693,,
0.258825,3.00E-03,-2193.19545,-2097.49907,-129341.351,3.00,-4290.69452,,
0.259825,3.01E-03,-2201.65843,-2105.61368,-129841.076,3.01,-4307.27211,,
0.260825,3.02E-03,-2210.12139,-2113.72831,-130340.801,3.02,-4323.8497,,
0.261825,3.03E-03,-2218.58433,-2121.84296,-130840.526,3.03,-4340.42729,,
0.262825,3.05E-03,-2227.04725,-2129.95763,-131340.251,3.05,-4357.00488,,
0.263825,3.06E-03,-2235.51015,-2138.07232,-131839.977,3.06,-4373.58247,,
0.264825,3.07E-03,-2243.97304,-2146.18702,-132339.702,3.07,-4390.16006,,
0.265825,3.08E-03,-2252.43591,-2154.30174,-132839.427,3.08,-4406.73765,,
0.266825,3.09E-03,-2260.89876,-2162.41647,-133339.152,3.09,-4423.31523,,
0.267825,3.11E-03,-2269.3616,-2170.53123,-133838.877,3.11,-4439.89283,,
0.268825,3.12E-03,-2277.82442,-2178.646,-134338.602,3.12,-4456.47042,,
0.269825,3.13E-03,-2286.28722,-2186.76078,-134838.327,3.13,-4473.048,,
0.270825,3.14E-03,-2294.75001,-2194.87559,-135338.052,3.14,-4489.6256,,
0.271825,3.15E-03,-2303.21278,-2202.99041,-135837.777,3.15,-4506.20319,,
0.272825,3.17E-03,-2311.67553,-2211.10524,-136337.502,3.17,-4522.78077,,
0.273825,3.18E-03,-2320.13827,-2219.2201,-136837.228,3.18,-4539.35837,,
0.274825,3.19E-03,-2328.60099,-2227.33496,-137336.953,3.19,-4555.93595,,
0.275825,3.20E-03,-2337.06369,-2235.44985,-137836.678,3.20,-4572.51354,,
0.276825,3.21E-03,-2345.52638,-2243.56475,-138336.403,3.21,-4589.09113,,
0.277825,3.23E-03,-2353.98905,-2251.67967,-138836.128,3.23,-4605.66872,,
0.278825,3.24E-03,-2362.45171,-2259.7946,-139335.853,3.24,-4622.24631,,
0.279825,3.25E-03,-2370.91435,-2267.90955,-139835.578,3.25,-4638.8239,,
0.280825,3.26E-03,-2379.37697,-2276.02451,-140335.303,3.26,-4655.40148,,
0.281825,3.27E-03,-2387.83958,-2284.1395,-140835.028,3.27,-4671.97908,,
0.282825,3.29E-03,-2396.30217,-2292.25449,-141334.754,3.29,-4688.55666,,
0.283825,3.30E-03,-2404.76475,-2300.3695,-141834.479,3.30,-4705.13425,,
0.284825,3.31E-03,-2413.22731,-2308.48453,-142334.204,3.31,-4721.71184,,
0.285825,3.32E-03,-2421.68986,-2316.59957,-142833.929,3.32,-4738.28943,,
0.286825,3.33E-03,-2430.15239,-2324.71463,-143333.654,3.33,-4754.86702,,
0.287825,3.35E-03,-2438.61491,-2332.8297,-143833.379,3.35,-4771.44461,,
0.288825,3.36E-03,-2447.07741,-2340.94478,-144333.104,3.36,-4788.02219,,
0.289825,3.37E-03,-2455.5399,-2349.05989,-144832.829,3.37,-4804.59979,,
0.290825,3.38E-03,-2464.00237,-2357.175,-145332.554,3.38,-4821.17737,,
0.291825,3.39E-03,-2472.46483,-2365.29013,-145832.28,3.39,-4837.75496,,
0.292825,3.41E-03,-2480.92728,-2373.40528,-146332.005,3.41,-4854.33256,,
0.293825,3.42E-03,-2489.38971,-2381.52044,-146831.73,3.42,-4870.91015,,
0.294825,3.43E-03,-2497.85212,-2389.63561,-147331.455,3.43,-4887.48773,,
0.295825,3.44E-03,-2506.31452,-2397.7508,-147831.18,3.44,-4904.06532,,
0.296825,3.45E-03,-2514.77691,-2405.86601,-148330.905,3.45,-4920.64292,,
0.297825,3.46E-03,-2523.23928,-2413.98122,-148830.63,3.46,-4937.2205,,
0.298825,3.48E-03,-2531.70164,-2422.09646,-149330.355,3.48,-4953.7981,,
0.299825,3.49E-03,-2540.16398,-2430.2117,-149830.08,3.49,-4970.37568,,
0.300825,3.50E-03,-2548.62631,-2438.32696,-150329.805,3.50,-4986.95327,,
0.301825,3.51E-03,-2557.08862,-2446.44223,-150829.531,3.51,-5003.53085,,
0.302825,3.52E-03,-2565.55093,-2454.55752,-151329.256,3.52,-5020.10845,,
0.303825,3.54E-03,-2574.01321,-2462.67282,-151828.981,3.54,-5036.68603,,
0.304825,3.55E-03,-2582.47549,-2470.78814,-152328.706,3.55,-5053.26363,,
