TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Looad,,,
0.913816667,0.311775032,-8690864.17,-144036.978,-138347.79,311.78,8690864.17,282384.77,,,
0.914483333,0.312131866,-8697204.51,-144142.041,-138448.739,312.13,8697204.51,282590.78,,,
0.91515,0.312489027,-8703544.84,-144247.103,-138549.687,312.49,8703544.84,282796.79,,,
0.915816667,0.312846517,-8709885.18,-144352.166,-138650.636,312.85,8709885.18,283002.80,,,
0.916483333,0.313204336,-8716225.51,-144457.229,-138751.584,313.20,8716225.51,283208.81,,,
0.91715,0.313562484,-8722565.85,-144562.291,-138852.532,313.56,8722565.85,283414.82,,,
0.917816667,0.313920962,-8728906.18,-144667.354,-138953.481,313.92,8728906.18,283620.84,,,
0.918483333,0.31427977,-8735246.52,-144772.417,-139054.429,314.28,8735246.52,283826.85,,,
0.91915,0.314638909,-8741586.85,-144877.479,-139155.378,314.64,8741586.85,284032.86,,,
0.919816667,0.31499838,-8747927.19,-144982.542,-139256.326,315.00,8747927.19,284238.87,,,
0.920483333,0.315358183,-8754267.52,-145087.605,-139357.274,315.36,8754267.52,284444.88,,,
0.92115,0.315718319,-8760607.86,-145192.667,-139458.223,315.72,8760607.86,284650.89,,,
0.921816667,0.316078788,-8766948.19,-145297.73,-139559.171,316.08,8766948.19,284856.90,,,
0.922483333,0.316439592,-8773288.53,-145402.792,-139660.12,316.44,8773288.53,285062.91,,,
0.92315,0.316800729,-8779628.86,-145507.855,-139761.068,316.80,8779628.86,285268.92,,,
0.923816667,0.317162202,-8785969.2,-145612.918,-139862.017,317.16,8785969.20,285474.94,,,
0.924483333,0.31752401,-8792309.53,-145717.98,-139962.965,317.52,8792309.53,285680.95,,,
0.92515,0.317886155,-8798649.87,-145823.043,-140063.914,317.89,8798649.87,285886.96,,,
0.925816667,0.318248637,-8804990.2,-145928.105,-140164.862,318.25,8804990.20,286092.97,,,
0.926483333,0.318611455,-8811330.53,-146033.168,-140265.811,318.61,8811330.53,286298.98,,,
0.92715,0.318974612,-8817670.87,-146138.23,-140366.759,318.97,8817670.87,286504.99,,,
0.927816667,0.319338108,-8824011.2,-146243.293,-140467.708,319.34,8824011.20,286711.00,,,
0.928483333,0.319701942,-8830351.54,-146348.355,-140568.656,319.70,8830351.54,286917.01,,,
0.92915,0.320066117,-8836691.87,-146453.418,-140669.605,320.07,8836691.87,287123.02,,,
0.929816667,0.320430632,-8843032.21,-146558.48,-140770.554,320.43,8843032.21,287329.03,,,
0.930483333,0.320795487,-8849372.54,-146663.543,-140871.502,320.80,8849372.54,287535.05,,,
0.93115,0.321160685,-8855712.88,-146768.605,-140972.451,321.16,8855712.88,287741.06,,,
0.931816667,0.321526224,-8862053.21,-146873.668,-141073.399,321.53,8862053.21,287947.07,,,
0.932483333,0.321892107,-8868393.54,-146978.73,-141174.348,321.89,8868393.54,288153.08,,,
0.93315,0.322258332,-8874733.88,-147083.792,-141275.297,322.26,8874733.88,288359.09,,,
0.933816667,0.322624902,-8881074.21,-147188.855,-141376.245,322.62,8881074.21,288565.10,,,
0.934483333,0.322991816,-8887414.55,-147293.917,-141477.194,322.99,8887414.55,288771.11,,,
0.93515,0.323359075,-8893754.88,-147398.98,-141578.143,323.36,8893754.88,288977.12,,,
0.935816667,0.323726681,-8900095.22,-147504.042,-141679.091,323.73,8900095.22,289183.13,,,
0.936483333,0.324094632,-8906435.55,-147609.104,-141780.04,324.09,8906435.55,289389.14,,,
0.93715,0.324462931,-8912775.88,-147714.167,-141880.989,324.46,8912775.88,289595.16,,,
0.937816667,0.324831577,-8919116.22,-147819.229,-141981.937,324.83,8919116.22,289801.17,,,
0.938483333,0.325200572,-8925456.55,-147924.291,-142082.886,325.20,8925456.55,290007.18,,,
0.93915,0.325569915,-8931796.89,-148029.354,-142183.835,325.57,8931796.89,290213.19,,,
0.939816667,0.325939608,-8938137.22,-148134.416,-142284.783,325.94,8938137.22,290419.20,,,
0.940483333,0.326309651,-8944477.55,-148239.478,-142385.732,326.31,8944477.55,290625.21,,,
0.94115,0.326680044,-8950817.89,-148344.541,-142486.681,326.68,8950817.89,290831.22,,,
0.941816667,0.327050789,-8957158.22,-148449.603,-142587.63,327.05,8957158.22,291037.23,,,
0.942483333,0.327421886,-8963498.56,-148554.665,-142688.578,327.42,8963498.56,291243.24,,,
0.94315,0.327793336,-8969838.89,-148659.728,-142789.527,327.79,8969838.89,291449.26,,,
0.943816667,0.328165138,-8976179.22,-148764.79,-142890.476,328.17,8976179.22,291655.27,,,
0.944483333,0.328537295,-8982519.56,-148869.852,-142991.425,328.54,8982519.56,291861.28,,,
0.94515,0.328909806,-8988859.89,-148974.914,-143092.374,328.91,8988859.89,292067.29,,,
0.945816667,0.329282672,-8995200.22,-149079.976,-143193.322,329.28,8995200.22,292273.30,,,
0.946483333,0.329655894,-9001540.56,-149185.039,-143294.271,329.66,9001540.56,292479.31,,,
0.94715,0.330029473,-9007880.89,-149290.101,-143395.22,330.03,9007880.89,292685.32,,,
0.947816667,0.330403408,-9014221.23,-149395.163,-143496.169,330.40,9014221.23,292891.33,,,
0.948483333,0.330777701,-9020561.56,-149500.225,-143597.118,330.78,9020561.56,293097.34,,,
0.94915,0.331152353,-9026901.89,-149605.287,-143698.067,331.15,9026901.89,293303.35,,,
0.949816667,0.331527363,-9033242.23,-149710.35,-143799.016,331.53,9033242.23,293509.37,,,
0.950483333,0.331902733,-9039582.56,-149815.412,-143899.964,331.90,9039582.56,293715.38,,,
0.95115,0.332278463,-9045922.89,-149920.474,-144000.913,332.28,9045922.89,293921.39,,,
0.951816667,0.332654554,-9052263.23,-150025.536,-144101.862,332.65,9052263.23,294127.40,,,
0.952483333,0.333031007,-9058603.56,-150130.598,-144202.811,333.03,9058603.56,294333.41,,,
0.95315,0.333407822,-9064943.89,-150235.66,-144303.76,333.41,9064943.89,294539.42,,,
0.953816667,0.333785,-9071284.23,-150340.722,-144404.709,333.79,9071284.23,294745.43,,,
0.954483333,0.334162541,-9077624.56,-150445.784,-144505.658,334.16,9077624.56,294951.44,,,
0.95515,0.334540446,-9083964.89,-150550.846,-144606.607,334.54,9083964.89,295157.45,,,
0.955816667,0.334918716,-9090305.23,-150655.908,-144707.556,334.92,9090305.23,295363.46,,,
0.956483333,0.335297352,-9096645.56,-150760.971,-144808.505,335.30,9096645.56,295569.48,,,
0.95715,0.335676354,-9102985.89,-150866.033,-144909.454,335.68,9102985.89,295775.49,,,
0.957816667,0.336055723,-9109326.23,-150971.095,-145010.403,336.06,9109326.23,295981.50,,,
0.958483333,0.336435459,-9115666.56,-151076.157,-145111.352,336.44,9115666.56,296187.51,,,
0.95915,0.336815563,-9122006.89,-151181.219,-145212.301,336.82,9122006.89,296393.52,,,
0.959816667,0.337196037,-9128347.23,-151286.281,-145313.25,337.20,9128347.23,296599.53,,,
0.960483333,0.337576879,-9134687.56,-151391.343,-145414.199,337.58,9134687.56,296805.54,,,
0.96115,0.337958092,-9141027.89,-151496.405,-145515.148,337.96,9141027.89,297011.55,,,
0.961816667,0.338339676,-9147368.23,-151601.466,-145616.097,338.34,9147368.23,297217.56,,,
0.962483333,0.338721631,-9153708.56,-151706.528,-145717.046,338.72,9153708.56,297423.57,,,
0.96315,0.339103959,-9160048.89,-151811.59,-145817.995,339.10,9160048.89,297629.59,,,
0.963816667,0.339486659,-9166389.22,-151916.652,-145918.944,339.49,9166389.22,297835.60,,,
0.964483333,0.339869733,-9172729.56,-152021.714,-146019.893,339.87,9172729.56,298041.61,,,
0.96515,0.340253181,-9179069.89,-152126.776,-146120.843,340.25,9179069.89,298247.62,,,
0.965816667,0.340637004,-9185410.22,-152231.838,-146221.792,340.64,9185410.22,298453.63,,,
0.966483333,0.341021203,-9191750.56,-152336.9,-146322.741,341.02,9191750.56,298659.64,,,
0.96715,0.341405778,-9198090.89,-152441.962,-146423.69,341.41,9198090.89,298865.65,,,
0.967816667,0.34179073,-9204431.22,-152547.024,-146524.639,341.79,9204431.22,299071.66,,,
0.968483333,0.34217606,-9210771.55,-152652.086,-146625.588,342.18,9210771.55,299277.67,,,
0.96915,0.342561768,-9217111.89,-152757.147,-146726.537,342.56,9217111.89,299483.68,,,
0.969816667,0.342947856,-9223452.22,-152862.209,-146827.487,342.95,9223452.22,299689.70,,,
0.970483333,0.343334323,-9229792.55,-152967.271,-146928.436,343.33,9229792.55,299895.71,,,
0.97115,0.343721171,-9236132.88,-153072.333,-147029.385,343.72,9236132.88,300101.72,,,
0.971816667,0.3441084,-9242473.22,-153177.395,-147130.334,344.11,9242473.22,300307.73,,,
0.972483333,0.34449601,-9248813.55,-153282.456,-147231.283,344.50,9248813.55,300513.74,,,
0.97315,0.344884004,-9255153.88,-153387.518,-147332.233,344.88,9255153.88,300719.75,,,
0.973816667,0.345272381,-9261494.21,-153492.58,-147433.182,345.27,9261494.21,300925.76,,,
0.974483333,0.345661142,-9267834.55,-153597.642,-147534.131,345.66,9267834.55,301131.77,,,
0.97515,0.346050287,-9274174.88,-153702.703,-147635.08,346.05,9274174.88,301337.78,,,
0.975816667,0.346439819,-9280515.21,-153807.765,-147736.03,346.44,9280515.21,301543.80,,,
0.976483333,0.346829736,-9286855.54,-153912.827,-147836.979,346.83,9286855.54,301749.81,,,
0.97715,0.34722004,-9293195.88,-154017.889,-147937.928,347.22,9293195.88,301955.82,,,
0.977816667,0.347610732,-9299536.21,-154122.95,-148038.877,347.61,9299536.21,302161.83,,,
0.978483333,0.348001813,-9305876.54,-154228.012,-148139.827,348.00,9305876.54,302367.84,,,
0.97915,0.348393282,-9312216.87,-154333.074,-148240.776,348.39,9312216.87,302573.85,,,
0.979816667,0.348785141,-9318557.21,-154438.135,-148341.725,348.79,9318557.21,302779.86,,,
0.980483333,0.349177391,-9324897.54,-154543.197,-148442.675,349.18,9324897.54,302985.87,,,
0.98115,0.349570032,-9331237.87,-154648.259,-148543.624,349.57,9331237.87,303191.88,,,
0.981816667,0.349963066,-9337578.2,-154753.32,-148644.573,349.96,9337578.20,303397.89,,,
0.982483333,0.350356492,-9343918.53,-154858.382,-148745.523,350.36,9343918.53,303603.91,,,
0.98315,0.350750311,-9350258.87,-154963.444,-148846.472,350.75,9350258.87,303809.92,,,
0.983816667,0.351144525,-9356599.2,-155068.505,-148947.422,351.14,9356599.20,304015.93,,,
0.984483333,0.351539134,-9362939.53,-155173.567,-149048.371,351.54,9362939.53,304221.94,,,
0.98515,0.351934138,-9369279.86,-155278.628,-149149.32,351.93,9369279.86,304427.95,,,
0.985816667,0.352329539,-9375620.19,-155383.69,-149250.27,352.33,9375620.19,304633.96,,,
0.986483333,0.352725337,-9381960.53,-155488.751,-149351.219,352.73,9381960.53,304839.97,,,
0.98715,0.353121534,-9388300.86,-155593.813,-149452.169,353.12,9388300.86,305045.98,,,
0.987816667,0.353518129,-9394641.19,-155698.875,-149553.118,353.52,9394641.19,305251.99,,,
0.988483333,0.353915123,-9400981.52,-155803.936,-149654.068,353.92,9400981.52,305458.00,,,
0.98915,0.354312518,-9407321.85,-155908.998,-149755.017,354.31,9407321.85,305664.02,,,
0.989816667,0.354710314,-9413662.18,-156014.059,-149855.966,354.71,9413662.18,305870.03,,,
0.990483333,0.355108511,-9420002.52,-156119.121,-149956.916,355.11,9420002.52,306076.04,,,
0.99115,0.355507111,-9426342.85,-156224.182,-150057.865,355.51,9426342.85,306282.05,,,
0.991816667,0.355906115,-9432683.18,-156329.243,-150158.815,355.91,9432683.18,306488.06,,,
0.992483333,0.356305522,-9439023.51,-156434.305,-150259.764,356.31,9439023.51,306694.07,,,
0.99315,0.356705335,-9445363.84,-156539.366,-150360.714,356.71,9445363.84,306900.08,,,
0.993816667,0.357105553,-9451704.17,-156644.428,-150461.663,357.11,9451704.17,307106.09,,,
0.994483333,0.357506177,-9458044.5,-156749.489,-150562.613,357.51,9458044.50,307312.10,,,
0.99515,0.357907209,-9464384.84,-156854.551,-150663.563,357.91,9464384.84,307518.11,,,
0.995816667,0.358308648,-9470725.17,-156959.612,-150764.512,358.31,9470725.17,307724.12,,,
0.996483333,0.358710497,-9477065.5,-157064.673,-150865.462,358.71,9477065.50,307930.14,,,
0.99715,0.359112755,-9483405.83,-157169.735,-150966.411,359.11,9483405.83,308136.15,,,
0.997816667,0.359515423,-9489746.16,-157274.796,-151067.361,359.52,9489746.16,308342.16,,,
0.998483333,0.359918502,-9496086.49,-157379.858,-151168.31,359.92,9496086.49,308548.17,,,
0.99915,0.360321993,-9502426.82,-157484.919,-151269.26,360.32,9502426.82,308754.18,,,
0.999575,0.360579527,-9506470.24,-157551.915,-151333.634,360.58,9506470.24,308885.55,,,
1,0.360837246,-9510513.93,-157618.915,-151398.012,360.84,9510513.93,309016.93,,,
