TIME, UX_2, FX_4, FY_5, FY_6,Displacement,Load,Reaction,,,
1.65E-02,3.96E-05,-8196.51796,-442.702068,-418.786682,0.04,861.49,8196.52,,,
1.72E-02,3.96E-05,-8528.02526,-460.57663,-435.754941,0.04,896.33,8528.03,,,
1.78E-02,3.97E-05,-8859.53255,-478.449429,-452.724964,0.04,931.17,8859.53,,,
1.85E-02,3.98E-05,-9191.03985,-496.320514,-469.6967,0.04,966.02,9191.04,,,
1.92E-02,4.00E-05,-9522.54715,-514.189935,-486.6701,0.04,1000.86,9522.55,,,
1.98E-02,4.02E-05,-9854.05445,-532.057738,-503.645118,0.04,1035.70,9854.05,,,
2.05E-02,4.04E-05,-10185.5617,-549.923969,-520.621708,0.04,1070.55,10185.56,,,
2.12E-02,4.08E-05,-10517.069,-567.788671,-537.599827,0.04,1105.39,10517.07,,,
2.18E-02,4.12E-05,-10848.5763,-585.651887,-554.579433,0.04,1140.23,10848.58,,,
2.25E-02,4.17E-05,-11180.0836,-603.513656,-571.560484,0.04,1175.07,11180.08,,,
2.32E-02,4.22E-05,-11511.5909,-621.374019,-588.542943,0.04,1209.92,11511.59,,,
2.38E-02,4.29E-05,-11843.0982,-639.233012,-605.52677,0.04,1244.76,11843.10,,,
2.45E-02,4.36E-05,-12174.6055,-657.090673,-622.511931,0.04,1279.60,12174.61,,,
2.52E-02,4.44E-05,-12506.1128,-674.947036,-639.498388,0.04,1314.45,12506.11,,,
2.58E-02,4.52E-05,-12837.6201,-692.802136,-656.486109,0.05,1349.29,12837.62,,,
2.65E-02,4.62E-05,-13169.1274,-710.656006,-673.475061,0.05,1384.13,13169.13,,,
2.72E-02,4.72E-05,-13500.6347,-728.508676,-690.465211,0.05,1418.97,13500.63,,,
2.78E-02,4.83E-05,-13832.142,-746.360179,-707.456529,0.05,1453.82,13832.14,,,
2.85E-02,4.95E-05,-14163.6493,-764.210544,-724.448986,0.05,1488.66,14163.65,,,
2.92E-02,5.07E-05,-14495.1566,-782.059799,-741.442552,0.05,1523.50,14495.16,,,
2.98E-02,5.21E-05,-14826.6639,-799.907972,-758.4372,0.05,1558.35,14826.66,,,
3.05E-02,5.35E-05,-15158.1712,-817.755091,-775.432902,0.05,1593.19,15158.17,,,
3.12E-02,5.50E-05,-15489.6785,-835.601181,-792.429633,0.06,1628.03,15489.68,,,
3.18E-02,5.66E-05,-15821.1858,-853.446268,-809.427368,0.06,1662.87,15821.19,,,
3.25E-02,5.82E-05,-16152.6931,-871.290375,-826.426081,0.06,1697.72,16152.69,,,
3.32E-02,6.00E-05,-16484.2004,-889.133527,-843.42575,0.06,1732.56,16484.20,,,
3.38E-02,6.18E-05,-16815.7077,-906.975747,-860.426351,0.06,1767.40,16815.71,,,
3.45E-02,6.37E-05,-17147.215,-924.817056,-877.427863,0.06,1802.24,17147.22,,,
3.52E-02,6.56E-05,-17478.7223,-942.657477,-894.430263,0.07,1837.09,17478.72,,,
3.58E-02,6.77E-05,-17810.2296,-960.49703,-911.433531,0.07,1871.93,17810.23,,,
3.65E-02,6.98E-05,-18141.7369,-978.335736,-928.437647,0.07,1906.77,18141.74,,,
3.72E-02,7.20E-05,-18473.2442,-996.173613,-945.442591,0.07,1941.62,18473.24,,,
3.78E-02,7.42E-05,-18804.7515,-1014.01068,-962.448343,0.07,1976.46,18804.75,,,
3.85E-02,7.65E-05,-19136.2588,-1031.84696,-979.454886,0.08,2011.30,19136.26,,,
3.92E-02,7.89E-05,-19467.7661,-1049.68247,-996.462201,0.08,2046.14,19467.77,,,
3.98E-02,8.14E-05,-19799.2734,-1067.51722,-1013.47027,0.08,2080.99,19799.27,,,
4.05E-02,8.39E-05,-20130.7807,-1085.35123,-1030.47908,0.08,2115.83,20130.78,,,
4.12E-02,8.65E-05,-20462.288,-1103.18452,-1047.48861,0.09,2150.67,20462.29,,,
4.18E-02,8.92E-05,-20793.7953,-1121.0171,-1064.49885,0.09,2185.52,20793.80,,,
4.25E-02,9.19E-05,-21125.3026,-1138.849,-1081.50977,0.09,2220.36,21125.30,,,
4.32E-02,9.47E-05,-21456.8099,-1156.68022,-1098.52137,0.09,2255.20,21456.81,,,
4.38E-02,9.76E-05,-21788.3172,-1174.51078,-1115.53364,0.10,2290.04,21788.32,,,
4.45E-02,1.00E-04,-22119.8245,-1192.34069,-1132.54655,0.10,2324.89,22119.82,,,
4.52E-02,1.03E-04,-22451.3318,-1210.16997,-1149.56009,0.10,2359.73,22451.33,,,
4.58E-02,1.06E-04,-22782.8391,-1227.99863,-1166.57425,0.11,2394.57,22782.84,,,
4.65E-02,1.10E-04,-23114.3464,-1245.82668,-1183.58901,0.11,2429.42,23114.35,,,
4.72E-02,1.13E-04,-23445.8537,-1263.65414,-1200.60437,0.11,2464.26,23445.85,,,
4.78E-02,1.16E-04,-23777.361,-1281.48102,-1217.62032,0.12,2499.10,23777.36,,,
4.85E-02,1.19E-04,-24108.8683,-1299.30734,-1234.63683,0.12,2533.94,24108.87,,,
4.92E-02,1.23E-04,-24440.3756,-1317.13309,-1251.65389,0.12,2568.79,24440.38,,,
4.98E-02,1.26E-04,-24771.8829,-1334.9583,-1268.67151,0.13,2603.63,24771.88,,,
5.05E-02,1.29E-04,-25103.3902,-1352.78297,-1285.68966,0.13,2638.47,25103.39,,,
5.12E-02,1.33E-04,-25434.8975,-1370.60712,-1302.70833,0.13,2673.32,25434.90,,,
5.18E-02,1.36E-04,-25766.4048,-1388.43075,-1319.72752,0.14,2708.16,25766.40,,,
5.25E-02,1.40E-04,-26097.9121,-1406.25388,-1336.74721,0.14,2743.00,26097.91,,,
5.32E-02,1.44E-04,-26429.4194,-1424.07652,-1353.76739,0.14,2777.84,26429.42,,,
5.38E-02,1.47E-04,-26760.9267,-1441.89867,-1370.78806,0.15,2812.69,26760.93,,,
5.45E-02,1.51E-04,-27092.434,-1459.72035,-1387.8092,0.15,2847.53,27092.43,,,
5.52E-02,1.55E-04,-27423.9413,-1477.54156,-1404.83081,0.15,2882.37,27423.94,,,
5.58E-02,1.59E-04,-27755.4486,-1495.36232,-1421.85287,0.16,2917.22,27755.45,,,
5.65E-02,1.63E-04,-28086.9559,-1513.18263,-1438.87538,0.16,2952.06,28086.96,,,
5.72E-02,1.67E-04,-28418.4632,-1531.0025,-1455.89833,0.17,2986.90,28418.46,,,
5.78E-02,1.71E-04,-28749.9705,-1548.82194,-1472.92171,0.17,3021.74,28749.97,,,
5.85E-02,1.75E-04,-29081.4778,-1566.64096,-1489.94552,0.17,3056.59,29081.48,,,
5.92E-02,1.79E-04,-29412.9851,-1584.45956,-1506.96974,0.18,3091.43,29412.99,,,
5.98E-02,1.83E-04,-29744.4924,-1602.27776,-1523.99436,0.18,3126.27,29744.49,,,
6.05E-02,1.87E-04,-30075.9997,-1620.09556,-1541.01938,0.19,3161.11,30076.00,,,
6.12E-02,1.91E-04,-30407.507,-1637.91296,-1558.0448,0.19,3195.96,30407.51,,,
6.18E-02,1.95E-04,-30739.0143,-1655.72998,-1575.0706,0.20,3230.80,30739.01,,,
6.25E-02,2.00E-04,-31070.5216,-1673.54662,-1592.09678,0.20,3265.64,31070.52,,,
6.32E-02,2.04E-04,-31402.0289,-1691.36289,-1609.12333,0.20,3300.49,31402.03,,,
6.38E-02,2.08E-04,-31733.5362,-1709.1788,-1626.15025,0.21,3335.33,31733.54,,,
6.45E-02,2.13E-04,-32065.0435,-1726.99435,-1643.17752,0.21,3370.17,32065.04,,,
6.52E-02,2.17E-04,-32396.5508,-1744.80954,-1660.20514,0.22,3405.01,32396.55,,,
6.58E-02,2.22E-04,-32728.058,-1762.6244,-1677.23311,0.22,3439.86,32728.06,,,
6.65E-02,2.26E-04,-33059.5653,-1780.43891,-1694.26142,0.23,3474.70,33059.57,,,
6.72E-02,2.31E-04,-33391.0726,-1798.25309,-1711.29007,0.23,3509.54,33391.07,,,
6.78E-02,2.35E-04,-33722.5799,-1816.06694,-1728.31904,0.24,3544.39,33722.58,,,
6.85E-02,2.40E-04,-34054.0872,-1833.88046,-1745.34833,0.24,3579.23,34054.09,,,
6.92E-02,2.45E-04,-34385.5945,-1851.69368,-1762.37794,0.24,3614.07,34385.59,,,
6.98E-02,2.49E-04,-34717.1018,-1869.50658,-1779.40786,0.25,3648.91,34717.10,,,
7.05E-02,2.54E-04,-35048.6091,-1887.31917,-1796.43809,0.25,3683.76,35048.61,,,
7.12E-02,2.59E-04,-35380.1164,-1905.13146,-1813.46861,0.26,3718.60,35380.12,,,
7.18E-02,2.64E-04,-35711.6237,-1922.94346,-1830.49944,0.26,3753.44,35711.62,,,
7.25E-02,2.68E-04,-36043.131,-1940.75517,-1847.53055,0.27,3788.29,36043.13,,,
7.32E-02,2.73E-04,-36374.6383,-1958.56659,-1864.56195,0.27,3823.13,36374.64,,,
7.38E-02,2.78E-04,-36706.1456,-1976.37773,-1881.59363,0.28,3857.97,36706.15,,,
7.45E-02,2.83E-04,-37037.6529,-1994.18859,-1898.62559,0.28,3892.81,37037.65,,,
7.52E-02,2.88E-04,-37369.1602,-2011.99918,-1915.65782,0.29,3927.66,37369.16,,,
7.58E-02,2.93E-04,-37700.6675,-2029.8095,-1932.69032,0.29,3962.50,37700.67,,,
7.65E-02,2.98E-04,-38032.1748,-2047.61956,-1949.72309,0.30,3997.34,38032.17,,,
7.72E-02,3.03E-04,-38363.6821,-2065.42936,-1966.75611,0.30,4032.19,38363.68,,,
7.78E-02,3.08E-04,-38695.1894,-2083.2389,-1983.78939,0.31,4067.03,38695.19,,,
7.85E-02,3.13E-04,-39026.6967,-2101.04819,-2000.82292,0.31,4101.87,39026.70,,,
7.92E-02,3.18E-04,-39358.204,-2118.85724,-2017.85669,0.32,4136.71,39358.20,,,
7.98E-02,3.23E-04,-39689.7113,-2136.66604,-2034.89071,0.32,4171.56,39689.71,,,
8.05E-02,3.29E-04,-40021.2186,-2154.4746,-2051.92497,0.33,4206.40,40021.22,,,
8.12E-02,3.34E-04,-40352.7259,-2172.28293,-2068.95947,0.33,4241.24,40352.73,,,
8.18E-02,3.39E-04,-40684.2332,-2190.09102,-2085.9942,0.34,4276.09,40684.23,,,
8.25E-02,3.44E-04,-41015.7405,-2207.89888,-2103.02915,0.34,4310.93,41015.74,,,
8.32E-02,3.50E-04,-41347.2478,-2225.70652,-2120.06434,0.35,4345.77,41347.25,,,
8.38E-02,3.55E-04,-41678.7551,-2243.51394,-2137.09974,0.35,4380.61,41678.76,,,
8.45E-02,3.60E-04,-42010.2624,-2261.32113,-2154.13537,0.36,4415.46,42010.26,,,
8.52E-02,3.66E-04,-42341.7697,-2279.12811,-2171.17121,0.37,4450.30,42341.77,,,
8.58E-02,3.71E-04,-42673.277,-2296.93488,-2188.20726,0.37,4485.14,42673.28,,,
8.65E-02,3.76E-04,-43004.7843,-2314.74144,-2205.24352,0.38,4519.98,43004.78,,,
8.72E-02,3.82E-04,-43336.2916,-2332.5478,-2222.27999,0.38,4554.83,43336.29,,,
8.78E-02,3.87E-04,-43667.7989,-2350.35395,-2239.31666,0.39,4589.67,43667.80,,,
8.85E-02,3.93E-04,-43999.3062,-2368.1599,-2256.35353,0.39,4624.51,43999.31,,,
8.92E-02,3.98E-04,-44330.8135,-2385.96565,-2273.3906,0.40,4659.36,44330.81,,,
8.98E-02,4.04E-04,-44662.3208,-2403.77121,-2290.42786,0.40,4694.20,44662.32,,,
9.05E-02,4.09E-04,-44993.8281,-2421.57658,-2307.46531,0.41,4729.04,44993.83,,,
9.12E-02,4.15E-04,-45325.3354,-2439.38175,-2324.50296,0.41,4763.88,45325.34,,,
9.18E-02,4.20E-04,-45656.8427,-2457.18675,-2341.54079,0.42,4798.73,45656.84,,,
9.25E-02,4.26E-04,-45988.35,-2474.99155,-2358.5788,0.43,4833.57,45988.35,,,
9.32E-02,4.32E-04,-46319.8573,-2492.79618,-2375.61699,0.43,4868.41,46319.86,,,
9.38E-02,4.37E-04,-46651.3646,-2510.60063,-2392.65537,0.44,4903.26,46651.36,,,
9.45E-02,4.43E-04,-46982.8719,-2528.4049,-2409.69392,0.44,4938.10,46982.87,,,
9.52E-02,4.49E-04,-47314.3792,-2546.209,-2426.73264,0.45,4972.94,47314.38,,,
9.58E-02,4.54E-04,-47645.8865,-2564.01292,-2443.77154,0.45,5007.78,47645.89,,,
9.65E-02,4.60E-04,-47977.3938,-2581.81668,-2460.8106,0.46,5042.63,47977.39,,,
9.72E-02,4.66E-04,-48308.9011,-2599.62027,-2477.84983,0.47,5077.47,48308.90,,,
9.78E-02,4.72E-04,-48640.4084,-2617.42369,-2494.88923,0.47,5112.31,48640.41,,,
9.85E-02,4.77E-04,-48971.9157,-2635.22696,-2511.92879,0.48,5147.16,48971.92,,,
9.92E-02,4.83E-04,-49303.423,-2653.03006,-2528.9685,0.48,5182.00,49303.42,,,
9.98E-02,4.89E-04,-49634.9303,-2670.833,-2546.00838,0.49,5216.84,49634.93,,,
0.100483333,4.95E-04,-49966.4376,-2688.63579,-2563.04841,0.49,5251.68,49966.44,,,
0.10115,5.01E-04,-50297.9449,-2706.43842,-2580.0886,0.50,5286.53,50297.94,,,
0.101816667,5.06E-04,-50629.4522,-2724.24091,-2597.12894,0.51,5321.37,50629.45,,,
0.102483333,5.12E-04,-50960.9595,-2742.04324,-2614.16943,0.51,5356.21,50960.96,,,
0.10315,5.18E-04,-51292.4668,-2759.84542,-2631.21007,0.52,5391.06,51292.47,,,
0.103816667,5.24E-04,-51623.9741,-2777.64746,-2648.25085,0.52,5425.90,51623.97,,,
0.104483333,5.30E-04,-51955.4814,-2795.44935,-2665.29178,0.53,5460.74,51955.48,,,
0.10515,5.36E-04,-52286.9887,-2813.2511,-2682.33285,0.54,5495.58,52286.99,,,
0.105816667,5.42E-04,-52618.496,-2831.05271,-2699.37406,0.54,5530.43,52618.50,,,
0.106483333,5.48E-04,-52950.0033,-2848.85418,-2716.41542,0.55,5565.27,52950.00,,,
0.10715,5.54E-04,-53281.5106,-2866.65551,-2733.4569,0.55,5600.11,53281.51,,,
0.107816667,5.60E-04,-53613.0179,-2884.45671,-2750.49853,0.56,5634.96,53613.02,,,
0.108483333,5.66E-04,-53944.5252,-2902.25777,-2767.54029,0.57,5669.80,53944.53,,,
0.10915,5.72E-04,-54276.0325,-2920.0587,-2784.58218,0.57,5704.64,54276.03,,,
0.109816667,5.78E-04,-54607.5398,-2937.8595,-2801.6242,0.58,5739.48,54607.54,,,
0.110483333,5.84E-04,-54939.0471,-2955.66017,-2818.66635,0.58,5774.33,54939.05,,,
0.11115,5.90E-04,-55270.5544,-2973.46071,-2835.70863,0.59,5809.17,55270.55,,,
0.111816667,5.96E-04,-55602.0616,-2991.26113,-2852.75104,0.60,5844.01,55602.06,,,
0.112483333,6.03E-04,-55933.5689,-3009.06142,-2869.79356,0.60,5878.85,55933.57,,,
0.11315,6.09E-04,-56265.0762,-3026.86159,-2886.83622,0.61,5913.70,56265.08,,,
0.113816667,6.15E-04,-56596.5835,-3044.66163,-2903.87899,0.61,5948.54,56596.58,,,
0.114483333,6.21E-04,-56928.0908,-3062.46156,-2920.92189,0.62,5983.38,56928.09,,,
0.11515,6.27E-04,-57259.5981,-3080.26137,-2937.9649,0.63,6018.23,57259.60,,,
0.115816667,6.33E-04,-57591.1054,-3098.06106,-2955.00803,0.63,6053.07,57591.11,,,
0.116483333,6.40E-04,-57922.6127,-3115.86063,-2972.05128,0.64,6087.91,57922.61,,,
0.11715,6.46E-04,-58254.12,-3133.66009,-2989.09464,0.65,6122.75,58254.12,,,
0.117816667,6.52E-04,-58585.6273,-3151.45943,-3006.13812,0.65,6157.60,58585.63,,,
0.118483333,6.58E-04,-58917.1346,-3169.25867,-3023.18171,0.66,6192.44,58917.13,,,
0.11915,6.65E-04,-59248.6419,-3187.05779,-3040.22541,0.66,6227.28,59248.64,,,
0.119816667,6.71E-04,-59580.1492,-3204.8568,-3057.26922,0.67,6262.13,59580.15,,,
0.120483333,6.77E-04,-59911.6565,-3222.6557,-3074.31313,0.68,6296.97,59911.66,,,
0.12115,6.83E-04,-60243.1638,-3240.4545,-3091.35716,0.68,6331.81,60243.16,,,
0.121816667,6.90E-04,-60574.6711,-3258.25319,-3108.40129,0.69,6366.65,60574.67,,,
0.122483333,6.96E-04,-60906.1784,-3276.05177,-3125.44553,0.70,6401.50,60906.18,,,
0.12315,7.02E-04,-61237.6857,-3293.85025,-3142.48987,0.70,6436.34,61237.69,,,
0.123816667,7.09E-04,-61569.193,-3311.64863,-3159.53431,0.71,6471.18,61569.19,,,
0.124483333,7.15E-04,-61900.7003,-3329.44691,-3176.57885,0.72,6506.03,61900.70,,,
0.12515,7.21E-04,-62232.2076,-3347.24508,-3193.6235,0.72,6540.87,62232.21,,,
0.125816667,7.28E-04,-62563.7149,-3365.04316,-3210.66824,0.73,6575.71,62563.71,,,
0.126483333,7.34E-04,-62895.2222,-3382.84114,-3227.71309,0.73,6610.55,62895.22,,,
0.12715,7.41E-04,-63226.7295,-3400.63902,-3244.75803,0.74,6645.40,63226.73,,,
0.127816667,7.47E-04,-63558.2368,-3418.4368,-3261.80306,0.75,6680.24,63558.24,,,
0.128483333,7.53E-04,-63889.7441,-3436.23449,-3278.8482,0.75,6715.08,63889.74,,,
0.12915,7.60E-04,-64221.2514,-3454.03209,-3295.89342,0.76,6749.93,64221.25,,,
0.129816667,7.66E-04,-64552.7587,-3471.82959,-3312.93874,0.77,6784.77,64552.76,,,
0.130483333,7.73E-04,-64884.266,-3489.627,-3329.98415,0.77,6819.61,64884.27,,,
0.13115,7.79E-04,-65215.7733,-3507.42432,-3347.02966,0.78,6854.45,65215.77,,,
0.131816667,7.86E-04,-65547.2806,-3525.22154,-3364.07525,0.79,6889.30,65547.28,,,
0.132483333,7.92E-04,-65878.7879,-3543.01868,-3381.12094,0.79,6924.14,65878.79,,,
0.13315,7.99E-04,-66210.2952,-3560.81573,-3398.16671,0.80,6958.98,66210.30,,,
0.133816667,8.05E-04,-66541.8025,-3578.61269,-3415.21257,0.81,6993.83,66541.80,,,
0.134483333,8.12E-04,-66873.3098,-3596.40956,-3432.25852,0.81,7028.67,66873.31,,,
0.13515,8.18E-04,-67204.8171,-3614.20635,-3449.30455,0.82,7063.51,67204.82,,,
0.135816667,8.25E-04,-67536.3244,-3632.00305,-3466.35067,0.82,7098.35,67536.32,,,
0.136483333,8.31E-04,-67867.8317,-3649.79967,-3483.39687,0.83,7133.20,67867.83,,,
0.13715,8.38E-04,-68199.339,-3667.5962,-3500.44316,0.84,7168.04,68199.34,,,
0.137816667,8.44E-04,-68530.8463,-3685.39265,-3517.48953,0.84,7202.88,68530.85,,,
0.138483333,8.51E-04,-68862.3536,-3703.18902,-3534.53598,0.85,7237.73,68862.35,,,
0.13915,8.58E-04,-69193.8609,-3720.98531,-3551.58251,0.86,7272.57,69193.86,,,
0.139816667,8.64E-04,-69525.3682,-3738.78152,-3568.62913,0.86,7307.41,69525.37,,,
0.140483333,8.71E-04,-69856.8755,-3756.57765,-3585.67582,0.87,7342.25,69856.88,,,
0.14115,8.77E-04,-70188.3828,-3774.3737,-3602.72259,0.88,7377.10,70188.38,,,
0.141816667,8.84E-04,-70519.8901,-3792.16967,-3619.76944,0.88,7411.94,70519.89,,,
0.142483333,8.91E-04,-70851.3974,-3809.96556,-3636.81637,0.89,7446.78,70851.40,,,
0.14315,8.97E-04,-71182.9047,-3827.76138,-3653.86337,0.90,7481.62,71182.90,,,
0.143816667,9.04E-04,-71514.412,-3845.55712,-3670.91045,0.90,7516.47,71514.41,,,
0.144483333,9.10E-04,-71845.9193,-3863.35279,-3687.95761,0.91,7551.31,71845.92,,,
0.14515,9.17E-04,-72177.4266,-3881.14838,-3705.00484,0.92,7586.15,72177.43,,,
0.145816667,9.24E-04,-72508.9339,-3898.9439,-3722.05214,0.92,7621.00,72508.93,,,
0.146483333,9.30E-04,-72840.4412,-3916.73934,-3739.09952,0.93,7655.84,72840.44,,,
0.14715,9.37E-04,-73171.9485,-3934.53471,-3756.14697,0.94,7690.68,73171.95,,,
0.147816667,9.44E-04,-73503.4558,-3952.33001,-3773.19449,0.94,7725.52,73503.46,,,
0.148483333,9.51E-04,-73834.9631,-3970.12524,-3790.24208,0.95,7760.37,73834.96,,,
0.14915,9.57E-04,-74166.4704,-3987.9204,-3807.28974,0.96,7795.21,74166.47,,,
0.149816667,9.64E-04,-74497.9777,-4005.71549,-3824.33748,0.96,7830.05,74497.98,,,
0.150483333,9.71E-04,-74829.485,-4023.5105,-3841.38528,0.97,7864.90,74829.49,,,
0.15115,9.77E-04,-75160.9923,-4041.30545,-3858.43315,0.98,7899.74,75160.99,,,
0.151816667,9.84E-04,-75492.4996,-4059.10034,-3875.48109,0.98,7934.58,75492.50,,,
0.152483333,9.91E-04,-75824.0069,-4076.89515,-3892.5291,0.99,7969.42,75824.01,,,
0.15315,9.98E-04,-76155.5142,-4094.6899,-3909.57717,1.00,8004.27,76155.51,,,
0.153816667,1.00E-03,-76487.0215,-4112.48458,-3926.62531,1.00,8039.11,76487.02,,,
0.154483333,1.01E-03,-76818.5288,-4130.27919,-3943.67352,1.01,8073.95,76818.53,,,
0.15515,1.02E-03,-77150.0361,-4148.07374,-3960.72179,1.02,8108.80,77150.04,,,
0.155816667,1.02E-03,-77481.5434,-4165.86822,-3977.77013,1.02,8143.64,77481.54,,,
0.156483333,1.03E-03,-77813.0507,-4183.66265,-3994.81853,1.03,8178.48,77813.05,,,
0.15715,1.04E-03,-78144.5579,-4201.457,-4011.86699,1.04,8213.32,78144.56,,,
0.157816667,1.05E-03,-78476.0652,-4219.2513,-4028.91552,1.05,8248.17,78476.07,,,
0.158483333,1.05E-03,-78807.5725,-4237.04553,-4045.96411,1.05,8283.01,78807.57,,,
0.15915,1.06E-03,-79139.0798,-4254.8397,-4063.01276,1.06,8317.85,79139.08,,,
0.159816667,1.07E-03,-79470.5871,-4272.6338,-4080.06148,1.07,8352.70,79470.59,,,
0.160483333,1.07E-03,-79802.0944,-4290.42785,-4097.11025,1.07,8387.54,79802.09,,,
0.16115,1.08E-03,-80133.6017,-4308.22183,-4114.15909,1.08,8422.38,80133.60,,,
0.161816667,1.09E-03,-80465.109,-4326.01576,-4131.20798,1.09,8457.22,80465.11,,,
0.162483333,1.09E-03,-80796.6163,-4343.80963,-4148.25694,1.09,8492.07,80796.62,,,
0.16315,1.10E-03,-81128.1236,-4361.60343,-4165.30595,1.10,8526.91,81128.12,,,
0.163816667,1.11E-03,-81459.6309,-4379.39718,-4182.35502,1.11,8561.75,81459.63,,,
0.164483333,1.11E-03,-81791.1382,-4397.19087,-4199.40415,1.11,8596.60,81791.14,,,
0.16515,1.12E-03,-82122.6455,-4414.9845,-4216.45334,1.12,8631.44,82122.65,,,
0.165816667,1.13E-03,-82454.1528,-4432.77808,-4233.50259,1.13,8666.28,82454.15,,,
0.166483333,1.13E-03,-82785.6601,-4450.5716,-4250.55189,1.13,8701.12,82785.66,,,
0.16715,1.14E-03,-83117.1674,-4468.36506,-4267.60125,1.14,8735.97,83117.17,,,
0.167816667,1.15E-03,-83448.6747,-4486.15847,-4284.65067,1.15,8770.81,83448.67,,,
0.168483333,1.15E-03,-83780.182,-4503.95182,-4301.70014,1.15,8805.65,83780.18,,,
0.16915,1.16E-03,-84111.6893,-4521.74511,-4318.74966,1.16,8840.49,84111.69,,,
0.169816667,1.17E-03,-84443.1966,-4539.53835,-4335.79924,1.17,8875.34,84443.20,,,
0.170483333,1.18E-03,-84774.7039,-4557.33154,-4352.84888,1.18,8910.18,84774.70,,,
0.17115,1.18E-03,-85106.2112,-4575.12467,-4369.89856,1.18,8945.02,85106.21,,,
0.171816667,1.19E-03,-85437.7185,-4592.91775,-4386.94831,1.19,8979.87,85437.72,,,
0.172483333,1.20E-03,-85769.2258,-4610.71078,-4403.9981,1.20,9014.71,85769.23,,,
0.17315,1.20E-03,-86100.7331,-4628.50375,-4421.04795,1.20,9049.55,86100.73,,,
0.173816667,1.21E-03,-86432.2404,-4646.29667,-4438.09785,1.21,9084.39,86432.24,,,
0.174483333,1.22E-03,-86763.7477,-4664.08954,-4455.1478,1.22,9119.24,86763.75,,,
0.17515,1.22E-03,-87095.255,-4681.88236,-4472.1978,1.22,9154.08,87095.26,,,
0.175816667,1.23E-03,-87426.7623,-4699.67513,-4489.24785,1.23,9188.92,87426.76,,,
0.176483333,1.24E-03,-87758.2696,-4717.46785,-4506.29796,1.24,9223.77,87758.27,,,
0.17715,1.25E-03,-88089.7769,-4735.26051,-4523.34811,1.25,9258.61,88089.78,,,
0.177816667,1.25E-03,-88421.2842,-4753.05313,-4540.39832,1.25,9293.45,88421.28,,,
0.178483333,1.26E-03,-88752.7915,-4770.8457,-4557.44857,1.26,9328.29,88752.79,,,
0.17915,1.27E-03,-89084.2988,-4788.63821,-4574.49888,1.27,9363.14,89084.30,,,
0.179816667,1.27E-03,-89415.8061,-4806.43068,-4591.54923,1.27,9397.98,89415.81,,,
0.180483333,1.28E-03,-89747.3134,-4824.2231,-4608.59963,1.28,9432.82,89747.31,,,
0.18115,1.29E-03,-90078.8207,-4842.01547,-4625.65008,1.29,9467.67,90078.82,,,
