TIME, UX_2, UY_3, FY_5, FY_6, FX_4,Displacement,Deflection,Load,Reaction,,,
0.668825,5.24E-02,8.87E-02,-444436.371,-426556.056,-2529545.67,52.41,88.71,870992.43,2529545.67,,,
0.669825,5.25E-02,8.87E-02,-445100.851,-427193.848,-2533327.75,52.52,88.72,872294.70,2533327.75,,,
0.670825,5.26E-02,8.87E-02,-445765.332,-427831.64,-2537109.82,52.63,88.74,873596.97,2537109.82,,,
0.671825,5.27E-02,8.87E-02,-446429.813,-428469.432,-2540891.9,52.74,88.75,874899.25,2540891.90,,,
0.672825,5.29E-02,8.88E-02,-447094.293,-429107.224,-2544673.97,52.85,88.76,876201.52,2544673.97,,,
0.673825,5.30E-02,8.88E-02,-447758.773,-429745.016,-2548456.04,52.96,88.77,877503.79,2548456.04,,,
0.674825,5.31E-02,8.88E-02,-448423.254,-430382.808,-2552238.12,53.07,88.78,878806.06,2552238.12,,,
0.675825,5.32E-02,8.88E-02,-449087.734,-431020.601,-2556020.19,53.18,88.79,880108.34,2556020.19,,,
0.676825,5.33E-02,8.88E-02,-449752.214,-431658.393,-2559802.27,53.29,88.80,881410.61,2559802.27,,,
0.677825,5.34E-02,8.88E-02,-450416.694,-432296.186,-2563584.34,53.40,88.81,882712.88,2563584.34,,,
0.678825,5.35E-02,8.88E-02,-451081.173,-432933.978,-2567366.41,53.51,88.82,884015.15,2567366.41,,,
0.679825,5.36E-02,8.88E-02,-451745.653,-433571.771,-2571148.49,53.62,88.84,885317.42,2571148.49,,,
0.680825,5.37E-02,8.88E-02,-452410.133,-434209.564,-2574930.56,53.73,88.85,886619.70,2574930.56,,,
0.681825,5.38E-02,8.89E-02,-453074.612,-434847.357,-2578712.64,53.84,88.86,887921.97,2578712.64,,,
0.682825,5.39E-02,8.89E-02,-453739.092,-435485.15,-2582494.71,53.95,88.87,889224.24,2582494.71,,,
0.683825,5.41E-02,8.89E-02,-454403.571,-436122.943,-2586276.78,54.06,88.88,890526.51,2586276.78,,,
0.684825,5.42E-02,8.89E-02,-455068.05,-436760.737,-2590058.86,54.17,88.89,891828.79,2590058.86,,,
0.685825,5.43E-02,8.89E-02,-455732.529,-437398.53,-2593840.93,54.28,88.90,893131.06,2593840.93,,,
0.686825,5.44E-02,8.89E-02,-456397.008,-438036.324,-2597623.01,54.39,88.91,894433.33,2597623.01,,,
0.687825,5.45E-02,8.89E-02,-457061.487,-438674.117,-2601405.08,54.50,88.92,895735.60,2601405.08,,,
0.688825,5.46E-02,8.89E-02,-457725.966,-439311.911,-2605187.15,54.61,88.93,897037.88,2605187.15,,,
0.689825,5.47E-02,8.89E-02,-458390.445,-439949.705,-2608969.23,54.72,88.95,898340.15,2608969.23,,,
0.690825,5.48E-02,8.90E-02,-459054.923,-440587.499,-2612751.3,54.83,88.96,899642.42,2612751.30,,,
0.691825,5.49E-02,8.90E-02,-459719.402,-441225.292,-2616533.38,54.94,88.97,900944.69,2616533.38,,,
0.692825,5.50E-02,8.90E-02,-460383.88,-441863.087,-2620315.45,55.05,88.98,902246.97,2620315.45,,,
0.693825,5.52E-02,8.90E-02,-461048.359,-442500.881,-2624097.52,55.16,88.99,903549.24,2624097.52,,,
0.694825,5.53E-02,8.90E-02,-461712.837,-443138.675,-2627879.6,55.27,89.00,904851.51,2627879.60,,,
0.695825,5.54E-02,8.90E-02,-462377.315,-443776.47,-2631661.67,55.38,89.01,906153.79,2631661.67,,,
0.696825,5.55E-02,8.90E-02,-463041.793,-444414.264,-2635443.75,55.49,89.02,907456.06,2635443.75,,,
0.697825,5.56E-02,8.90E-02,-463706.271,-445052.059,-2639225.82,55.60,89.03,908758.33,2639225.82,,,
0.698825,5.57E-02,8.90E-02,-464370.749,-445689.853,-2643007.89,55.71,89.04,910060.60,2643007.89,,,
0.699825,5.58E-02,8.91E-02,-465035.226,-446327.648,-2646789.97,55.82,89.06,911362.87,2646789.97,,,
0.700825,5.59E-02,8.91E-02,-465699.704,-446965.443,-2650572.04,55.93,89.07,912665.15,2650572.04,,,
0.701825,5.60E-02,8.91E-02,-466364.181,-447603.238,-2654354.12,56.04,89.08,913967.42,2654354.12,,,
0.702825,5.62E-02,8.91E-02,-467028.659,-448241.033,-2658136.19,56.15,89.09,915269.69,2658136.19,,,
0.703825,5.63E-02,8.91E-02,-467693.136,-448878.828,-2661918.26,56.26,89.10,916571.96,2661918.26,,,
0.704825,5.64E-02,8.91E-02,-468357.613,-449516.624,-2665700.34,56.37,89.11,917874.24,2665700.34,,,
0.705825,5.65E-02,8.91E-02,-469022.09,-450154.419,-2669482.41,56.48,89.12,919176.51,2669482.41,,,
0.706825,5.66E-02,8.91E-02,-469686.567,-450792.215,-2673264.49,56.60,89.13,920478.78,2673264.49,,,
0.707825,5.67E-02,8.91E-02,-470351.044,-451430.01,-2677046.56,56.71,89.14,921781.05,2677046.56,,,
0.708825,5.68E-02,8.92E-02,-471015.521,-452067.806,-2680828.63,56.82,89.15,923083.33,2680828.63,,,
0.709825,5.69E-02,8.92E-02,-471679.998,-452705.602,-2684610.71,56.93,89.17,924385.60,2684610.71,,,
0.710825,5.70E-02,8.92E-02,-472344.474,-453343.398,-2688392.78,57.04,89.18,925687.87,2688392.78,,,
0.711825,5.71E-02,8.92E-02,-473008.951,-453981.194,-2692174.85,57.15,89.19,926990.15,2692174.85,,,
0.712825,5.73E-02,8.92E-02,-473673.427,-454618.99,-2695956.93,57.26,89.20,928292.42,2695956.93,,,
0.713825,5.74E-02,8.92E-02,-474337.903,-455256.786,-2699739,57.37,89.21,929594.69,2699739.00,,,
0.714825,5.75E-02,8.92E-02,-475002.379,-455894.583,-2703521.08,57.48,89.22,930896.96,2703521.08,,,
0.715825,5.76E-02,8.92E-02,-475666.855,-456532.379,-2707303.15,57.59,89.23,932199.23,2707303.15,,,
0.716825,5.77E-02,8.92E-02,-476331.331,-457170.176,-2711085.22,57.70,89.24,933501.51,2711085.22,,,
0.717825,5.78E-02,8.93E-02,-476995.807,-457807.972,-2714867.3,57.82,89.25,934803.78,2714867.30,,,
0.718825,5.79E-02,8.93E-02,-477660.283,-458445.769,-2718649.37,57.93,89.27,936106.05,2718649.37,,,
0.719825,5.80E-02,8.93E-02,-478324.759,-459083.566,-2722431.45,58.04,89.28,937408.33,2722431.45,,,
0.720825,5.81E-02,8.93E-02,-478989.234,-459721.363,-2726213.52,58.15,89.29,938710.60,2726213.52,,,
0.721825,5.83E-02,8.93E-02,-479653.709,-460359.16,-2729995.59,58.26,89.30,940012.87,2729995.59,,,
0.722825,5.84E-02,8.93E-02,-480318.185,-460996.957,-2733777.67,58.37,89.31,941315.14,2733777.67,,,
0.723825,5.85E-02,8.93E-02,-480982.66,-461634.755,-2737559.74,58.48,89.32,942617.42,2737559.74,,,
0.724825,5.86E-02,8.93E-02,-481647.135,-462272.552,-2741341.82,58.59,89.33,943919.69,2741341.82,,,
0.725825,5.87E-02,8.93E-02,-482311.61,-462910.349,-2745123.89,58.71,89.34,945221.96,2745123.89,,,
0.726825,5.88E-02,8.94E-02,-482976.085,-463548.147,-2748905.96,58.82,89.35,946524.23,2748905.96,,,
0.727825,5.89E-02,8.94E-02,-483640.56,-464185.945,-2752688.04,58.93,89.36,947826.51,2752688.04,,,
0.728825,5.90E-02,8.94E-02,-484305.034,-464823.743,-2756470.11,59.04,89.38,949128.78,2756470.11,,,
0.729825,5.92E-02,8.94E-02,-484969.509,-465461.541,-2760252.19,59.15,89.39,950431.05,2760252.19,,,
0.730825,5.93E-02,8.94E-02,-485633.983,-466099.339,-2764034.26,59.26,89.40,951733.32,2764034.26,,,
0.731825,5.94E-02,8.94E-02,-486298.458,-466737.137,-2767816.33,59.38,89.41,953035.60,2767816.33,,,
0.732825,5.95E-02,8.94E-02,-486962.932,-467374.935,-2771598.41,59.49,89.42,954337.87,2771598.41,,,
0.733825,5.96E-02,8.94E-02,-487627.406,-468012.733,-2775380.48,59.60,89.43,955640.14,2775380.48,,,
0.734825,5.97E-02,8.94E-02,-488291.88,-468650.532,-2779162.56,59.71,89.44,956942.41,2779162.56,,,
0.735825,5.98E-02,8.95E-02,-488956.354,-469288.33,-2782944.63,59.82,89.45,958244.68,2782944.63,,,
0.736825,5.99E-02,8.95E-02,-489620.828,-469926.129,-2786726.7,59.93,89.46,959546.96,2786726.70,,,
0.737825,6.00E-02,8.95E-02,-490285.302,-470563.928,-2790508.78,60.05,89.47,960849.23,2790508.78,,,
0.738825,6.02E-02,8.95E-02,-490949.775,-471201.727,-2794290.85,60.16,89.49,962151.50,2794290.85,,,
0.739825,6.03E-02,8.95E-02,-491614.249,-471839.526,-2798072.93,60.27,89.50,963453.78,2798072.93,,,
0.740825,6.04E-02,8.95E-02,-492278.722,-472477.325,-2801855,60.38,89.51,964756.05,2801855.00,,,
0.741825,6.05E-02,8.95E-02,-492943.196,-473115.124,-2805637.07,60.49,89.52,966058.32,2805637.07,,,
0.742825,6.06E-02,8.95E-02,-493607.669,-473752.923,-2809419.15,60.61,89.53,967360.59,2809419.15,,,
0.743825,6.07E-02,8.95E-02,-494272.142,-474390.722,-2813201.22,60.72,89.54,968662.86,2813201.22,,,
0.744825,6.08E-02,8.96E-02,-494936.615,-475028.522,-2816983.3,60.83,89.55,969965.14,2816983.30,,,
0.745825,6.09E-02,8.96E-02,-495601.088,-475666.322,-2820765.37,60.94,89.56,971267.41,2820765.37,,,
0.746825,6.11E-02,8.96E-02,-496265.561,-476304.121,-2824547.44,61.05,89.57,972569.68,2824547.44,,,
0.747825,6.12E-02,8.96E-02,-496930.033,-476941.921,-2828329.52,61.17,89.59,973871.95,2828329.52,,,
0.748825,6.13E-02,8.96E-02,-497594.506,-477579.721,-2832111.59,61.28,89.60,975174.23,2832111.59,,,
0.749825,6.14E-02,8.96E-02,-498258.978,-478217.521,-2835893.66,61.39,89.61,976476.50,2835893.66,,,
0.750825,6.15E-02,8.96E-02,-498923.451,-478855.321,-2839675.74,61.50,89.62,977778.77,2839675.74,,,
0.751825,6.16E-02,8.96E-02,-499587.923,-479493.122,-2843457.81,61.62,89.63,979081.05,2843457.81,,,
0.752825,6.17E-02,8.96E-02,-500252.395,-480130.922,-2847239.89,61.73,89.64,980383.32,2847239.89,,,
0.753825,6.18E-02,8.97E-02,-500916.867,-480768.722,-2851021.96,61.84,89.65,981685.59,2851021.96,,,
0.754825,6.20E-02,8.97E-02,-501581.339,-481406.523,-2854804.03,61.95,89.66,982987.86,2854804.03,,,
0.755825,6.21E-02,8.97E-02,-502245.811,-482044.324,-2858586.11,62.07,89.67,984290.14,2858586.11,,,
0.756825,6.22E-02,8.97E-02,-502910.283,-482682.124,-2862368.18,62.18,89.68,985592.41,2862368.18,,,
0.757825,6.23E-02,8.97E-02,-503574.754,-483319.925,-2866150.26,62.29,89.70,986894.68,2866150.26,,,
0.758825,6.24E-02,8.97E-02,-504239.226,-483957.726,-2869932.33,62.40,89.71,988196.95,2869932.33,,,
0.759825,6.25E-02,8.97E-02,-504903.697,-484595.527,-2873714.4,62.52,89.72,989499.22,2873714.40,,,
0.760825,6.26E-02,8.97E-02,-505568.168,-485233.329,-2877496.48,62.63,89.73,990801.50,2877496.48,,,
0.761825,6.27E-02,8.97E-02,-506232.64,-485871.13,-2881278.55,62.74,89.74,992103.77,2881278.55,,,
0.762825,6.29E-02,8.98E-02,-506897.111,-486508.931,-2885060.63,62.85,89.75,993406.04,2885060.63,,,
0.763825,6.30E-02,8.98E-02,-507561.582,-487146.733,-2888842.7,62.97,89.76,994708.32,2888842.70,,,
0.764825,6.31E-02,8.98E-02,-508226.052,-487784.535,-2892624.77,63.08,89.77,996010.59,2892624.77,,,
0.765825,6.32E-02,8.98E-02,-508890.523,-488422.336,-2896406.85,63.19,89.78,997312.86,2896406.85,,,
0.766825,6.33E-02,8.98E-02,-509554.994,-489060.138,-2900188.92,63.31,89.80,998615.13,2900188.92,,,
0.767825,6.34E-02,8.98E-02,-510219.464,-489697.94,-2903971,63.42,89.81,999917.40,2903971.00,,,
0.768825,6.35E-02,8.98E-02,-510883.935,-490335.742,-2907753.07,63.53,89.82,1001219.68,2907753.07,,,
0.769825,6.36E-02,8.98E-02,-511548.405,-490973.544,-2911535.14,63.65,89.83,1002521.95,2911535.14,,,
0.770825,6.38E-02,8.98E-02,-512212.875,-491611.347,-2915317.22,63.76,89.84,1003824.22,2915317.22,,,
0.771825,6.39E-02,8.99E-02,-512877.345,-492249.149,-2919099.29,63.87,89.85,1005126.49,2919099.29,,,
0.772825,6.40E-02,8.99E-02,-513541.815,-492886.952,-2922881.37,63.98,89.86,1006428.77,2922881.37,,,
0.773825,6.41E-02,8.99E-02,-514206.285,-493524.754,-2926663.44,64.10,89.87,1007731.04,2926663.44,,,
0.774825,6.42E-02,8.99E-02,-514870.755,-494162.557,-2930445.51,64.21,89.88,1009033.31,2930445.51,,,
0.775825,6.43E-02,8.99E-02,-515535.224,-494800.36,-2934227.59,64.32,89.89,1010335.58,2934227.59,,,
0.776825,6.44E-02,8.99E-02,-516199.694,-495438.163,-2938009.66,64.44,89.91,1011637.86,2938009.66,,,
0.777825,6.46E-02,8.99E-02,-516864.163,-496075.966,-2941791.74,64.55,89.92,1012940.13,2941791.74,,,
0.778825,6.47E-02,8.99E-02,-517528.633,-496713.769,-2945573.81,64.66,89.93,1014242.40,2945573.81,,,
0.779825,6.48E-02,8.99E-02,-518193.102,-497351.572,-2949355.88,64.78,89.94,1015544.67,2949355.88,,,
0.780825,6.49E-02,8.99E-02,-518857.571,-497989.376,-2953137.96,64.89,89.95,1016846.95,2953137.96,,,
0.781825,6.50E-02,9.00E-02,-519522.04,-498627.179,-2956920.03,65.00,89.96,1018149.22,2956920.03,,,
0.782825,6.51E-02,9.00E-02,-520186.509,-499264.983,-2960702.1,65.12,89.97,1019451.49,2960702.10,,,
0.783825,6.52E-02,9.00E-02,-520850.978,-499902.787,-2964484.18,65.23,89.98,1020753.77,2964484.18,,,
0.784825,6.53E-02,9.00E-02,-521515.446,-500540.59,-2968266.25,65.35,89.99,1022056.04,2968266.25,,,
0.785825,6.55E-02,9.00E-02,-522179.915,-501178.394,-2972048.33,65.46,90.01,1023358.31,2972048.33,,,
0.786825,6.56E-02,9.00E-02,-522844.383,-501816.198,-2975830.4,65.57,90.02,1024660.58,2975830.40,,,
0.787825,6.57E-02,9.00E-02,-523508.852,-502454.003,-2979612.47,65.69,90.03,1025962.86,2979612.47,,,
0.788825,6.58E-02,9.00E-02,-524173.32,-503091.807,-2983394.55,65.80,90.04,1027265.13,2983394.55,,,
0.789825,6.59E-02,9.00E-02,-524837.788,-503729.611,-2987176.62,65.91,90.05,1028567.40,2987176.62,,,
0.790825,6.60E-02,9.01E-02,-525502.256,-504367.416,-2990958.7,66.03,90.06,1029869.67,2990958.70,,,
0.791825,6.61E-02,9.01E-02,-526166.724,-505005.22,-2994740.77,66.14,90.07,1031171.94,2994740.77,,,
0.792825,6.63E-02,9.01E-02,-526831.192,-505643.025,-2998522.84,66.26,90.08,1032474.22,2998522.84,,,
0.793825,6.64E-02,9.01E-02,-527495.659,-506280.83,-3002304.92,66.37,90.09,1033776.49,3002304.92,,,
0.794825,6.65E-02,9.01E-02,-528160.127,-506918.635,-3006086.99,66.48,90.10,1035078.76,3006086.99,,,
0.795825,6.66E-02,9.01E-02,-528824.594,-507556.44,-3009869.07,66.60,90.12,1036381.03,3009869.07,,,
0.796825,6.67E-02,9.01E-02,-529489.062,-508194.245,-3013651.14,66.71,90.13,1037683.31,3013651.14,,,
0.797825,6.68E-02,9.01E-02,-530153.529,-508832.05,-3017433.21,66.83,90.14,1038985.58,3017433.21,,,
0.798825,6.69E-02,9.01E-02,-530817.996,-509469.856,-3021215.29,66.94,90.15,1040287.85,3021215.29,,,
0.799825,6.71E-02,9.02E-02,-531482.463,-510107.661,-3024997.36,67.05,90.16,1041590.12,3024997.36,,,
0.800825,6.72E-02,9.02E-02,-532146.93,-510745.467,-3028779.44,67.17,90.17,1042892.40,3028779.44,,,
0.801825,6.73E-02,9.02E-02,-532811.397,-511383.272,-3032561.51,67.28,90.18,1044194.67,3032561.51,,,
0.802825,6.74E-02,9.02E-02,-533475.863,-512021.078,-3036343.58,67.40,90.19,1045496.94,3036343.58,,,
0.803825,6.75E-02,9.02E-02,-534140.33,-512658.884,-3040125.66,67.51,90.20,1046799.21,3040125.66,,,
0.804825,6.76E-02,9.02E-02,-534804.796,-513296.69,-3043907.73,67.63,90.22,1048101.49,3043907.73,,,
0.805825,6.77E-02,9.02E-02,-535469.263,-513934.496,-3047689.81,67.74,90.23,1049403.76,3047689.81,,,
0.806825,6.79E-02,9.02E-02,-536133.729,-514572.303,-3051471.88,67.86,90.24,1050706.03,3051471.88,,,
0.807825,6.80E-02,9.02E-02,-536798.195,-515210.109,-3055253.95,67.97,90.25,1052008.30,3055253.95,,,
0.808825,6.81E-02,9.03E-02,-537462.661,-515847.916,-3059036.03,68.08,90.26,1053310.58,3059036.03,,,
0.809825,6.82E-02,9.03E-02,-538127.127,-516485.722,-3062818.1,68.20,90.27,1054612.85,3062818.10,,,
0.810825,6.83E-02,9.03E-02,-538791.593,-517123.529,-3066600.17,68.31,90.28,1055915.12,3066600.17,,,
0.811825,6.84E-02,9.03E-02,-539456.058,-517761.336,-3070382.25,68.43,90.29,1057217.39,3070382.25,,,
0.812825,6.85E-02,9.03E-02,-540120.524,-518399.143,-3074164.32,68.54,90.30,1058519.67,3074164.32,,,
0.813825,6.87E-02,9.03E-02,-540784.989,-519036.95,-3077946.4,68.66,90.32,1059821.94,3077946.40,,,
0.814825,6.88E-02,9.03E-02,-541449.455,-519674.757,-3081728.47,68.77,90.33,1061124.21,3081728.47,,,
0.815825,6.89E-02,9.03E-02,-542113.92,-520312.564,-3085510.54,68.89,90.34,1062426.48,3085510.54,,,
0.816825,6.90E-02,9.03E-02,-542778.385,-520950.371,-3089292.62,69.00,90.35,1063728.76,3089292.62,,,
0.817825,6.91E-02,9.04E-02,-543442.85,-521588.179,-3093074.69,69.12,90.36,1065031.03,3093074.69,,,
0.818825,6.92E-02,9.04E-02,-544107.315,-522225.987,-3096856.77,69.23,90.37,1066333.30,3096856.77,,,
0.819825,6.93E-02,9.04E-02,-544771.78,-522863.794,-3100638.84,69.35,90.38,1067635.57,3100638.84,,,
0.820825,6.95E-02,9.04E-02,-545436.244,-523501.602,-3104420.91,69.46,90.39,1068937.85,3104420.91,,,
0.821825,6.96E-02,9.04E-02,-546100.709,-524139.41,-3108202.99,69.58,90.40,1070240.12,3108202.99,,,
0.822825,6.97E-02,9.04E-02,-546765.173,-524777.218,-3111985.06,69.69,90.42,1071542.39,3111985.06,,,
0.823825,6.98E-02,9.04E-02,-547429.638,-525415.026,-3115767.14,69.81,90.43,1072844.66,3115767.14,,,
0.824825,6.99E-02,9.04E-02,-548094.102,-526052.835,-3119549.21,69.92,90.44,1074146.94,3119549.21,,,
0.825825,7.00E-02,9.04E-02,-548758.566,-526690.643,-3123331.28,70.04,90.45,1075449.21,3123331.28,,,
0.826825,7.02E-02,9.05E-02,-549423.03,-527328.452,-3127113.36,70.15,90.46,1076751.48,3127113.36,,,
0.827825,7.03E-02,9.05E-02,-550087.494,-527966.26,-3130895.43,70.27,90.47,1078053.75,3130895.43,,,
0.828825,7.04E-02,9.05E-02,-550751.957,-528604.069,-3134677.51,70.38,90.48,1079356.03,3134677.51,,,
0.829825,7.05E-02,9.05E-02,-551416.421,-529241.878,-3138459.58,70.50,90.49,1080658.30,3138459.58,,,
0.830825,7.06E-02,9.05E-02,-552080.884,-529879.687,-3142241.65,70.61,90.50,1081960.57,3142241.65,,,
0.831825,7.07E-02,9.05E-02,-552745.348,-530517.496,-3146023.73,70.73,90.52,1083262.84,3146023.73,,,
0.832825,7.08E-02,9.05E-02,-553409.811,-531155.305,-3149805.8,70.85,90.53,1084565.12,3149805.80,,,
0.833825,7.10E-02,9.05E-02,-554074.274,-531793.115,-3153587.87,70.96,90.54,1085867.39,3153587.87,,,
0.834825,7.11E-02,9.05E-02,-554738.737,-532430.924,-3157369.95,71.08,90.55,1087169.66,3157369.95,,,
0.835825,7.12E-02,9.06E-02,-555403.2,-533068.734,-3161152.02,71.19,90.56,1088471.93,3161152.02,,,
0.836825,7.13E-02,9.06E-02,-556067.663,-533706.543,-3164934.1,71.31,90.57,1089774.21,3164934.10,,,
0.837825,7.14E-02,9.06E-02,-556732.126,-534344.353,-3168716.17,71.42,90.58,1091076.48,3168716.17,,,
0.838825,7.15E-02,9.06E-02,-557396.588,-534982.163,-3172498.24,71.54,90.59,1092378.75,3172498.24,,,
0.839825,7.17E-02,9.06E-02,-558061.051,-535619.973,-3176280.32,71.65,90.60,1093681.02,3176280.32,,,
0.840825,7.18E-02,9.06E-02,-558725.513,-536257.783,-3180062.39,71.77,90.62,1094983.30,3180062.39,,,
0.841825,7.19E-02,9.06E-02,-559389.975,-536895.593,-3183844.47,71.89,90.63,1096285.57,3183844.47,,,
0.842825,7.20E-02,9.06E-02,-560054.438,-537533.404,-3187626.54,72.00,90.64,1097587.84,3187626.54,,,
0.843825,7.21E-02,9.06E-02,-560718.9,-538171.214,-3191408.61,72.12,90.65,1098890.11,3191408.61,,,
0.844825,7.22E-02,9.07E-02,-561383.362,-538809.025,-3195190.69,72.23,90.66,1100192.39,3195190.69,,,
0.845825,7.24E-02,9.07E-02,-562047.823,-539446.835,-3198972.76,72.35,90.67,1101494.66,3198972.76,,,
0.846825,7.25E-02,9.07E-02,-562712.285,-540084.646,-3202754.84,72.47,90.68,1102796.93,3202754.84,,,
0.847825,7.26E-02,9.07E-02,-563376.747,-540722.457,-3206536.91,72.58,90.69,1104099.20,3206536.91,,,
0.848825,7.27E-02,9.07E-02,-564041.208,-541360.268,-3210318.98,72.70,90.70,1105401.48,3210318.98,,,
0.849825,7.28E-02,9.07E-02,-564705.669,-541998.079,-3214101.06,72.81,90.72,1106703.75,3214101.06,,,
0.850825,7.29E-02,9.07E-02,-565370.13,-542635.891,-3217883.13,72.93,90.73,1108006.02,3217883.13,,,
0.851825,7.30E-02,9.07E-02,-566034.592,-543273.702,-3221665.21,73.05,90.74,1109308.29,3221665.21,,,
0.852825,7.32E-02,9.07E-02,-566699.053,-543911.514,-3225447.28,73.16,90.75,1110610.57,3225447.28,,,
0.853825,7.33E-02,9.08E-02,-567363.513,-544549.325,-3229229.35,73.28,90.76,1111912.84,3229229.35,,,
0.854825,7.34E-02,9.08E-02,-568027.974,-545187.137,-3233011.43,73.40,90.77,1113215.11,3233011.43,,,
0.855825,7.35E-02,9.08E-02,-568692.435,-545824.949,-3236793.5,73.51,90.78,1114517.38,3236793.50,,,
0.856825,7.36E-02,9.08E-02,-569356.895,-546462.761,-3240575.57,73.63,90.79,1115819.66,3240575.57,,,
0.857825,7.37E-02,9.08E-02,-570021.356,-547100.573,-3244357.65,73.75,90.81,1117121.93,3244357.65,,,
0.858825,7.39E-02,9.08E-02,-570685.816,-547738.385,-3248139.72,73.86,90.82,1118424.20,3248139.72,,,
0.859825,7.40E-02,9.08E-02,-571350.276,-548376.197,-3251921.8,73.98,90.83,1119726.47,3251921.80,,,
0.860825,7.41E-02,9.08E-02,-572014.736,-549014.01,-3255703.87,74.09,90.84,1121028.75,3255703.87,,,
0.861825,7.42E-02,9.08E-02,-572679.196,-549651.822,-3259485.94,74.21,90.85,1122331.02,3259485.94,,,
0.862825,7.43E-02,9.09E-02,-573343.656,-550289.635,-3263268.02,74.33,90.86,1123633.29,3263268.02,,,
0.863825,7.44E-02,9.09E-02,-574008.116,-550927.448,-3267050.09,74.44,90.87,1124935.56,3267050.09,,,
0.864825,7.46E-02,9.09E-02,-574672.575,-551565.261,-3270832.17,74.56,90.88,1126237.84,3270832.17,,,
0.865825,7.47E-02,9.09E-02,-575337.035,-552203.074,-3274614.24,74.68,90.89,1127540.11,3274614.24,,,
0.866825,7.48E-02,9.09E-02,-576001.494,-552840.887,-3278396.31,74.80,90.91,1128842.38,3278396.31,,,
0.867825,7.49E-02,9.09E-02,-576665.953,-553478.7,-3282178.39,74.91,90.92,1130144.65,3282178.39,,,
0.868825,7.50E-02,9.09E-02,-577330.412,-554116.514,-3285960.46,75.03,90.93,1131446.93,3285960.46,,,
0.869825,7.51E-02,9.09E-02,-577994.871,-554754.327,-3289742.54,75.15,90.94,1132749.20,3289742.54,,,
0.870825,7.53E-02,9.10E-02,-578659.33,-555392.141,-3293524.61,75.26,90.95,1134051.47,3293524.61,,,
0.871825,7.54E-02,9.10E-02,-579323.789,-556029.954,-3297306.68,75.38,90.96,1135353.74,3297306.68,,,
0.872825,7.55E-02,9.10E-02,-579988.247,-556667.768,-3301088.76,75.50,90.97,1136656.02,3301088.76,,,
0.873825,7.56E-02,9.10E-02,-580652.706,-557305.582,-3304870.83,75.61,90.98,1137958.29,3304870.83,,,
0.874825,7.57E-02,9.10E-02,-581317.164,-557943.396,-3308652.9,75.73,91.00,1139260.56,3308652.90,,,
0.875825,7.58E-02,9.10E-02,-581981.623,-558581.211,-3312434.98,75.85,91.01,1140562.83,3312434.98,,,
0.876825,7.60E-02,9.10E-02,-582646.081,-559219.025,-3316217.05,75.97,91.02,1141865.11,3316217.05,,,
0.877825,7.61E-02,9.10E-02,-583310.539,-559856.839,-3319999.13,76.08,91.03,1143167.38,3319999.13,,,
0.878825,7.62E-02,9.10E-02,-583974.997,-560494.654,-3323781.2,76.20,91.04,1144469.65,3323781.20,,,
0.879825,7.63E-02,9.11E-02,-584639.454,-561132.469,-3327563.27,76.32,91.05,1145771.92,3327563.27,,,
0.880825,7.64E-02,9.11E-02,-585303.912,-561770.283,-3331345.35,76.44,91.06,1147074.20,3331345.35,,,
0.881825,7.66E-02,9.11E-02,-585968.37,-562408.098,-3335127.42,76.55,91.07,1148376.47,3335127.42,,,
0.882825,7.67E-02,9.11E-02,-586632.827,-563045.913,-3338909.5,76.67,91.08,1149678.74,3338909.50,,,
0.883825,7.68E-02,9.11E-02,-587297.284,-563683.729,-3342691.57,76.79,91.10,1150981.01,3342691.57,,,
0.884825,7.69E-02,9.11E-02,-587961.742,-564321.544,-3346473.64,76.91,91.11,1152283.29,3346473.64,,,
0.885825,7.70E-02,9.11E-02,-588626.199,-564959.359,-3350255.72,77.02,91.12,1153585.56,3350255.72,,,
0.886825,7.71E-02,9.11E-02,-589290.656,-565597.175,-3354037.79,77.14,91.13,1154887.83,3354037.79,,,
0.887825,7.73E-02,9.11E-02,-589955.113,-566234.99,-3357819.87,77.26,91.14,1156190.10,3357819.87,,,
0.888825,7.74E-02,9.12E-02,-590619.569,-566872.806,-3361601.94,77.38,91.15,1157492.38,3361601.94,,,
0.889825,7.75E-02,9.12E-02,-591284.026,-567510.622,-3365384.01,77.49,91.16,1158794.65,3365384.01,,,
0.890825,7.76E-02,9.12E-02,-591948.482,-568148.438,-3369166.09,77.61,91.17,1160096.92,3369166.09,,,
0.891825,7.77E-02,9.12E-02,-592612.939,-568786.254,-3372948.16,77.73,91.19,1161399.19,3372948.16,,,
0.892825,7.78E-02,9.12E-02,-593277.395,-569424.07,-3376730.24,77.85,91.20,1162701.47,3376730.24,,,
0.893825,7.80E-02,9.12E-02,-593941.851,-570061.887,-3380512.31,77.96,91.21,1164003.74,3380512.31,,,
0.894825,7.81E-02,9.12E-02,-594606.307,-570699.703,-3384294.38,78.08,91.22,1165306.01,3384294.38,,,
0.895825,7.82E-02,9.12E-02,-595270.763,-571337.52,-3388076.46,78.20,91.23,1166608.28,3388076.46,,,
0.896825,7.83E-02,9.12E-02,-595935.219,-571975.337,-3391858.53,78.32,91.24,1167910.56,3391858.53,,,
0.897825,7.84E-02,9.13E-02,-596599.674,-572613.153,-3395640.6,78.44,91.25,1169212.83,3395640.60,,,
