TIME, UX_2, UY_3, FY_5, FY_6, FX_4,Displacement,Deflection,Load,Reaction,,,
0.898825,7.86E-02,9.13E-02,-597264.13,-573250.97,-3399422.68,78.56,91.26,1170515.10,3399422.68,,,
0.899825,7.87E-02,9.13E-02,-597928.585,-573888.787,-3403204.75,78.67,91.28,1171817.37,3403204.75,,,
0.900825,7.88E-02,9.13E-02,-598593.041,-574526.605,-3406986.83,78.79,91.29,1173119.65,3406986.83,,,
0.901825,7.89E-02,9.13E-02,-599257.496,-575164.422,-3410768.9,78.91,91.30,1174421.92,3410768.90,,,
0.902825,7.90E-02,9.13E-02,-599921.951,-575802.239,-3414550.97,79.03,91.31,1175724.19,3414550.97,,,
0.903825,7.91E-02,9.13E-02,-600586.406,-576440.057,-3418333.05,79.15,91.32,1177026.46,3418333.05,,,
0.904825,7.93E-02,9.13E-02,-601250.86,-577077.875,-3422115.12,79.26,91.33,1178328.74,3422115.12,,,
0.905825,7.94E-02,9.13E-02,-601915.315,-577715.692,-3425897.2,79.38,91.34,1179631.01,3425897.20,,,
0.906825,7.95E-02,9.14E-02,-602579.77,-578353.51,-3429679.27,79.50,91.35,1180933.28,3429679.27,,,
0.907825,7.96E-02,9.14E-02,-603244.224,-578991.328,-3433461.34,79.62,91.37,1182235.55,3433461.34,,,
0.908825,7.97E-02,9.14E-02,-603908.678,-579629.147,-3437243.42,79.74,91.38,1183537.83,3437243.42,,,
0.909825,7.99E-02,9.14E-02,-604573.133,-580266.965,-3441025.49,79.86,91.39,1184840.10,3441025.49,,,
0.910825,8.00E-02,9.14E-02,-605237.587,-580904.783,-3444807.56,79.98,91.40,1186142.37,3444807.56,,,
0.911825,8.01E-02,9.14E-02,-605902.041,-581542.602,-3448589.64,80.09,91.41,1187444.64,3448589.64,,,
0.912825,8.02E-02,9.14E-02,-606566.494,-582180.42,-3452371.71,80.21,91.42,1188746.91,3452371.71,,,
0.913825,8.03E-02,9.14E-02,-607230.948,-582818.239,-3456153.79,80.33,91.43,1190049.19,3456153.79,,,
0.914825,8.05E-02,9.14E-02,-607895.402,-583456.058,-3459935.86,80.45,91.44,1191351.46,3459935.86,,,
0.915825,8.06E-02,9.15E-02,-608559.855,-584093.877,-3463717.93,80.57,91.46,1192653.73,3463717.93,,,
0.916825,8.07E-02,9.15E-02,-609224.309,-584731.696,-3467500.01,80.69,91.47,1193956.01,3467500.01,,,
0.917825,8.08E-02,9.15E-02,-609888.762,-585369.516,-3471282.08,80.81,91.48,1195258.28,3471282.08,,,
0.918825,8.09E-02,9.15E-02,-610553.215,-586007.335,-3475064.16,80.93,91.49,1196560.55,3475064.16,,,
0.919825,8.10E-02,9.15E-02,-611217.668,-586645.154,-3478846.23,81.05,91.50,1197862.82,3478846.23,,,
0.920825,8.12E-02,9.15E-02,-611882.121,-587282.974,-3482628.3,81.16,91.51,1199165.10,3482628.30,,,
0.921825,8.13E-02,9.15E-02,-612546.573,-587920.794,-3486410.38,81.28,91.52,1200467.37,3486410.38,,,
0.922825,8.14E-02,9.15E-02,-613211.026,-588558.614,-3490192.45,81.40,91.53,1201769.64,3490192.45,,,
0.923825,8.15E-02,9.15E-02,-613875.478,-589196.434,-3493974.53,81.52,91.55,1203071.91,3493974.53,,,
0.924825,8.16E-02,9.16E-02,-614539.931,-589834.254,-3497756.6,81.64,91.56,1204374.19,3497756.60,,,
0.925825,8.18E-02,9.16E-02,-615204.383,-590472.074,-3501538.67,81.76,91.57,1205676.46,3501538.67,,,
0.926825,8.19E-02,9.16E-02,-615868.835,-591109.894,-3505320.75,81.88,91.58,1206978.73,3505320.75,,,
0.927825,8.20E-02,9.16E-02,-616533.287,-591747.715,-3509102.82,82.00,91.59,1208281.00,3509102.82,,,
0.928825,8.21E-02,9.16E-02,-617197.739,-592385.536,-3512884.89,82.12,91.60,1209583.28,3512884.89,,,
0.929825,8.22E-02,9.16E-02,-617862.191,-593023.356,-3516666.97,82.24,91.61,1210885.55,3516666.97,,,
0.930825,8.24E-02,9.16E-02,-618526.642,-593661.177,-3520449.04,82.36,91.62,1212187.82,3520449.04,,,
0.931825,8.25E-02,9.16E-02,-619191.094,-594298.998,-3524231.12,82.48,91.64,1213490.09,3524231.12,,,
0.932825,8.26E-02,9.16E-02,-619855.545,-594936.819,-3528013.19,82.60,91.65,1214792.36,3528013.19,,,
0.933825,8.27E-02,9.17E-02,-620519.996,-595574.641,-3531795.26,82.72,91.66,1216094.64,3531795.26,,,
0.934825,8.28E-02,9.17E-02,-621184.447,-596212.462,-3535577.34,82.83,91.67,1217396.91,3535577.34,,,
0.935825,8.30E-02,9.17E-02,-621848.898,-596850.283,-3539359.41,82.95,91.68,1218699.18,3539359.41,,,
0.936825,8.31E-02,9.17E-02,-622513.349,-597488.105,-3543141.49,83.07,91.69,1220001.45,3543141.49,,,
0.937825,8.32E-02,9.17E-02,-623177.8,-598125.927,-3546923.56,83.19,91.70,1221303.73,3546923.56,,,
0.938825,8.33E-02,9.17E-02,-623842.251,-598763.749,-3550705.63,83.31,91.71,1222606.00,3550705.63,,,
0.939825,8.34E-02,9.17E-02,-624506.701,-599401.571,-3554487.71,83.43,91.73,1223908.27,3554487.71,,,
0.940825,8.36E-02,9.17E-02,-625171.151,-600039.393,-3558269.78,83.55,91.74,1225210.54,3558269.78,,,
0.941825,8.37E-02,9.17E-02,-625835.602,-600677.215,-3562051.86,83.67,91.75,1226512.82,3562051.86,,,
0.942825,8.38E-02,9.18E-02,-626500.052,-601315.037,-3565833.93,83.79,91.76,1227815.09,3565833.93,,,
0.943825,8.39E-02,9.18E-02,-627164.502,-601952.86,-3569616,83.91,91.77,1229117.36,3569616.00,,,
0.944825,8.40E-02,9.18E-02,-627828.952,-602590.682,-3573398.08,84.03,91.78,1230419.63,3573398.08,,,
0.945825,8.42E-02,9.18E-02,-628493.401,-603228.505,-3577180.15,84.15,91.79,1231721.91,3577180.15,,,
0.946825,8.43E-02,9.18E-02,-629157.851,-603866.328,-3580962.22,84.27,91.81,1233024.18,3580962.22,,,
0.947825,8.44E-02,9.18E-02,-629822.301,-604504.151,-3584744.3,84.39,91.82,1234326.45,3584744.30,,,
0.948825,8.45E-02,9.18E-02,-630486.75,-605141.974,-3588526.37,84.51,91.83,1235628.72,3588526.37,,,
0.949825,8.46E-02,9.18E-02,-631151.199,-605779.797,-3592308.45,84.63,91.84,1236931.00,3592308.45,,,
0.950825,8.48E-02,9.19E-02,-631815.648,-606417.621,-3596090.52,84.75,91.85,1238233.27,3596090.52,,,
0.951825,8.49E-02,9.19E-02,-632480.097,-607055.444,-3599872.59,84.87,91.86,1239535.54,3599872.59,,,
0.952825,8.50E-02,9.19E-02,-633144.546,-607693.268,-3603654.67,84.99,91.87,1240837.81,3603654.67,,,
0.953825,8.51E-02,9.19E-02,-633808.995,-608331.092,-3607436.74,85.12,91.88,1242140.09,3607436.74,,,
0.954825,8.52E-02,9.19E-02,-634473.443,-608968.915,-3611218.82,85.24,91.90,1243442.36,3611218.82,,,
0.955825,8.54E-02,9.19E-02,-635137.892,-609606.739,-3615000.89,85.36,91.91,1244744.63,3615000.89,,,
0.956825,8.55E-02,9.19E-02,-635802.34,-610244.564,-3618782.96,85.48,91.92,1246046.90,3618782.96,,,
0.957825,8.56E-02,9.19E-02,-636466.788,-610882.388,-3622565.04,85.60,91.93,1247349.18,3622565.04,,,
0.958825,8.57E-02,9.19E-02,-637131.237,-611520.212,-3626347.11,85.72,91.94,1248651.45,3626347.11,,,
0.959825,8.58E-02,9.20E-02,-637795.685,-612158.037,-3630129.18,85.84,91.95,1249953.72,3630129.18,,,
0.960825,8.60E-02,9.20E-02,-638460.132,-612795.861,-3633911.26,85.96,91.96,1251255.99,3633911.26,,,
0.961825,8.61E-02,9.20E-02,-639124.58,-613433.686,-3637693.33,86.08,91.98,1252558.27,3637693.33,,,
0.962825,8.62E-02,9.20E-02,-639789.028,-614071.511,-3641475.41,86.20,91.99,1253860.54,3641475.41,,,
0.963825,8.63E-02,9.20E-02,-640453.475,-614709.336,-3645257.48,86.32,92.00,1255162.81,3645257.48,,,
0.964825,8.64E-02,9.20E-02,-641117.922,-615347.161,-3649039.55,86.44,92.01,1256465.08,3649039.55,,,
0.965825,8.66E-02,9.20E-02,-641782.37,-615984.986,-3652821.63,86.56,92.02,1257767.36,3652821.63,,,
0.966825,8.67E-02,9.20E-02,-642446.817,-616622.812,-3656603.7,86.68,92.03,1259069.63,3656603.70,,,
0.967825,8.68E-02,9.20E-02,-643111.264,-617260.637,-3660385.78,86.81,92.04,1260371.90,3660385.78,,,
0.968825,8.69E-02,9.21E-02,-643775.711,-617898.463,-3664167.85,86.93,92.05,1261674.17,3664167.85,,,
0.969825,8.70E-02,9.21E-02,-644440.157,-618536.289,-3667949.92,87.05,92.07,1262976.45,3667949.92,,,
0.970825,8.72E-02,9.21E-02,-645104.604,-619174.114,-3671732,87.17,92.08,1264278.72,3671732.00,,,
0.971825,8.73E-02,9.21E-02,-645769.05,-619811.941,-3675514.07,87.29,92.09,1265580.99,3675514.07,,,
0.972825,8.74E-02,9.21E-02,-646433.497,-620449.767,-3679296.15,87.41,92.10,1266883.26,3679296.15,,,
0.973825,8.75E-02,9.21E-02,-647097.943,-621087.593,-3683078.22,87.53,92.11,1268185.54,3683078.22,,,
0.974825,8.77E-02,9.21E-02,-647762.389,-621725.419,-3686860.29,87.65,92.12,1269487.81,3686860.29,,,
0.975825,8.78E-02,9.21E-02,-648426.835,-622363.246,-3690642.37,87.77,92.13,1270790.08,3690642.37,,,
0.976825,8.79E-02,9.21E-02,-649091.281,-623001.073,-3694424.44,87.90,92.15,1272092.35,3694424.44,,,
0.977825,8.80E-02,9.22E-02,-649755.726,-623638.899,-3698206.51,88.02,92.16,1273394.63,3698206.51,,,
0.978825,8.81E-02,9.22E-02,-650420.172,-624276.726,-3701988.59,88.14,92.17,1274696.90,3701988.59,,,
0.979825,8.83E-02,9.22E-02,-651084.617,-624914.553,-3705770.66,88.26,92.18,1275999.17,3705770.66,,,
0.980825,8.84E-02,9.22E-02,-651749.062,-625552.381,-3709552.74,88.38,92.19,1277301.44,3709552.74,,,
0.981825,8.85E-02,9.22E-02,-652413.508,-626190.208,-3713334.81,88.50,92.20,1278603.72,3713334.81,,,
0.982825,8.86E-02,9.22E-02,-653077.953,-626828.035,-3717116.88,88.63,92.21,1279905.99,3717116.88,,,
0.983825,8.87E-02,9.22E-02,-653742.398,-627465.863,-3720898.96,88.75,92.23,1281208.26,3720898.96,,,
0.984825,8.89E-02,9.22E-02,-654406.842,-628103.691,-3724681.03,88.87,92.24,1282510.53,3724681.03,,,
0.985825,8.90E-02,9.22E-02,-655071.287,-628741.518,-3728463.11,88.99,92.25,1283812.81,3728463.11,,,
0.986825,8.91E-02,9.23E-02,-655735.731,-629379.346,-3732245.18,89.11,92.26,1285115.08,3732245.18,,,
0.987825,8.92E-02,9.23E-02,-656400.176,-630017.174,-3736027.25,89.23,92.27,1286417.35,3736027.25,,,
0.988825,8.94E-02,9.23E-02,-657064.62,-630655.003,-3739809.33,89.36,92.28,1287719.62,3739809.33,,,
0.989825,8.95E-02,9.23E-02,-657729.064,-631292.831,-3743591.4,89.48,92.29,1289021.90,3743591.40,,,
0.990825,8.96E-02,9.23E-02,-658393.508,-631930.659,-3747373.47,89.60,92.31,1290324.17,3747373.47,,,
0.991825,8.97E-02,9.23E-02,-659057.952,-632568.488,-3751155.55,89.72,92.32,1291626.44,3751155.55,,,
0.992825,8.98E-02,9.23E-02,-659722.396,-633206.317,-3754937.62,89.84,92.33,1292928.71,3754937.62,,,
0.993825,9.00E-02,9.23E-02,-660386.839,-633844.146,-3758719.7,89.97,92.34,1294230.99,3758719.70,,,
0.994825,9.01E-02,9.24E-02,-661051.283,-634481.975,-3762501.77,90.09,92.35,1295533.26,3762501.77,,,
0.995825,9.02E-02,9.24E-02,-661715.726,-635119.804,-3766283.84,90.21,92.36,1296835.53,3766283.84,,,
0.996825,9.03E-02,9.24E-02,-662380.169,-635757.633,-3770065.92,90.33,92.37,1298137.80,3770065.92,,,
0.997825,9.05E-02,9.24E-02,-663044.613,-636395.462,-3773847.99,90.45,92.39,1299440.08,3773847.99,,,
0.998825,9.06E-02,9.24E-02,-663709.055,-637033.292,-3777630.07,90.58,92.40,1300742.35,3777630.07,,,
0.9994125,9.06E-02,9.24E-02,-664099.438,-637408.039,-3779852.16,90.65,92.40,1301507.48,3779852.16,,,
1,9.07E-02,9.24E-02,-664489.812,-637782.777,-3782074.21,90.72,92.41,1302272.59,3782074.21,,,
