TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Load,,,
3.64E-02,-5.52E-05,166.065208,-37.7079156,-36.2290732,-0.06,-166.07,73.94,,,
3.84E-02,-6.15E-05,175.200669,-39.7822818,-38.222074,-0.06,-175.20,78.00,,,
4.04E-02,-6.82E-05,184.336131,-41.8566491,-40.2150736,-0.07,-184.34,82.07,,,
4.24E-02,-7.53E-05,193.471593,-43.9310175,-42.2080721,-0.08,-193.47,86.14,,,
4.44E-02,-8.28E-05,202.607055,-46.0053871,-44.2010695,-0.08,-202.61,90.21,,,
4.64E-02,-9.07E-05,211.742517,-48.0797579,-46.1940656,-0.09,-211.74,94.27,,,
4.84E-02,-9.90E-05,220.877979,-50.1541301,-48.1870604,-0.10,-220.88,98.34,,,
5.04E-02,-1.08E-04,230.013442,-52.2285037,-50.1800537,-0.11,-230.01,102.41,,,
5.24E-02,-1.17E-04,239.148905,-54.3028788,-52.1730455,-0.12,-239.15,106.48,,,
5.44E-02,-1.26E-04,248.284368,-56.3772554,-54.1660358,-0.13,-248.28,110.54,,,
5.64E-02,-1.36E-04,257.419831,-58.4516337,-56.1590245,-0.14,-257.42,114.61,,,
5.84E-02,-1.47E-04,266.555294,-60.5260136,-58.1520114,-0.15,-266.56,118.68,,,
6.04E-02,-1.58E-04,275.690758,-62.6003954,-60.1449966,-0.16,-275.69,122.75,,,
6.24E-02,-1.69E-04,284.826221,-64.674779,-62.1379799,-0.17,-284.83,126.81,,,
6.44E-02,-1.81E-04,293.961685,-66.7491646,-64.1309613,-0.18,-293.96,130.88,,,
6.64E-02,-1.93E-04,303.097149,-68.8235522,-66.1239405,-0.19,-303.10,134.95,,,
6.84E-02,-2.06E-04,312.232614,-70.897942,-68.1169177,-0.21,-312.23,139.01,,,
7.04E-02,-2.19E-04,321.368078,-72.9723339,-70.1098927,-0.22,-321.37,143.08,,,
7.24E-02,-2.33E-04,330.503543,-75.0467281,-72.1028653,-0.23,-330.50,147.15,,,
7.44E-02,-2.47E-04,339.639008,-77.1211248,-74.0958355,-0.25,-339.64,151.22,,,
7.64E-02,-2.62E-04,348.774473,-79.1955239,-76.0888033,-0.26,-348.77,155.28,,,
7.84E-02,-2.77E-04,357.909939,-81.2699255,-78.0817685,-0.28,-357.91,159.35,,,
8.04E-02,-2.93E-04,367.045404,-83.3443299,-80.074731,-0.29,-367.05,163.42,,,
8.24E-02,-3.09E-04,376.18087,-85.418737,-82.0676908,-0.31,-376.18,167.49,,,
8.44E-02,-3.26E-04,385.316337,-87.4931469,-84.0606476,-0.33,-385.32,171.55,,,
8.64E-02,-3.43E-04,394.451803,-89.5675598,-86.0536015,-0.34,-394.45,175.62,,,
8.84E-02,-3.61E-04,403.58727,-91.6419758,-88.0465523,-0.36,-403.59,179.69,,,
9.04E-02,-3.79E-04,412.722737,-93.716395,-90.0395,-0.38,-412.72,183.76,,,
9.24E-02,-3.98E-04,421.858204,-95.7908174,-92.0324442,-0.40,-421.86,187.82,,,
9.44E-02,-4.18E-04,430.993671,-97.8652433,-94.0253852,-0.42,-430.99,191.89,,,
9.64E-02,-4.38E-04,440.129139,-99.9396726,-96.0183226,-0.44,-440.13,195.96,,,
9.84E-02,-4.59E-04,449.264607,-102.014106,-98.0112564,-0.46,-449.26,200.03,,,
0.10035625,-4.81E-04,458.400075,-104.088542,-100.004186,-0.48,-458.40,204.09,,,
0.10235625,-5.03E-04,467.535544,-106.162983,-101.997112,-0.50,-467.54,208.16,,,
0.10435625,-5.26E-04,476.671013,-108.237427,-103.990035,-0.53,-476.67,212.23,,,
0.10635625,-5.49E-04,485.806482,-110.311876,-105.982953,-0.55,-485.81,216.29,,,
0.10835625,-5.73E-04,494.941952,-112.386329,-107.975866,-0.57,-494.94,220.36,,,
0.11035625,-5.98E-04,504.077422,-114.460786,-109.968776,-0.60,-504.08,224.43,,,
0.11235625,-6.23E-04,513.212892,-116.535247,-111.961681,-0.62,-513.21,228.50,,,
0.11435625,-6.49E-04,522.348362,-118.609714,-113.954581,-0.65,-522.35,232.56,,,
0.11635625,-6.76E-04,531.483833,-120.684185,-115.947477,-0.68,-531.48,236.63,,,
0.11835625,-7.03E-04,540.619304,-122.758661,-117.940367,-0.70,-540.62,240.70,,,
0.12035625,-7.31E-04,549.754776,-124.833141,-119.933253,-0.73,-549.75,244.77,,,
0.12235625,-7.60E-04,558.890248,-126.907628,-121.926133,-0.76,-558.89,248.83,,,
0.12435625,-7.90E-04,568.02572,-128.982119,-123.919008,-0.79,-568.03,252.90,,,
0.12635625,-8.20E-04,577.161193,-131.056616,-125.911878,-0.82,-577.16,256.97,,,
0.12835625,-8.52E-04,586.296666,-133.131118,-127.904741,-0.85,-586.30,261.04,,,
0.13035625,-8.83E-04,595.432139,-135.205626,-129.897599,-0.88,-595.43,265.10,,,
0.13235625,-9.16E-04,604.567613,-137.28014,-131.890451,-0.92,-604.57,269.17,,,
0.13435625,-9.50E-04,613.703087,-139.354661,-133.883297,-0.95,-613.70,273.24,,,
0.13635625,-9.84E-04,622.838561,-141.429187,-135.876137,-0.98,-622.84,277.31,,,
0.13835625,-1.02E-03,631.974036,-143.50372,-137.86897,-1.02,-631.97,281.37,,,
0.14035625,-1.06E-03,641.109512,-145.578259,-139.861797,-1.06,-641.11,285.44,,,
0.14235625,-1.09E-03,650.244988,-147.652806,-141.854616,-1.09,-650.24,289.51,,,
0.14435625,-1.13E-03,659.380464,-149.727359,-143.847429,-1.13,-659.38,293.57,,,
0.14635625,-1.17E-03,668.51594,-151.801919,-145.840235,-1.17,-668.52,297.64,,,
0.14835625,-1.21E-03,677.651418,-153.876487,-147.833033,-1.21,-677.65,301.71,,,
0.15035625,-1.25E-03,686.786895,-155.951062,-149.825824,-1.25,-686.79,305.78,,,
0.15235625,-1.29E-03,695.922373,-158.025644,-151.818606,-1.29,-695.92,309.84,,,
0.15435625,-1.33E-03,705.057852,-160.100235,-153.811381,-1.33,-705.06,313.91,,,
0.15635625,-1.38E-03,714.193331,-162.174834,-155.804148,-1.38,-714.19,317.98,,,
0.15835625,-1.42E-03,723.32881,-164.249441,-157.796907,-1.42,-723.33,322.05,,,
0.16035625,-1.47E-03,732.46429,-166.324056,-159.789656,-1.47,-732.46,326.11,,,
0.16235625,-1.51E-03,741.599771,-168.39868,-161.782397,-1.51,-741.60,330.18,,,
0.16435625,-1.56E-03,750.735252,-170.473313,-163.775129,-1.56,-750.74,334.25,,,
0.16635625,-1.61E-03,759.870734,-172.547955,-165.767852,-1.61,-759.87,338.32,,,
0.16835625,-1.66E-03,769.006216,-174.622607,-167.760566,-1.66,-769.01,342.38,,,
0.17035625,-1.71E-03,778.141699,-176.697268,-169.753269,-1.71,-778.14,346.45,,,
0.17235625,-1.76E-03,787.277182,-178.771939,-171.745963,-1.76,-787.28,350.52,,,
0.17435625,-1.81E-03,796.412666,-180.84662,-173.738647,-1.81,-796.41,354.59,,,
0.17635625,-1.87E-03,805.54815,-182.921312,-175.73132,-1.87,-805.55,358.65,,,
0.17835625,-1.92E-03,814.683635,-184.996014,-177.723982,-1.92,-814.68,362.72,,,
0.18035625,-1.98E-03,823.819121,-187.070726,-179.716634,-1.98,-823.82,366.79,,,
0.18235625,-2.04E-03,832.954607,-189.14545,-181.709274,-2.04,-832.95,370.85,,,
0.18435625,-2.09E-03,842.090094,-191.220185,-183.701903,-2.09,-842.09,374.92,,,
0.18635625,-2.15E-03,851.225582,-193.294932,-185.694521,-2.15,-851.23,378.99,,,
0.18835625,-2.22E-03,860.36107,-195.36969,-187.687126,-2.22,-860.36,383.06,,,
0.19035625,-2.28E-03,869.496559,-197.444461,-189.679719,-2.28,-869.50,387.12,,,
0.19235625,-2.34E-03,878.632049,-199.519244,-191.672299,-2.34,-878.63,391.19,,,
0.19435625,-2.41E-03,887.767539,-201.59404,-193.664867,-2.41,-887.77,395.26,,,
0.19635625,-2.47E-03,896.903031,-203.668849,-195.657421,-2.47,-896.90,399.33,,,
0.19835625,-2.54E-03,906.038522,-205.743671,-197.649962,-2.54,-906.04,403.39,,,
0.20035625,-2.61E-03,915.174015,-207.818507,-199.642489,-2.61,-915.17,407.46,,,
0.20235625,-2.68E-03,924.309508,-209.893357,-201.635002,-2.68,-924.31,411.53,,,
0.20435625,-2.75E-03,933.445002,-211.968221,-203.6275,-2.75,-933.45,415.60,,,
0.20635625,-2.83E-03,942.580497,-214.043099,-205.619983,-2.83,-942.58,419.66,,,
0.20835625,-2.90E-03,951.715993,-216.117993,-207.612452,-2.90,-951.72,423.73,,,
0.21035625,-2.98E-03,960.85149,-218.192902,-209.604905,-2.98,-960.85,427.80,,,
0.21235625,-3.06E-03,969.986987,-220.267826,-211.597342,-3.06,-969.99,431.87,,,
0.21435625,-3.14E-03,979.122485,-222.342767,-213.589763,-3.14,-979.12,435.93,,,
0.21635625,-3.22E-03,988.257985,-224.417724,-215.582167,-3.22,-988.26,440.00,,,
0.21835625,-3.30E-03,997.393485,-226.492697,-217.574555,-3.30,-997.39,444.07,,,
0.22035625,-3.38E-03,1006.52899,-228.567688,-219.566925,-3.38,-1006.53,448.13,,,
0.22235625,-3.47E-03,1015.66449,-230.642696,-221.559278,-3.47,-1015.66,452.20,,,
0.22435625,-3.56E-03,1024.79999,-232.717722,-223.551612,-3.56,-1024.80,456.27,,,
0.22635625,-3.65E-03,1033.93549,-234.792766,-225.543928,-3.65,-1033.94,460.34,,,
0.22835625,-3.74E-03,1043.071,-236.867829,-227.536225,-3.74,-1043.07,464.40,,,
0.23035625,-3.83E-03,1052.2065,-238.942911,-229.528502,-3.83,-1052.21,468.47,,,
0.23235625,-3.93E-03,1061.34201,-241.018012,-231.52076,-3.93,-1061.34,472.54,,,
0.23435625,-4.02E-03,1070.47752,-243.093133,-233.512997,-4.02,-1070.48,476.61,,,
0.23635625,-4.12E-03,1079.61303,-245.168275,-235.505214,-4.12,-1079.61,480.67,,,
0.23835625,-4.22E-03,1088.74854,-247.243438,-237.497409,-4.22,-1088.75,484.74,,,
0.24035625,-4.32E-03,1097.88405,-249.318622,-239.489583,-4.32,-1097.88,488.81,,,
0.24235625,-4.43E-03,1107.01956,-251.393828,-241.481734,-4.43,-1107.02,492.88,,,
0.24435625,-4.54E-03,1116.15508,-253.469056,-243.473863,-4.54,-1116.16,496.94,,,
0.24635625,-4.64E-03,1125.29059,-255.544307,-245.465969,-4.64,-1125.29,501.01,,,
0.24835625,-4.75E-03,1134.42611,-257.619581,-247.458051,-4.75,-1134.43,505.08,,,
0.25035625,-4.87E-03,1143.56162,-259.694879,-249.45011,-4.87,-1143.56,509.14,,,
0.25235625,-4.98E-03,1152.69714,-261.770201,-251.442143,-4.98,-1152.70,513.21,,,
0.25435625,-5.10E-03,1161.83266,-263.845548,-253.434151,-5.10,-1161.83,517.28,,,
0.25635625,-5.22E-03,1170.96818,-265.92092,-255.426133,-5.22,-1170.97,521.35,,,
0.25835625,-5.34E-03,1180.1037,-267.996319,-257.418088,-5.34,-1180.10,525.41,,,
0.26035625,-5.46E-03,1189.23923,-270.071744,-259.410018,-5.46,-1189.24,529.48,,,
0.26235625,-5.59E-03,1198.37475,-272.147196,-261.401919,-5.59,-1198.37,533.55,,,
0.26435625,-5.72E-03,1207.51028,-274.222675,-263.393792,-5.72,-1207.51,537.62,,,
0.26635625,-5.85E-03,1216.64581,-276.298183,-265.385636,-5.85,-1216.65,541.68,,,
0.26835625,-5.98E-03,1225.78134,-278.37372,-267.37745,-5.98,-1225.78,545.75,,,
0.27035625,-6.12E-03,1234.91687,-280.449287,-269.369235,-6.12,-1234.92,549.82,,,
0.27235625,-6.26E-03,1244.0524,-282.524883,-271.360989,-6.26,-1244.05,553.89,,,
0.27435625,-6.40E-03,1253.18794,-284.600511,-273.352711,-6.40,-1253.19,557.95,,,
0.27635625,-6.54E-03,1262.32347,-286.67617,-275.344401,-6.54,-1262.32,562.02,,,
0.27835625,-6.69E-03,1271.45901,-288.751861,-277.336059,-6.69,-1271.46,566.09,,,
0.28035625,-6.84E-03,1280.59455,-290.827585,-279.327683,-6.84,-1280.59,570.16,,,
0.28235625,-6.99E-03,1289.73009,-292.903343,-281.319272,-6.99,-1289.73,574.22,,,
0.28435625,-7.15E-03,1298.86563,-294.979135,-283.310827,-7.15,-1298.87,578.29,,,
0.28635625,-7.30E-03,1308.00118,-297.054962,-285.302346,-7.30,-1308.00,582.36,,,
0.28835625,-7.46E-03,1317.13672,-299.130825,-287.293828,-7.46,-1317.14,586.42,,,
0.29035625,-7.63E-03,1326.27227,-301.206725,-289.285273,-7.63,-1326.27,590.49,,,
0.29235625,-7.80E-03,1335.40782,-303.282662,-291.276679,-7.80,-1335.41,594.56,,,
0.29435625,-7.97E-03,1344.54337,-305.358637,-293.268046,-7.97,-1344.54,598.63,,,
0.29635625,-8.14E-03,1353.67893,-307.434652,-295.259374,-8.14,-1353.68,602.69,,,
0.29835625,-8.31E-03,1362.81448,-309.510706,-297.25066,-8.31,-1362.81,606.76,,,
0.30035625,-8.49E-03,1371.95004,-311.586801,-299.241906,-8.49,-1371.95,610.83,,,
0.30235625,-8.68E-03,1381.0856,-313.662938,-301.233109,-8.68,-1381.09,614.90,,,
0.30435625,-8.86E-03,1390.22116,-315.739117,-303.224267,-8.86,-1390.22,618.96,,,
0.30635625,-9.05E-03,1399.35673,-317.81534,-305.215382,-9.05,-1399.36,623.03,,,
0.30835625,-9.25E-03,1408.4923,-319.891607,-307.206451,-9.25,-1408.49,627.10,,,
0.31035625,-9.44E-03,1417.62787,-321.96792,-309.197474,-9.44,-1417.63,631.17,,,
0.31235625,-9.64E-03,1426.76344,-324.044279,-311.188449,-9.64,-1426.76,635.23,,,
0.31435625,-9.85E-03,1435.89901,-326.120685,-313.179376,-9.85,-1435.90,639.30,,,
0.31635625,-1.01E-02,1445.03459,-328.19714,-315.170254,-10.05,-1445.03,643.37,,-1442.649186,642.305367
0.31835625,-1.03E-02,1454.17017,-330.273644,-317.16108,-10.27,-1454.17,647.43,,,
0.32035625,-1.05E-02,1463.30575,-332.350198,-319.151856,-10.48,-1463.31,651.50,,,
0.32235625,-1.07E-02,1472.44134,-334.426804,-321.142578,-10.70,-1472.44,655.57,,,
0.32435625,-1.09E-02,1481.57692,-336.503463,-323.133246,-10.92,-1481.58,659.64,,,
0.32635625,-1.12E-02,1490.71251,-338.580176,-325.12386,-11.15,-1490.71,663.70,,,
0.32835625,-1.14E-02,1499.84811,-340.656943,-327.114417,-11.38,-1499.85,667.77,,,
0.33035625,-1.16E-02,1508.9837,-342.733767,-329.104916,-11.62,-1508.98,671.84,,,
0.33235625,-1.19E-02,1518.1193,-344.810648,-331.095357,-11.86,-1518.12,675.91,,,
0.33435625,-1.21E-02,1527.25491,-346.887588,-333.085738,-12.10,-1527.25,679.97,,,
0.33635625,-1.24E-02,1536.39051,-348.964587,-335.076057,-12.35,-1536.39,684.04,,,
0.33835625,-1.26E-02,1545.52612,-351.041648,-337.066313,-12.61,-1545.53,688.11,,,
0.34035625,-1.29E-02,1554.66173,-353.11877,-339.056506,-12.86,-1554.66,692.18,,,
0.34235625,-1.31E-02,1563.79735,-355.195957,-341.046634,-13.13,-1563.80,696.24,,,
0.34435625,-1.34E-02,1572.93297,-357.273209,-343.036694,-13.39,-1572.93,700.31,,,
0.34635625,-1.37E-02,1582.06859,-359.350527,-345.026687,-13.67,-1582.07,704.38,,,
0.34835625,-1.39E-02,1591.20422,-361.427914,-347.016609,-13.94,-1591.20,708.44,,,
0.35035625,-1.42E-02,1600.33985,-363.50537,-349.00646,-14.23,-1600.34,712.51,,,
0.35235625,-1.45E-02,1609.47548,-365.582896,-350.996238,-14.51,-1609.48,716.58,,,
0.35435625,-1.48E-02,1618.61112,-367.660495,-352.985943,-14.81,-1618.61,720.65,,,
0.35635625,-1.51E-02,1627.74676,-369.738168,-354.975571,-15.10,-1627.75,724.71,,,
0.35835625,-1.54E-02,1636.88241,-371.815917,-356.965121,-15.41,-1636.88,728.78,,,
0.36035625,-1.57E-02,1646.01806,-373.893743,-358.954593,-15.72,-1646.02,732.85,,,
0.36235625,-1.60E-02,1655.15371,-375.971647,-360.943983,-16.03,-1655.15,736.92,,,
0.36435625,-1.64E-02,1664.28937,-378.049632,-362.933291,-16.35,-1664.29,740.98,,,
0.36635625,-1.67E-02,1673.42504,-380.127699,-364.922514,-16.68,-1673.43,745.05,,,
0.36835625,-1.70E-02,1682.56071,-382.20585,-366.911651,-17.01,-1682.56,749.12,,,
0.37035625,-1.73E-02,1691.69638,-384.284087,-368.9007,-17.35,-1691.70,753.18,,,
0.37235625,-1.77E-02,1700.83206,-386.362412,-370.889659,-17.69,-1700.83,757.25,,,
0.37435625,-1.80E-02,1709.96774,-388.440825,-372.878526,-18.04,-1709.97,761.32,,,
0.37635625,-1.84E-02,1719.10343,-390.51933,-374.867299,-18.39,-1719.10,765.39,,,
0.37835625,-1.88E-02,1728.23913,-392.597929,-376.855977,-18.76,-1728.24,769.45,,,
0.38035625,-1.91E-02,1737.37483,-394.676622,-378.844557,-19.13,-1737.37,773.52,,,
0.38235625,-1.95E-02,1746.51053,-396.755413,-380.833036,-19.50,-1746.51,777.59,,,
0.38435625,-1.99E-02,1755.64624,-398.834304,-382.821414,-19.88,-1755.65,781.66,,,
0.38635625,-2.03E-02,1764.78196,-400.913295,-384.809687,-20.27,-1764.78,785.72,,,
0.38835625,-2.07E-02,1773.91768,-402.99239,-386.797853,-20.67,-1773.92,789.79,,,
0.39035625,-2.11E-02,1783.05341,-405.071591,-388.785911,-21.07,-1783.05,793.86,,,
0.39235625,-2.15E-02,1792.18915,-407.1509,-390.773858,-21.48,-1792.19,797.92,,,
0.39435625,-2.19E-02,1801.32489,-409.230319,-392.761692,-21.90,-1801.32,801.99,,,
0.39635625,-2.23E-02,1810.46064,-411.309851,-394.749409,-22.32,-1810.46,806.06,,,
0.39835625,-2.28E-02,1819.5964,-413.389498,-396.737009,-22.76,-1819.60,810.13,,,
0.40035625,-2.32E-02,1828.73216,-415.469262,-398.724488,-23.20,-1828.73,814.19,,,
0.40235625,-2.36E-02,1837.86793,-417.549145,-400.711844,-23.64,-1837.87,818.26,,,
0.40435625,-2.41E-02,1847.00371,-419.629152,-402.699074,-24.10,-1847.00,822.33,,,
0.40635625,-2.46E-02,1856.13949,-421.709283,-404.686175,-24.56,-1856.14,826.40,,,
0.40835625,-2.50E-02,1865.27516,-423.789582,-406.673185,-25.03,-1865.28,830.46,,,
0.41035625,-2.55E-02,1874.4108,-425.870023,-408.660074,-25.51,-1874.41,834.53,,,
0.41235625,-2.60E-02,1883.54643,-427.950602,-410.64683,-26.00,-1883.55,838.60,,,
0.41435625,-2.65E-02,1892.68207,-430.031321,-412.633453,-26.50,-1892.68,842.66,,,
0.41635625,-2.70E-02,1901.8177,-432.112184,-414.619937,-27.00,-1901.82,846.73,,,
0.41835625,-2.75E-02,1910.95333,-434.193193,-416.606282,-27.52,-1910.95,850.80,,,
0.42035625,-2.80E-02,1920.08896,-436.274352,-418.592484,-28.04,-1920.09,854.87,,,
0.42235625,-2.86E-02,1929.22458,-438.355664,-420.57854,-28.57,-1929.22,858.93,,,
0.42435625,-2.91E-02,1938.3602,-440.437132,-422.564448,-29.11,-1938.36,863.00,,,
0.42635625,-2.97E-02,1947.49582,-442.51876,-424.550205,-29.66,-1947.50,867.07,,,
0.42835625,-3.02E-02,1956.63143,-444.600552,-426.535809,-30.22,-1956.63,871.14,,,
0.43035625,-3.08E-02,1965.76704,-446.68251,-428.521255,-30.79,-1965.77,875.20,,,
0.43235625,-3.14E-02,1974.90264,-448.764639,-430.506542,-31.37,-1974.90,879.27,,,
0.43435625,-3.20E-02,1984.03824,-450.846943,-432.491666,-31.96,-1984.04,883.34,,,
0.43635625,-3.26E-02,1993.17384,-452.929424,-434.476625,-32.56,-1993.17,887.41,,,
0.43835625,-3.32E-02,2002.30942,-455.012087,-436.461414,-33.17,-2002.31,891.47,,,
0.44035625,-3.38E-02,2011.44501,-457.094936,-438.446032,-33.79,-2011.45,895.54,,,
0.44235625,-3.44E-02,2020.58058,-459.177975,-440.430476,-34.42,-2020.58,899.61,,,
0.44435625,-3.51E-02,2029.71615,-461.261207,-442.41474,-35.06,-2029.72,903.68,,,
0.44635625,-3.57E-02,2038.85172,-463.344638,-444.398824,-35.72,-2038.85,907.74,,,
0.44835625,-3.64E-02,2047.98727,-465.428271,-446.382722,-36.38,-2047.99,911.81,,,
0.45035625,-3.71E-02,2057.12282,-467.51211,-448.366433,-37.05,-2057.12,915.88,,,
0.45235625,-3.77E-02,2066.25836,-469.59616,-450.349951,-37.74,-2066.26,919.95,,,
0.45435625,-3.84E-02,2075.3939,-471.680425,-452.333275,-38.43,-2075.39,924.01,,,
0.45635625,-3.91E-02,2084.52943,-473.76491,-454.316401,-39.14,-2084.53,928.08,,,
0.45835625,-3.99E-02,2093.66495,-475.849619,-456.299325,-39.86,-2093.66,932.15,,,
0.46035625,-4.06E-02,2102.80046,-477.934557,-458.282043,-40.59,-2102.80,936.22,,,
0.46235625,-4.13E-02,2111.93596,-480.019729,-460.26455,-41.34,-2111.94,940.28,,,
0.46435625,-4.21E-02,2121.07145,-482.105139,-462.246846,-42.09,-2121.07,944.35,,,
0.46635625,-4.29E-02,2130.20694,-484.190793,-464.228925,-42.86,-2130.21,948.42,,,
0.46835625,-4.36E-02,2139.34242,-486.276694,-466.210783,-43.64,-2139.34,952.49,,,
0.47035625,-4.44E-02,2148.47789,-488.362849,-468.192417,-44.43,-2148.48,956.56,,,
0.47235625,-4.52E-02,2157.61335,-490.449261,-470.173822,-45.24,-2157.61,960.62,,,
0.47435625,-4.61E-02,2166.7488,-492.535937,-472.154995,-46.06,-2166.75,964.69,,,
0.47635625,-4.69E-02,2175.88424,-494.622881,-474.135932,-46.89,-2175.88,968.76,,,
0.47835625,-4.77E-02,2185.01968,-496.710099,-476.116628,-47.73,-2185.02,972.83,,,
0.48035625,-4.86E-02,2194.1551,-498.797595,-478.097079,-48.59,-2194.16,976.89,,,
0.48235625,-4.95E-02,2203.29052,-500.885375,-480.077282,-49.46,-2203.29,980.96,,,
0.48435625,-5.03E-02,2212.42593,-502.973445,-482.057231,-50.35,-2212.43,985.03,,,
0.48635625,-5.12E-02,2221.56133,-505.061809,-484.036921,-51.25,-2221.56,989.10,,,
0.48835625,-5.22E-02,2230.69672,-507.150473,-486.01635,-52.16,-2230.70,993.17,,,
0.49035625,-5.31E-02,2239.8321,-509.239443,-487.995512,-53.09,-2239.83,997.23,,,
0.49235625,-5.40E-02,2248.96748,-511.328724,-489.974404,-54.03,-2248.97,1001.30,,,
0.49435625,-5.50E-02,2258.10285,-513.418322,-491.953018,-54.98,-2258.10,1005.37,,,
0.49635625,-5.60E-02,2267.23822,-515.508241,-493.931353,-55.95,-2267.24,1009.44,,,
0.49835625,-5.69E-02,2276.37357,-517.598489,-495.909402,-56.94,-2276.37,1013.51,,,
0.50035625,-5.79E-02,2285.50893,-519.689069,-497.887159,-57.94,-2285.51,1017.58,,,
0.50235625,-5.90E-02,2294.64427,-521.779988,-499.864621,-58.95,-2294.64,1021.64,,,
0.50435625,-6.00E-02,2303.77962,-523.871252,-501.841783,-59.98,-2303.78,1025.71,,,
0.50635625,-6.10E-02,2312.91495,-525.962866,-503.818638,-61.02,-2312.91,1029.78,,,
0.50835625,-6.21E-02,2322.05029,-528.054836,-505.795183,-62.08,-2322.05,1033.85,,,
0.51035625,-6.32E-02,2331.18562,-530.147167,-507.771411,-63.16,-2331.19,1037.92,,,
0.51235625,-6.42E-02,2340.32095,-532.239864,-509.747317,-64.25,-2340.32,1041.99,,,
0.51435625,-6.54E-02,2349.45629,-534.332935,-511.722897,-65.35,-2349.46,1046.06,,,
0.51635625,-6.65E-02,2358.59162,-536.426383,-513.698142,-66.47,-2358.59,1050.12,,,
0.51835625,-6.76E-02,2367.72695,-538.520215,-515.673049,-67.61,-2367.73,1054.19,,,
0.52035625,-6.88E-02,2376.86228,-540.614436,-517.647611,-68.76,-2376.86,1058.26,,,
0.52235625,-6.99E-02,2385.99762,-542.709052,-519.621822,-69.93,-2386.00,1062.33,,,
0.52435625,-7.11E-02,2395.13296,-544.804068,-521.595678,-71.11,-2395.13,1066.40,,,
0.52635625,-7.23E-02,2404.2683,-546.899489,-523.569171,-72.31,-2404.27,1070.47,,,
0.52835625,-7.35E-02,2413.40366,-548.995322,-525.542294,-73.53,-2413.40,1074.54,,,
0.53035625,-7.48E-02,2422.53901,-551.091571,-527.515042,-74.76,-2422.54,1078.61,,,
0.53235625,-7.60E-02,2431.67438,-553.188242,-529.487409,-76.01,-2431.67,1082.68,,,
0.53435625,-7.73E-02,2440.80976,-555.28534,-531.459389,-77.27,-2440.81,1086.74,,,
0.53635625,-7.86E-02,2449.94515,-557.382871,-533.430973,-78.56,-2449.95,1090.81,,,
0.53835625,-7.99E-02,2459.08054,-559.480838,-535.402156,-79.85,-2459.08,1094.88,,,
0.54035625,-8.12E-02,2468.21596,-561.579249,-537.372932,-81.17,-2468.22,1098.95,,,
0.54235625,-8.25E-02,2477.35138,-563.678107,-539.343292,-82.50,-2477.35,1103.02,,,
0.54435625,-8.38E-02,2486.48683,-565.777418,-541.313231,-83.85,-2486.49,1107.09,,,
0.54635625,-8.52E-02,2495.62228,-567.877187,-543.282743,-85.21,-2495.62,1111.16,,,
0.54835625,-8.66E-02,2504.75776,-569.977419,-545.251818,-86.59,-2504.76,1115.23,,,
