TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Load,,,,
0.733491667,4.96E-03,-697592.027,-115651.463,-111009.927,4.96,697592.03,226661.39,,,,
0.734325,4.98E-03,-698384.574,-115782.858,-111136.046,4.98,698384.57,226918.9,,,,
0.735158333,5.00E-03,-699177.122,-115914.253,-111262.165,5,699177.12,227176.42,,,,
0.735991667,5.01E-03,-699969.669,-116045.648,-111388.283,5.01,699969.67,227433.93,,,,
0.736825,5.03E-03,-700762.216,-116177.044,-111514.402,5.03,700762.22,227691.45,,,,
0.737658333,5.05E-03,-701554.763,-116308.439,-111640.521,5.05,701554.76,227948.96,,,,
0.738491667,5.07E-03,-702347.31,-116439.834,-111766.64,5.07,702347.31,228206.47,,,,
0.739325,5.09E-03,-703139.857,-116571.23,-111892.759,5.09,703139.86,228463.99,,,,
0.740158333,5.11E-03,-703932.404,-116702.625,-112018.878,5.11,703932.4,228721.5,,,,
0.740991667,5.13E-03,-704724.951,-116834.02,-112144.997,5.13,704724.95,228979.02,,,,
0.741825,5.15E-03,-705517.498,-116965.415,-112271.116,5.15,705517.5,229236.53,,,,
0.742658333,5.17E-03,-706310.045,-117096.811,-112397.234,5.17,706310.05,229494.05,,,,
0.743491667,5.19E-03,-707102.593,-117228.206,-112523.353,5.19,707102.59,229751.56,,,,
0.744325,5.21E-03,-707895.14,-117359.601,-112649.472,5.21,707895.14,230009.07,,,,
0.745158333,5.23E-03,-708687.687,-117490.997,-112775.591,5.23,708687.69,230266.59,,,,
0.745991667,5.25E-03,-709480.234,-117622.392,-112901.71,5.25,709480.23,230524.1,,,,
0.746825,5.27E-03,-710272.781,-117753.787,-113027.829,5.27,710272.78,230781.62,,,,
0.747658333,5.29E-03,-711065.328,-117885.182,-113153.948,5.29,711065.33,231039.13,,,,
0.748491667,5.31E-03,-711857.875,-118016.578,-113280.067,5.31,711857.88,231296.65,,,,
0.749325,5.32E-03,-712650.422,-118147.973,-113406.186,5.32,712650.42,231554.16,,,,
0.750158333,5.34E-03,-713442.969,-118279.368,-113532.304,5.34,713442.97,231811.67,,,,
0.750991667,5.36E-03,-714235.516,-118410.763,-113658.423,5.36,714235.52,232069.19,,,,
0.751825,5.38E-03,-715028.063,-118542.159,-113784.542,5.38,715028.06,232326.7,,,,
0.752658333,5.40E-03,-715820.611,-118673.554,-113910.661,5.4,715820.61,232584.22,,,,
0.753491667,5.42E-03,-716613.158,-118804.949,-114036.78,5.42,716613.16,232841.73,,,,
0.754325,5.44E-03,-717405.705,-118936.345,-114162.899,5.44,717405.71,233099.24,,,,
0.755158333,5.46E-03,-718198.252,-119067.74,-114289.018,5.46,718198.25,233356.76,,,,
0.755991667,5.48E-03,-718990.799,-119199.135,-114415.137,5.48,718990.8,233614.27,,,,
0.756825,5.50E-03,-719783.346,-119330.53,-114541.256,5.5,719783.35,233871.79,,,,
0.757658333,5.52E-03,-720575.893,-119461.926,-114667.375,5.52,720575.89,234129.3,,,,
0.758491667,5.54E-03,-721368.44,-119593.321,-114793.493,5.54,721368.44,234386.81,,,,
0.759325,5.56E-03,-722160.987,-119724.716,-114919.612,5.56,722160.99,234644.33,,,,
0.760158333,5.58E-03,-722953.534,-119856.111,-115045.731,5.58,722953.53,234901.84,,,,
0.760991667,5.60E-03,-723746.081,-119987.507,-115171.85,5.6,723746.08,235159.36,,,,
0.761825,5.62E-03,-724538.629,-120118.902,-115297.969,5.62,724538.63,235416.87,,,,
0.762658333,5.64E-03,-725331.176,-120250.297,-115424.088,5.64,725331.18,235674.39,,,,
0.763491667,5.66E-03,-726123.723,-120381.692,-115550.207,5.66,726123.72,235931.9,,,,
0.764325,5.67E-03,-726916.27,-120513.088,-115676.326,5.67,726916.27,236189.41,,,,
0.765158333,5.69E-03,-727708.817,-120644.483,-115802.445,5.69,727708.82,236446.93,,,,
0.765991667,5.71E-03,-728501.364,-120775.878,-115928.564,5.71,728501.36,236704.44,,,,
0.766825,5.73E-03,-729293.911,-120907.273,-116054.683,5.73,729293.91,236961.96,,,,
0.767658333,5.75E-03,-730086.458,-121038.669,-116180.802,5.75,730086.46,237219.47,,,,
0.768491667,5.77E-03,-730879.005,-121170.064,-116306.92,5.77,730879.01,237476.98,,,,
0.769325,5.79E-03,-731671.552,-121301.459,-116433.039,5.79,731671.55,237734.5,,,,
0.770158333,5.81E-03,-732464.1,-121432.854,-116559.158,5.81,732464.1,237992.01,,,,
0.770991667,5.83E-03,-733256.647,-121564.249,-116685.277,5.83,733256.65,238249.53,,,,
0.771825,5.85E-03,-734049.194,-121695.645,-116811.396,5.85,734049.19,238507.04,,,,
0.772658333,5.87E-03,-734841.741,-121827.04,-116937.515,5.87,734841.74,238764.56,,,,
0.773491667,5.89E-03,-735634.288,-121958.435,-117063.634,5.89,735634.29,239022.07,,,,
0.774325,5.91E-03,-736426.835,-122089.83,-117189.753,5.91,736426.84,239279.58,,,,
0.775158333,5.93E-03,-737219.382,-122221.226,-117315.872,5.93,737219.38,239537.1,,,,
0.775991667,5.95E-03,-738011.929,-122352.621,-117441.991,5.95,738011.93,239794.61,,,,
0.776825,5.97E-03,-738804.476,-122484.016,-117568.11,5.97,738804.48,240052.13,,,,
0.777658333,5.99E-03,-739597.023,-122615.411,-117694.229,5.99,739597.02,240309.64,,,,
0.778491667,6.01E-03,-740389.57,-122746.806,-117820.348,6.01,740389.57,240567.15,,,,
0.779325,6.02E-03,-741182.118,-122878.202,-117946.467,6.02,741182.12,240824.67,,,,
0.780158333,6.04E-03,-741974.665,-123009.597,-118072.586,6.04,741974.67,241082.18,,,,
0.780991667,6.06E-03,-742767.212,-123140.992,-118198.704,6.06,742767.21,241339.7,,,,
0.781825,6.08E-03,-743559.759,-123272.387,-118324.823,6.08,743559.76,241597.21,,,,
0.782658333,6.10E-03,-744352.306,-123403.783,-118450.942,6.1,744352.31,241854.73,,,,
0.783491667,6.12E-03,-745144.853,-123535.178,-118577.061,6.12,745144.85,242112.24,,,,
0.784325,6.14E-03,-745937.4,-123666.573,-118703.18,6.14,745937.4,242369.75,,,,
0.785158333,6.16E-03,-746729.947,-123797.968,-118829.299,6.16,746729.95,242627.27,,,,
0.785991667,6.18E-03,-747522.494,-123929.363,-118955.418,6.18,747522.49,242884.78,,,,
0.786825,6.20E-03,-748315.041,-124060.759,-119081.537,6.2,748315.04,243142.3,,,,
0.787658333,6.22E-03,-749107.589,-124192.154,-119207.656,6.22,749107.59,243399.81,,,,
0.788491667,6.24E-03,-749900.136,-124323.549,-119333.775,6.24,749900.14,243657.32,,,,
0.789325,6.26E-03,-750692.683,-124454.944,-119459.894,6.26,750692.68,243914.84,,,,
0.790158333,6.28E-03,-751485.23,-124586.339,-119586.013,6.28,751485.23,244172.35,,,,
0.790991667,6.30E-03,-752277.777,-124717.735,-119712.132,6.3,752277.78,244429.87,,,,
0.791825,6.32E-03,-753070.324,-124849.13,-119838.251,6.32,753070.32,244687.38,,,,
0.792658333,6.34E-03,-753862.871,-124980.525,-119964.37,6.34,753862.87,244944.9,,,,
0.793491667,6.36E-03,-754655.418,-125111.92,-120090.489,6.36,754655.42,245202.41,,,,
0.794325,6.38E-03,-755447.965,-125243.315,-120216.608,6.38,755447.97,245459.92,,,,
0.795158333,6.40E-03,-756240.512,-125374.711,-120342.727,6.4,756240.51,245717.44,,,,
0.795991667,6.41E-03,-757033.059,-125506.106,-120468.846,6.41,757033.06,245974.95,,,,
0.796825,6.43E-03,-757825.607,-125637.501,-120594.965,6.43,757825.61,246232.47,,,,
0.797658333,6.45E-03,-758618.154,-125768.896,-120721.084,6.45,758618.15,246489.98,,,,
0.798491667,6.47E-03,-759410.701,-125900.291,-120847.203,6.47,759410.7,246747.49,,,,
0.799325,6.49E-03,-760203.248,-126031.687,-120973.322,6.49,760203.25,247005.01,,,,
0.800158333,6.51E-03,-760995.795,-126163.082,-121099.441,6.51,760995.8,247262.52,,,,
0.800991667,6.53E-03,-761788.342,-126294.477,-121225.56,6.53,761788.34,247520.04,,,,
0.801825,6.55E-03,-762580.889,-126425.872,-121351.678,6.55,762580.89,247777.55,,,,
0.802658333,6.57E-03,-763373.436,-126557.267,-121477.797,6.57,763373.44,248035.06,,,,
0.803491667,6.59E-03,-764165.983,-126688.662,-121603.916,6.59,764165.98,248292.58,,,,
0.804325,6.61E-03,-764958.53,-126820.058,-121730.035,6.61,764958.53,248550.09,,,,
0.805158333,6.63E-03,-765751.078,-126951.453,-121856.154,6.63,765751.08,248807.61,,,,
0.805991667,6.65E-03,-766543.625,-127082.848,-121982.273,6.65,766543.63,249065.12,,,,
0.806825,6.67E-03,-767336.172,-127214.243,-122108.392,6.67,767336.17,249322.64,,,,
0.807658333,6.69E-03,-768128.719,-127345.638,-122234.511,6.69,768128.72,249580.15,,,,
0.808491667,6.71E-03,-768921.266,-127477.034,-122360.63,6.71,768921.27,249837.66,,,,
0.809325,6.73E-03,-769713.813,-127608.429,-122486.749,6.73,769713.81,250095.18,,,,
0.810158333,6.75E-03,-770506.36,-127739.824,-122612.868,6.75,770506.36,250352.69,,,,
0.810991667,6.77E-03,-771298.907,-127871.219,-122738.987,6.77,771298.91,250610.21,,,,
0.811825,6.79E-03,-772091.454,-128002.614,-122865.106,6.79,772091.45,250867.72,,,,
0.812658333,6.81E-03,-772884.001,-128134.009,-122991.225,6.81,772884,251125.23,,,,
0.813491667,6.82E-03,-773676.548,-128265.405,-123117.344,6.82,773676.55,251382.75,,,,
0.814325,6.84E-03,-774469.096,-128396.8,-123243.463,6.84,774469.1,251640.26,,,,
0.815158333,6.86E-03,-775261.643,-128528.195,-123369.582,6.86,775261.64,251897.78,,,,
0.815991667,6.88E-03,-776054.19,-128659.59,-123495.701,6.88,776054.19,252155.29,,,,
0.816825,6.90E-03,-776846.737,-128790.985,-123621.82,6.9,776846.74,252412.81,,,,
0.817658333,6.92E-03,-777639.284,-128922.38,-123747.939,6.92,777639.28,252670.32,,,,
0.818491667,6.94E-03,-778431.831,-129053.775,-123874.058,6.94,778431.83,252927.83,,,,
0.819325,6.96E-03,-779224.378,-129185.171,-124000.177,6.96,779224.38,253185.35,,,,
0.820158333,6.98E-03,-780016.925,-129316.566,-124126.296,6.98,780016.93,253442.86,,,,
0.820991667,7.00E-03,-780809.472,-129447.961,-124252.415,7,780809.47,253700.38,,,,
0.821825,7.02E-03,-781602.019,-129579.356,-124378.534,7.02,781602.02,253957.89,,,,
0.822658333,7.04E-03,-782394.566,-129710.751,-124504.653,7.04,782394.57,254215.4,,,,
0.823491667,7.06E-03,-783187.114,-129842.146,-124630.772,7.06,783187.11,254472.92,,,,
0.824325,7.08E-03,-783979.661,-129973.541,-124756.892,7.08,783979.66,254730.43,,,,
0.825158333,7.10E-03,-784772.208,-130104.937,-124883.011,7.1,784772.21,254987.95,,,,
0.825991667,7.12E-03,-785564.755,-130236.332,-125009.13,7.12,785564.76,255245.46,,,,
0.826825,7.14E-03,-786357.302,-130367.727,-125135.249,7.14,786357.3,255502.98,,,,
0.827658333,7.16E-03,-787149.849,-130499.122,-125261.368,7.16,787149.85,255760.49,,,,
0.828491667,7.18E-03,-787942.396,-130630.517,-125387.487,7.18,787942.4,256018,,,,
0.829325,7.20E-03,-788734.943,-130761.912,-125513.606,7.2,788734.94,256275.52,,,,
0.830158333,7.22E-03,-789527.49,-130893.307,-125639.725,7.22,789527.49,256533.03,,,,
0.830991667,7.24E-03,-790320.037,-131024.703,-125765.844,7.24,790320.04,256790.55,,,,
0.831825,7.26E-03,-791112.585,-131156.098,-125891.963,7.26,791112.59,257048.06,,,,
0.832658333,7.28E-03,-791905.132,-131287.493,-126018.082,7.28,791905.13,257305.58,,,,
0.833491667,7.29E-03,-792697.679,-131418.888,-126144.201,7.29,792697.68,257563.09,,,,
0.834325,7.31E-03,-793490.226,-131550.283,-126270.32,7.31,793490.23,257820.6,,,,
0.835158333,7.33E-03,-794282.773,-131681.678,-126396.439,7.33,794282.77,258078.12,,,,
0.835991667,7.35E-03,-795075.32,-131813.073,-126522.558,7.35,795075.32,258335.63,,,,
0.836825,7.37E-03,-795867.867,-131944.468,-126648.677,7.37,795867.87,258593.15,,,,
0.837658333,7.39E-03,-796660.414,-132075.864,-126774.796,7.39,796660.41,258850.66,,,,
0.838491667,7.41E-03,-797452.961,-132207.259,-126900.915,7.41,797452.96,259108.17,,,,
0.839325,7.43E-03,-798245.508,-132338.654,-127027.034,7.43,798245.51,259365.69,,,,
0.840158333,7.45E-03,-799038.055,-132470.049,-127153.153,7.45,799038.06,259623.2,,,,
0.840991667,7.47E-03,-799830.603,-132601.444,-127279.272,7.47,799830.6,259880.72,,,,
0.841825,7.49E-03,-800623.15,-132732.839,-127405.391,7.49,800623.15,260138.23,,,,
0.842658333,7.51E-03,-801415.697,-132864.234,-127531.51,7.51,801415.7,260395.74,,,,
0.843491667,7.53E-03,-802208.244,-132995.629,-127657.629,7.53,802208.24,260653.26,,,,
0.844325,7.55E-03,-803000.791,-133127.024,-127783.748,7.55,803000.79,260910.77,,,,
0.845158333,7.57E-03,-803793.338,-133258.419,-127909.868,7.57,803793.34,261168.29,,,,
0.845991667,7.59E-03,-804585.885,-133389.815,-128035.987,7.59,804585.89,261425.8,,,,
0.846825,7.61E-03,-805378.432,-133521.21,-128162.106,7.61,805378.43,261683.32,,,,
0.847658333,7.63E-03,-806170.979,-133652.605,-128288.225,7.63,806170.98,261940.83,,,,
0.848491667,7.65E-03,-806963.526,-133784,-128414.344,7.65,806963.53,262198.34,,,,
0.849325,7.67E-03,-807756.074,-133915.395,-128540.463,7.67,807756.07,262455.86,,,,
0.850158333,7.69E-03,-808548.621,-134046.79,-128666.582,7.69,808548.62,262713.37,,,,
0.850991667,7.71E-03,-809341.168,-134178.185,-128792.701,7.71,809341.17,262970.89,,,,
0.851825,7.73E-03,-810133.715,-134309.58,-128918.82,7.73,810133.72,263228.4,,,,
0.852658333,7.75E-03,-810926.262,-134440.975,-129044.939,7.75,810926.26,263485.91,,,,
0.853491667,7.77E-03,-811718.809,-134572.37,-129171.058,7.77,811718.81,263743.43,,,,
0.854325,7.79E-03,-812511.356,-134703.766,-129297.177,7.79,812511.36,264000.94,,,,
0.855158333,7.80E-03,-813303.903,-134835.161,-129423.296,7.8,813303.9,264258.46,,,,
0.855991667,7.82E-03,-814096.45,-134966.556,-129549.415,7.82,814096.45,264515.97,,,,
0.856825,7.84E-03,-814888.997,-135097.951,-129675.535,7.84,814889,264773.49,,,,
0.857658333,7.86E-03,-815681.544,-135229.346,-129801.654,7.86,815681.54,265031,,,,
0.858491667,7.88E-03,-816474.092,-135360.741,-129927.773,7.88,816474.09,265288.51,,,,
0.859325,7.90E-03,-817266.639,-135492.136,-130053.892,7.9,817266.64,265546.03,,,,
0.860158333,7.92E-03,-818059.186,-135623.531,-130180.011,7.92,818059.19,265803.54,,,,
0.860991667,7.94E-03,-818851.733,-135754.926,-130306.13,7.94,818851.73,266061.06,,,,
0.861825,7.96E-03,-819644.28,-135886.321,-130432.249,7.96,819644.28,266318.57,,,,
0.862658333,7.98E-03,-820436.827,-136017.716,-130558.368,7.98,820436.83,266576.08,,,,
0.863491667,8.00E-03,-821229.374,-136149.111,-130684.487,8,821229.37,266833.6,,,,
0.864325,8.02E-03,-822021.921,-136280.506,-130810.606,8.02,822021.92,267091.11,,,,
0.865158333,8.04E-03,-822814.468,-136411.901,-130936.725,8.04,822814.47,267348.63,,,,
0.865991667,8.06E-03,-823607.015,-136543.297,-131062.845,8.06,823607.02,267606.14,,,,
0.866825,8.08E-03,-824399.563,-136674.692,-131188.964,8.08,824399.56,267863.66,,,,
0.867658333,8.10E-03,-825192.11,-136806.087,-131315.083,8.1,825192.11,268121.17,,,,
0.868491667,8.12E-03,-825984.657,-136937.482,-131441.202,8.12,825984.66,268378.68,,,,
0.869325,8.14E-03,-826777.204,-137068.877,-131567.321,8.14,826777.2,268636.2,,,,
0.870158333,8.16E-03,-827569.751,-137200.272,-131693.44,8.16,827569.75,268893.71,,,,
0.870991667,8.18E-03,-828362.298,-137331.667,-131819.559,8.18,828362.3,269151.23,,,,
0.871825,8.20E-03,-829154.845,-137463.062,-131945.678,8.2,829154.85,269408.74,,,,
0.872658333,8.22E-03,-829947.392,-137594.457,-132071.797,8.22,829947.39,269666.25,,,,
0.873491667,8.24E-03,-830739.939,-137725.852,-132197.916,8.24,830739.94,269923.77,,,,
0.874325,8.26E-03,-831532.486,-137857.247,-132324.036,8.26,831532.49,270181.28,,,,
0.875158333,8.28E-03,-832325.033,-137988.642,-132450.155,8.28,832325.03,270438.8,,,,
0.875991667,8.30E-03,-833117.581,-138120.037,-132576.274,8.3,833117.58,270696.31,,,,
0.876825,8.32E-03,-833910.128,-138251.432,-132702.393,8.32,833910.13,270953.83,,,,
0.877658333,8.34E-03,-834702.675,-138382.827,-132828.512,8.34,834702.68,271211.34,,,,
0.878491667,8.36E-03,-835495.222,-138514.222,-132954.631,8.36,835495.22,271468.85,,,,
0.879325,8.38E-03,-836287.769,-138645.617,-133080.75,8.38,836287.77,271726.37,,,,
0.880158333,8.40E-03,-837080.316,-138777.012,-133206.869,8.4,837080.32,271983.88,,,,
0.880991667,8.41E-03,-837872.863,-138908.407,-133332.989,8.41,837872.86,272241.4,,,,
0.881825,8.43E-03,-838665.41,-139039.802,-133459.108,8.43,838665.41,272498.91,,,,
0.882658333,8.45E-03,-839457.957,-139171.197,-133585.227,8.45,839457.96,272756.42,,,,
0.883491667,8.47E-03,-840250.504,-139302.592,-133711.346,8.47,840250.5,273013.94,,,,
0.884325,8.49E-03,-841043.051,-139433.987,-133837.465,8.49,841043.05,273271.45,,,,
0.885158333,8.51E-03,-841835.599,-139565.382,-133963.584,8.51,841835.6,273528.97,,,,
0.885991667,8.53E-03,-842628.146,-139696.777,-134089.703,8.53,842628.15,273786.48,,,,
0.886825,8.55E-03,-843420.693,-139828.172,-134215.823,8.55,843420.69,274044,,,,
0.887658333,8.57E-03,-844213.24,-139959.568,-134341.942,8.57,844213.24,274301.51,,,,
0.888491667,8.59E-03,-845005.787,-140090.963,-134468.061,8.59,845005.79,274559.02,,,,
0.889325,8.61E-03,-845798.334,-140222.358,-134594.18,8.61,845798.33,274816.54,,,,
0.890158333,8.63E-03,-846590.881,-140353.753,-134720.299,8.63,846590.88,275074.05,,,,
0.890991667,8.65E-03,-847383.428,-140485.148,-134846.418,8.65,847383.43,275331.57,,,,
0.891825,8.67E-03,-848175.975,-140616.543,-134972.537,8.67,848175.98,275589.08,,,,
0.892658333,8.69E-03,-848968.522,-140747.938,-135098.657,8.69,848968.52,275846.6,,,,
0.893491667,8.71E-03,-849761.07,-140879.333,-135224.776,8.71,849761.07,276104.11,,,,
0.894325,8.73E-03,-850553.617,-141010.728,-135350.895,8.73,850553.62,276361.62,,,,
0.895158333,8.75E-03,-851346.164,-141142.123,-135477.014,8.75,851346.16,276619.14,,,,
0.895991667,8.77E-03,-852138.711,-141273.518,-135603.133,8.77,852138.71,276876.65,,,,
0.896825,8.79E-03,-852931.258,-141404.913,-135729.252,8.79,852931.26,277134.17,,,,
0.897658333,8.81E-03,-853723.805,-141536.308,-135855.372,8.81,853723.81,277391.68,,,,
0.898491667,8.83E-03,-854516.352,-141667.703,-135981.491,8.83,854516.35,277649.19,,,,
0.899325,8.85E-03,-855308.899,-141799.098,-136107.61,8.85,855308.9,277906.71,,,,
0.900158333,8.87E-03,-856101.446,-141930.493,-136233.729,8.87,856101.45,278164.22,,,,
0.900991667,8.89E-03,-856893.993,-142061.888,-136359.848,8.89,856893.99,278421.74,,,,
0.901825,8.91E-03,-857686.54,-142193.283,-136485.967,8.91,857686.54,278679.25,,,,
0.902658333,8.93E-03,-858479.088,-142324.678,-136612.087,8.93,858479.09,278936.77,,,,
0.903491667,8.95E-03,-859271.635,-142456.073,-136738.206,8.95,859271.64,279194.28,,,,
0.904325,8.97E-03,-860064.182,-142587.468,-136864.325,8.97,860064.18,279451.79,,,,
0.905158333,8.99E-03,-860856.729,-142718.862,-136990.444,8.99,860856.73,279709.31,,,,
0.905991667,9.01E-03,-861649.276,-142850.257,-137116.563,9.01,861649.28,279966.82,,,,
0.906825,9.03E-03,-862441.823,-142981.652,-137242.682,9.03,862441.82,280224.33,,,,
0.907658333,9.05E-03,-863234.37,-143113.047,-137368.802,9.05,863234.37,280481.85,,,,
0.908491667,9.07E-03,-864026.917,-143244.442,-137494.921,9.07,864026.92,280739.36,,,,
0.909325,9.09E-03,-864819.464,-143375.837,-137621.04,9.09,864819.46,280996.88,,,,
0.910158333,9.11E-03,-865612.011,-143507.232,-137747.159,9.11,865612.01,281254.39,,,,
0.910991667,9.13E-03,-866404.559,-143638.627,-137873.278,9.13,866404.56,281511.91,,,,
0.911825,9.14E-03,-867197.106,-143770.022,-137999.398,9.14,867197.11,281769.42,,,,
0.912658333,9.16E-03,-867989.653,-143901.417,-138125.517,9.16,867989.65,282026.93,,,,
0.913491667,9.18E-03,-868782.2,-144032.812,-138251.636,9.18,868782.2,282284.45,,,,
0.914325,9.20E-03,-869574.747,-144164.207,-138377.755,9.2,869574.75,282541.96,,,,
0.915158333,9.22E-03,-870367.294,-144295.602,-138503.874,9.22,870367.29,282799.48,,,,
0.915991667,9.24E-03,-871159.841,-144426.997,-138629.994,9.24,871159.84,283056.99,,,,
0.916825,9.26E-03,-871952.388,-144558.392,-138756.113,9.26,871952.39,283314.51,,,,
0.917658333,9.28E-03,-872744.935,-144689.787,-138882.232,9.28,872744.94,283572.02,,,,
0.918491667,9.30E-03,-873537.482,-144821.182,-139008.351,9.3,873537.48,283829.53,,,,
0.919325,9.32E-03,-874330.029,-144952.577,-139134.47,9.32,874330.03,284087.05,,,,
0.920158333,9.34E-03,-875122.577,-145083.972,-139260.59,9.34,875122.58,284344.56,,,,
0.920991667,9.36E-03,-875915.124,-145215.367,-139386.709,9.36,875915.12,284602.08,,,,
0.921825,9.38E-03,-876707.671,-145346.762,-139512.828,9.38,876707.67,284859.59,,,,
0.922658333,9.40E-03,-877500.218,-145478.157,-139638.947,9.4,877500.22,285117.1,,,,
0.923491667,9.42E-03,-878292.765,-145609.552,-139765.066,9.42,878292.77,285374.62,,,,
0.924325,9.44E-03,-879085.312,-145740.947,-139891.186,9.44,879085.31,285632.13,,,,
0.925158333,9.46E-03,-879877.859,-145872.342,-140017.305,9.46,879877.86,285889.65,,,,
0.925991667,9.48E-03,-880670.406,-146003.736,-140143.424,9.48,880670.41,286147.16,,,,
0.926825,9.50E-03,-881462.953,-146135.131,-140269.543,9.5,881462.95,286404.67,,,,
0.927658333,9.52E-03,-882255.5,-146266.526,-140395.663,9.52,882255.5,286662.19,,,,
0.928491667,9.54E-03,-883048.048,-146397.921,-140521.782,9.54,883048.05,286919.7,,,,
0.929325,9.56E-03,-883840.595,-146529.316,-140647.901,9.56,883840.6,287177.22,,,,
0.930158333,9.58E-03,-884633.142,-146660.711,-140774.02,9.58,884633.14,287434.73,,,,
0.930991667,9.60E-03,-885425.689,-146792.106,-140900.14,9.6,885425.69,287692.25,,,,
0.931825,9.62E-03,-886218.236,-146923.501,-141026.259,9.62,886218.24,287949.76,,,,
0.932658333,9.64E-03,-887010.783,-147054.896,-141152.378,9.64,887010.78,288207.27,,,,
0.933491667,9.66E-03,-887803.33,-147186.291,-141278.497,9.66,887803.33,288464.79,,,,
0.934325,9.68E-03,-888595.877,-147317.686,-141404.616,9.68,888595.88,288722.3,,,,
0.935158333,9.70E-03,-889388.424,-147449.081,-141530.736,9.7,889388.42,288979.82,,,,
0.935991667,9.72E-03,-890180.971,-147580.476,-141656.855,9.72,890180.97,289237.33,,,,
0.936825,9.74E-03,-890973.518,-147711.87,-141782.974,9.74,890973.52,289494.84,,,,
0.937658333,9.76E-03,-891766.066,-147843.265,-141909.093,9.76,891766.07,289752.36,,,,
0.938491667,9.78E-03,-892558.613,-147974.66,-142035.213,9.78,892558.61,290009.87,,,,
0.939325,9.80E-03,-893351.16,-148106.055,-142161.332,9.8,893351.16,290267.39,,,,
0.940158333,9.82E-03,-894143.707,-148237.45,-142287.451,9.82,894143.71,290524.9,,,,
0.940991667,9.84E-03,-894936.254,-148368.845,-142413.57,9.84,894936.25,290782.42,,,,
0.941825,9.86E-03,-895728.801,-148500.24,-142539.69,9.86,895728.8,291039.93,,,,
0.942658333,9.88E-03,-896521.348,-148631.635,-142665.809,9.88,896521.35,291297.44,,,,
0.943491667,9.90E-03,-897313.895,-148763.03,-142791.928,9.9,897313.9,291554.96,,,,
0.944325,9.92E-03,-898106.442,-148894.425,-142918.048,9.92,898106.44,291812.47,,,,
0.945158333,9.94E-03,-898898.989,-149025.82,-143044.167,9.94,898898.99,292069.99,,,,
0.945991667,9.96E-03,-899691.536,-149157.214,-143170.286,9.96,899691.54,292327.5,,,,
0.946825,9.98E-03,-900484.084,-149288.609,-143296.405,9.98,900484.08,292585.01,,,,
0.947658333,1.00E-02,-901276.631,-149420.004,-143422.525,10,901276.63,292842.53,,,901429.8461,292892.3118
0.948491667,1.00E-02,-902069.178,-149551.399,-143548.644,10.02,902069.18,293100.04,,,,
0.949325,1.00E-02,-902861.725,-149682.794,-143674.763,10.04,902861.73,293357.56,,,,
0.950158333,1.01E-02,-903654.272,-149814.189,-143800.882,10.06,903654.27,293615.07,,,,
0.950991667,1.01E-02,-904446.819,-149945.584,-143927.002,10.08,904446.82,293872.59,,,,
0.951825,1.01E-02,-905239.366,-150076.979,-144053.121,10.1,905239.37,294130.1,,,,
0.952658333,1.01E-02,-906031.913,-150208.373,-144179.24,10.12,906031.91,294387.61,,,,
0.953491667,1.01E-02,-906824.46,-150339.768,-144305.36,10.14,906824.46,294645.13,,,,
0.954325,1.02E-02,-907617.007,-150471.163,-144431.479,10.15,907617.01,294902.64,,,,
0.955158333,1.02E-02,-908409.555,-150602.558,-144557.598,10.17,908409.56,295160.16,,,,
0.955991667,1.02E-02,-909202.102,-150733.953,-144683.717,10.19,909202.1,295417.67,,,,
0.956825,1.02E-02,-909994.649,-150865.348,-144809.837,10.21,909994.65,295675.19,,,,
0.957658333,1.02E-02,-910787.196,-150996.743,-144935.956,10.23,910787.2,295932.7,,,,
0.958491667,1.03E-02,-911579.743,-151128.138,-145062.075,10.25,911579.74,296190.21,,,,
0.959325,1.03E-02,-912372.29,-151259.532,-145188.195,10.27,912372.29,296447.73,,,,
0.960158333,1.03E-02,-913164.837,-151390.927,-145314.314,10.29,913164.84,296705.24,,,,
0.960991667,1.03E-02,-913957.384,-151522.322,-145440.433,10.31,913957.38,296962.76,,,,
0.961825,1.03E-02,-914749.931,-151653.717,-145566.553,10.33,914749.93,297220.27,,,,
0.962658333,1.04E-02,-915542.478,-151785.112,-145692.672,10.35,915542.48,297477.78,,,,
0.963491667,1.04E-02,-916335.025,-151916.507,-145818.791,10.37,916335.03,297735.3,,,,
0.964325,1.04E-02,-917127.573,-152047.902,-145944.91,10.39,917127.57,297992.81,,,,
0.965158333,1.04E-02,-917920.12,-152179.296,-146071.03,10.41,917920.12,298250.33,,,,
0.965991667,1.04E-02,-918712.667,-152310.691,-146197.149,10.43,918712.67,298507.84,,,,
0.966825,1.05E-02,-919505.214,-152442.086,-146323.268,10.45,919505.21,298765.35,,,,
0.967658333,1.05E-02,-920297.761,-152573.481,-146449.388,10.47,920297.76,299022.87,,,,
0.968491667,1.05E-02,-921090.308,-152704.876,-146575.507,10.49,921090.31,299280.38,,,,
0.969325,1.05E-02,-921882.855,-152836.271,-146701.626,10.51,921882.86,299537.9,,,,
0.970158333,1.05E-02,-922675.402,-152967.666,-146827.746,10.53,922675.4,299795.41,,,,
0.970991667,1.06E-02,-923467.949,-153099.06,-146953.865,10.55,923467.95,300052.93,,,,
0.971825,1.06E-02,-924260.496,-153230.455,-147079.984,10.57,924260.5,300310.44,,,,
