TIME, UX_2, FX_3, FY_4, FY_5,Displacement,Reaction,Load,,,,
0.972658333,1.06E-02,-925053.044,-153361.85,-147206.104,10.59,925053.04,300567.95,,,,
0.973491667,1.06E-02,-925845.591,-153493.245,-147332.223,10.61,925845.59,300825.47,,,,
0.974325,1.06E-02,-926638.138,-153624.64,-147458.342,10.63,926638.14,301082.98,,,,
0.975158333,1.07E-02,-927430.685,-153756.035,-147584.462,10.65,927430.69,301340.5,,,,
0.975991667,1.07E-02,-928223.232,-153887.429,-147710.581,10.67,928223.23,301598.01,,,,
0.976825,1.07E-02,-929015.779,-154018.824,-147836.7,10.69,929015.78,301855.52,,,,
0.977658333,1.07E-02,-929808.326,-154150.219,-147962.82,10.71,929808.33,302113.04,,,,
0.978491667,1.07E-02,-930600.873,-154281.614,-148088.939,10.73,930600.87,302370.55,,,,
0.979325,1.08E-02,-931393.42,-154413.009,-148215.058,10.75,931393.42,302628.07,,,,
0.980158333,1.08E-02,-932185.967,-154544.403,-148341.178,10.77,932185.97,302885.58,,,,
0.980991667,1.08E-02,-932978.514,-154675.798,-148467.297,10.79,932978.51,303143.1,,,,
0.981825,1.08E-02,-933771.062,-154807.193,-148593.416,10.81,933771.06,303400.61,,,,
0.982658333,1.08E-02,-934563.609,-154938.588,-148719.536,10.83,934563.61,303658.12,,,,
0.983491667,1.09E-02,-935356.156,-155069.983,-148845.655,10.85,935356.16,303915.64,,,,
0.984325,1.09E-02,-936148.703,-155201.377,-148971.774,10.87,936148.7,304173.15,,,,
0.985158333,1.09E-02,-936941.25,-155332.772,-149097.894,10.89,936941.25,304430.67,,,,
0.985991667,1.09E-02,-937733.797,-155464.167,-149224.013,10.91,937733.8,304688.18,,,,
0.986825,1.09E-02,-938526.344,-155595.562,-149350.132,10.93,938526.34,304945.69,,,,
0.987658333,1.10E-02,-939318.891,-155726.957,-149476.252,10.95,939318.89,305203.21,,,,
0.988491667,1.10E-02,-940111.438,-155858.351,-149602.371,10.97,940111.44,305460.72,,,,
0.989325,1.10E-02,-940903.985,-155989.746,-149728.491,10.99,940903.99,305718.24,,,,
0.990158333,1.10E-02,-941696.533,-156121.141,-149854.61,11.01,941696.53,305975.75,,,,
0.990991667,1.10E-02,-942489.08,-156252.536,-149980.729,11.03,942489.08,306233.27,,,,
0.991825,1.10E-02,-943281.627,-156383.931,-150106.849,11.05,943281.63,306490.78,,,,
0.992658333,1.11E-02,-944074.174,-156515.325,-150232.968,11.07,944074.17,306748.29,,,,
0.993491667,1.11E-02,-944866.721,-156646.72,-150359.087,11.09,944866.72,307005.81,,,,
0.994325,1.11E-02,-945659.268,-156778.115,-150485.207,11.11,945659.27,307263.32,,,,
0.995158333,1.11E-02,-946451.815,-156909.51,-150611.326,11.13,946451.82,307520.84,,,,
0.995991667,1.11E-02,-947244.362,-157040.905,-150737.446,11.15,947244.36,307778.35,,,,
0.996825,1.12E-02,-948036.909,-157172.299,-150863.565,11.17,948036.91,308035.86,,,,
0.997658333,1.12E-02,-948829.456,-157303.694,-150989.684,11.19,948829.46,308293.38,,,,
0.998491667,1.12E-02,-949622.003,-157435.089,-151115.804,11.21,949622,308550.89,,,,
0.999325,1.12E-02,-950414.551,-157566.484,-151241.923,11.23,950414.55,308808.41,,,,
1,1.12E-02,-951056.514,-157672.914,-151344.08,11.25,951056.51,309016.99,,,,
